Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.8e-05,17.551681,[ 6 25] ; [26 11],[14.58823529 16.41176471] ; [17.41176471 19.58823529],1
s7,1,4.1e-05,16.805144,[ 3 25] ; [22 14],[10.9375 17.0625] ; [14.0625 21.9375],1
s6,1,7.4e-05,15.699283,[10 20] ; [30  7],[17.91044776 12.08955224] ; [22.08955224 14.91044776],1
s4,1,0.008317,6.963959,[ 2 29] ; [12 25],[ 6.38235294 24.61764706] ; [ 7.61764706 29.38235294],0
s8,1,0.026134,4.947164,[ 6 24] ; [17 20],[10.29850746 19.70149254] ; [12.70149254 24.29850746],0
n1,1,0.034799,4.455,[3 7] ; [9 3],[5.45454545 4.54545455] ; [6.54545455 5.45454545],0
s5,1,0.050594,3.821672,[ 4 26] ; [12 23],[ 7.38461538 22.61538462] ; [ 8.61538462 26.38461538],0
p1,1,0.072475,3.22605,[ 1 31] ; [ 6 31],[ 3.24637681 28.75362319] ; [ 3.75362319 33.24637681],0
b4,1,0.085343,2.960103,[16 16] ; [26 11],[19.47826087 12.52173913] ; [22.52173913 14.47826087],0
p4,1,0.087176,2.925772,[17 15] ; [27 10],[20.4057971 11.5942029] ; [23.5942029 13.4057971],0
n5,1,0.091578,2.846417,[13 19] ; [22 14],[16.47058824 15.52941176] ; [18.52941176 17.47058824],0
p5,1,0.197225,1.662806,[ 2 30] ; [ 6 31],[ 3.71014493 28.28985507] ; [ 4.28985507 32.71014493],0
u1,1,0.197225,1.662806,[ 2 30] ; [ 6 31],[ 3.71014493 28.28985507] ; [ 4.28985507 32.71014493],0
v1,1,0.212223,1.556198,[16 16] ; [13 24],[13.44927536 18.55072464] ; [15.55072464 21.44927536],0
p9,1,0.226096,1.465252,[ 9 22] ; [16 21],[11.39705882 19.60294118] ; [13.60294118 23.39705882],0
v3,1,0.233653,1.418482,[ 6 25] ; [11 23],[ 8.10769231 22.89230769] ; [ 8.89230769 25.10769231],0
p8,1,0.274285,1.19519,[11 20] ; [18 19],[13.22058824 17.77941176] ; [15.77941176 21.22058824],0
u3,1,0.295642,1.09375,[7 7] ; [11  5],[8.4 5.6] ; [9.6 6.4],0
a8,1,0.349047,0.876918,[ 2 26] ; [ 5 29],[ 3.16129032 24.83870968] ; [ 3.83870968 30.16129032],0
a2,1,0.350189,0.872773,[ 6 26] ; [ 4 33],[ 4.63768116 27.36231884] ; [ 5.36231884 31.63768116],0
r1,1,0.351897,0.866603,[20 12] ; [27 10],[21.79710145 10.20289855] ; [25.20289855 11.79710145],0
r4,1,0.365589,0.818603,[24  8] ; [31  6],[25.50724638  6.49275362] ; [29.49275362  7.50724638],0
u2,1,0.39033,0.737913,[4 9] ; [7 8],[5.10714286 7.89285714] ; [5.89285714 9.10714286],0
b1,1,0.45162,0.566582,[21 11] ; [21 16],[19.47826087 12.52173913] ; [22.52173913 14.47826087],0
a7,1,0.45162,0.566582,[21 11] ; [21 16],[19.47826087 12.52173913] ; [22.52173913 14.47826087],0
a1,1,0.471185,0.519195,[ 2 30] ; [ 1 36],[ 1.39130435 30.60869565] ; [ 1.60869565 35.39130435],0
n6,1,0.538424,0.378468,[22  9] ; [23 13],[20.82089552 10.17910448] ; [24.17910448 11.82089552],0
v4,1,0.592325,0.286728,[29  3] ; [32  5],[28.28985507  3.71014493] ; [32.71014493  4.28985507],0
d1,1,0.596585,0.280178,[15 17] ; [15 22],[13.91304348 18.08695652] ; [16.08695652 20.91304348],0
p7,1,0.617961,0.248743,[18 14] ; [23 14],[19.01449275 12.98550725] ; [21.98550725 15.01449275],0
p11,1,0.617961,0.248743,[14 18] ; [14 23],[12.98550725 19.01449275] ; [15.01449275 21.98550725],0
a5,1,0.638862,0.220233,[19 13] ; [24 13],[19.94202899 12.05797101] ; [23.05797101 13.94202899],0
b5,1,0.659397,0.194257,[20 12] ; [25 12],[20.86956522 11.13043478] ; [24.13043478 12.86956522],0
b3,1,0.689691,0.15942,[ 7 14] ; [ 9 14],[ 7.63636364 13.36363636] ; [ 8.36363636 14.63636364],0
b2,1,0.689691,0.15942,[ 7 14] ; [ 9 14],[ 7.63636364 13.36363636] ; [ 8.36363636 14.63636364],0
n4,1,0.719692,0.128788,[20 12] ; [24 12],[20.70588235 11.29411765] ; [23.29411765 12.70588235],0
d4,1,0.719938,0.128552,[23  9] ; [28  9],[23.65217391  8.34782609] ; [27.34782609  9.65217391],0
a6,1,0.736729,0.113022,[16 16] ; [20 17],[16.69565217 15.30434783] ; [19.30434783 17.69565217],0
n2,1,0.780512,0.077647,[8 2] ; [9 3],[7.72727273 2.27272727] ; [9.27272727 2.72727273],0
d2,1,0.787667,0.072545,[14 18] ; [15 22],[13.44927536 18.55072464] ; [15.55072464 21.44927536],0
n3,1,0.793166,0.06875,[7 3] ; [9 3],[7.27272727 2.72727273] ; [8.72727273 3.27272727],0
r3,1,0.826994,0.047768,[28  4] ; [33  4],[28.28985507  3.71014493] ; [32.71014493  4.28985507],0
r2,1,0.826994,0.047768,[28  4] ; [33  4],[28.28985507  3.71014493] ; [32.71014493  4.28985507],0
s1,1,0.852249,0.034689,[ 3 29] ; [ 3 34],[ 2.7826087 29.2173913] ; [ 3.2173913 33.7826087],0
v2,1,0.853201,0.034238,[13 19] ; [15 20],[13.37313433 18.62686567] ; [14.62686567 20.37313433],0
d3,1,0.854898,0.033443,[18 14] ; [20 17],[17.62318841 14.37681159] ; [20.37681159 16.62318841],0
p2,1,0.883513,0.021467,[23  9] ; [26 11],[22.72463768  9.27536232] ; [26.27536232 10.72463768],0
d5,1,0.891138,0.018732,[22 10] ; [26 11],[22.26086957  9.73913043] ; [25.73913043 11.26086957],0
a4,1,0.947289,0.004371,[11 21] ; [13 24],[11.13043478 20.86956522] ; [12.86956522 24.13043478],0
p6,1,0.955976,0.003048,[10 19] ; [13 24],[10.10606061 18.89393939] ; [12.89393939 24.10606061],0
a3,1,0.966223,0.001793,[18 14] ; [21 16],[18.08695652 13.91304348] ; [20.91304348 16.08695652],0
