Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000873,11.079145,[25 11] ; [ 5 16],[18.94736842 17.05263158] ; [11.05263158  9.94736842],1
p11,1,0.012337,6.261712,[22 14] ; [ 6 16],[17.37931034 18.62068966] ; [10.62068966 11.37931034],0
d2,1,0.014662,5.956636,[ 7 29] ; [11 11],[11.17241379 24.82758621] ; [ 6.82758621 15.17241379],0
a5,1,0.032275,4.583841,[11 25] ; [13  9],[14.89655172 21.10344828] ; [ 9.10344828 12.89655172],0
v4,1,0.034322,4.478571,[27  8] ; [11 11],[23.33333333 11.66666667] ; [14.66666667  7.33333333],0
p10,1,0.041437,4.158056,[23 13] ; [ 8 14],[19.24137931 16.75862069] ; [11.75862069 10.24137931],0
a3,1,0.062299,3.475108,[15 20] ; [15  7],[18.42105263 16.57894737] ; [11.57894737 10.42105263],0
p3,1,0.06793,3.332355,[11 25] ; [ 2 19],[ 8.21052632 27.78947368] ; [ 4.78947368 16.21052632],0
s8,1,0.071216,3.25477,[ 8 28] ; [ 1 21],[ 5.5862069 30.4137931] ; [ 3.4137931 18.5862069],0
p7,1,0.072142,3.233589,[18 17] ; [ 6 16],[14.73684211 20.26315789] ; [ 9.26315789 12.73684211],0
s4,1,0.088254,2.905943,[10 26] ; [ 2 20],[ 7.44827586 28.55172414] ; [ 4.55172414 17.44827586],0
a4,1,0.088957,2.893152,[ 6 30] ; [ 8 14],[ 8.68965517 27.31034483] ; [ 5.31034483 16.68965517],0
p4,1,0.131813,2.271021,[17 19] ; [ 6 16],[14.27586207 21.72413793] ; [ 8.72413793 13.27586207],0
p6,1,0.153236,2.039737,[ 9 27] ; [ 2 19],[ 6.94736842 29.05263158] ; [ 4.05263158 16.94736842],0
n6,1,0.15583,2.014238,[20 16] ; [ 8 14],[17.37931034 18.62068966] ; [10.62068966 11.37931034],0
a6,1,0.16896,1.892146,[13 23] ; [12 10],[15.51724138 20.48275862] ; [ 9.48275862 12.51724138],0
p8,1,0.2154,1.534756,[14 21] ; [ 5 16],[11.875 23.125] ; [ 7.125 13.875],0
n2,1,0.231998,1.428571,[10  8] ; [4 8],[8.4 9.6] ; [5.6 6.4],0
v3,1,0.2358,1.405529,[ 4 32] ; [ 5 17],[ 5.5862069 30.4137931] ; [ 3.4137931 18.5862069],0
s7,1,0.254445,1.298731,[10 25] ; [ 3 17],[ 8.27272727 26.72727273] ; [ 4.72727273 15.27272727],0
u2,1,0.274006,1.196581,[11 10] ; [2 5],[ 9.75 11.25] ; [3.25 3.75],0
a2,1,0.287366,1.131923,[ 2 34] ; [ 3 19],[ 3.10344828 32.89655172] ; [ 1.89655172 20.10344828],0
n3,1,0.315594,1.007119,[10  8] ; [4 7],[8.68965517 9.31034483] ; [5.31034483 5.68965517],0
s3,1,0.327001,0.960737,[14 21] ; [ 6 16],[12.28070175 22.71929825] ; [ 7.71929825 14.28070175],0
v2,1,0.336081,0.925325,[10 25] ; [ 9 13],[11.66666667 23.33333333] ; [ 7.33333333 14.66666667],0
d4,1,0.389226,0.741359,[24 12] ; [17  5],[25.44827586 10.55172414] ; [15.55172414  6.44827586],0
s2,1,0.389226,0.741359,[12 24] ; [ 5 17],[10.55172414 25.44827586] ; [ 6.44827586 15.55172414],0
d1,1,0.42086,0.647913,[11 25] ; [ 9 13],[12.4137931 23.5862069] ; [ 7.5862069 14.4137931],0
r2,1,0.45888,0.548625,[21 14] ; [11 11],[19.64912281 15.35087719] ; [12.35087719  9.64912281],0
d3,1,0.45888,0.548625,[21 14] ; [11 11],[19.64912281 15.35087719] ; [12.35087719  9.64912281],0
n1,1,0.480868,0.496894,[ 5 13] ; [ 2 10],[ 4.2 13.8] ; [2.8 9.2],0
s6,1,0.486498,0.484262,[13 23] ; [ 6 16],[11.79310345 24.20689655] ; [ 7.20689655 14.79310345],0
a7,1,0.622283,0.242672,[22 14] ; [12 10],[21.10344828 14.89655172] ; [12.89655172  9.10344828],0
v1,1,0.681753,0.168159,[13 22] ; [ 7 15],[12.28070175 22.71929825] ; [ 7.71929825 14.28070175],0
b3,1,0.729571,0.119505,[ 4 12] ; [4 9],[ 4.4137931 11.5862069] ; [3.5862069 9.4137931],0
b2,1,0.729571,0.119505,[ 4 12] ; [4 9],[ 4.4137931 11.5862069] ; [3.5862069 9.4137931],0
r3,1,0.777447,0.07989,[21 15] ; [12 10],[20.48275862 15.51724138] ; [12.51724138  9.48275862],0
d5,1,0.79193,0.069593,[20 16] ; [13  9],[20.48275862 15.51724138] ; [12.51724138  9.48275862],0
b5,1,0.79193,0.069593,[20 16] ; [13  9],[20.48275862 15.51724138] ; [12.51724138  9.48275862],0
n5,1,0.813751,0.055502,[12 24] ; [ 8 14],[12.4137931 23.5862069] ; [ 7.5862069 14.4137931],0
u3,1,0.826824,0.047863,[10 11] ; [3 4],[ 9.75 11.25] ; [3.25 3.75],0
s5,1,0.865534,0.028674,[ 7 28] ; [ 4 18],[ 6.75438596 28.24561404] ; [ 4.24561404 17.75438596],0
b4,1,0.895812,0.017149,[19 17] ; [12 10],[19.24137931 16.75862069] ; [11.75862069 10.24137931],0
b1,1,0.940171,0.005633,[20 16] ; [12 10],[19.86206897 16.13793103] ; [12.13793103  9.86206897],0
r1,1,0.966693,0.001744,[10 26] ; [ 6 16],[ 9.93103448 26.06896552] ; [ 6.06896552 15.93103448],0
