Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2.9e-05,17.454545,[8 2] ; [ 8 42],[2.66666667 7.33333333] ; [13.33333333 36.66666667],1
s4,1,0.000382,12.619385,[6 4] ; [ 6 46],[1.93548387 8.06451613] ; [10.06451613 41.93548387],1
p6,1,0.005878,7.587199,[4 6] ; [ 4 47],[1.31147541 8.68852459] ; [ 6.68852459 44.31147541],0
s7,1,0.01656,5.742439,[5 4] ; [ 9 40],[2.17241379 6.82758621] ; [11.82758621 37.17241379],0
s8,1,0.041214,4.167193,[3 7] ; [ 4 48],[1.12903226 8.87096774] ; [ 5.87096774 46.12903226],0
p2,1,0.055545,3.665652,[7 3] ; [19 32],[4.26229508 5.73770492] ; [21.73770492 29.26229508],0
n6,1,0.07312,3.211562,[7 3] ; [20 31],[4.42622951 5.57377049] ; [22.57377049 28.42622951],0
s6,1,0.106444,2.606231,[4 6] ; [ 9 43],[2.09677419 7.90322581] ; [10.90322581 41.09677419],0
b4,1,0.107986,2.583458,[3 7] ; [30 22],[5.32258065 4.67741935] ; [27.67741935 24.32258065],0
b5,1,0.107986,2.583458,[7 3] ; [22 30],[4.67741935 5.32258065] ; [24.32258065 27.67741935],0
p4,1,0.120211,2.414564,[5 5] ; [13 38],[2.95081967 7.04918033] ; [15.04918033 35.95081967],0
b1,1,0.131226,2.277935,[4 6] ; [34 18],[6.12903226 3.87096774] ; [31.87096774 20.12903226],0
p3,1,0.160865,1.966077,[4 6] ; [10 41],[2.29508197 7.70491803] ; [11.70491803 39.29508197],0
s1,1,0.22797,1.45348,[2 8] ; [ 4 48],[0.96774194 9.03225806] ; [ 5.03225806 46.96774194],0
d5,1,0.251911,1.312674,[4 6] ; [31 21],[5.64516129 4.35483871] ; [29.35483871 22.64516129],0
p7,1,0.344109,0.895062,[4 5] ; [14 35],[2.79310345 6.20689655] ; [15.20689655 33.79310345],0
n3,1,0.354429,0.857537,[3 2] ; [11 18],[2.05882353 2.94117647] ; [11.94117647 17.05882353],0
u3,1,0.364974,0.820707,[2 2] ; [ 6 16],[1.23076923 2.76923077] ; [ 6.76923077 15.23076923],0
r1,1,0.365223,0.819853,[2 8] ; [18 34],[3.22580645 6.77419355] ; [16.77419355 35.22580645],0
v1,1,0.404092,0.696115,[4 6] ; [14 38],[2.90322581 7.09677419] ; [15.09677419 36.90322581],0
u1,1,0.406237,0.689787,[1 9] ; [ 2 50],[0.48387097 9.51612903] ; [ 2.51612903 49.48387097],0
d3,1,0.422321,0.643846,[6 4] ; [24 28],[4.83870968 5.16129032] ; [25.16129032 26.83870968],0
v3,1,0.443588,0.586982,[3 7] ; [10 42],[2.09677419 7.90322581] ; [10.90322581 41.09677419],0
a4,1,0.450625,0.56908,[5 5] ; [19 32],[3.93442623 6.06557377] ; [20.06557377 30.93442623],0
a7,1,0.467463,0.527967,[3 7] ; [22 30],[4.03225806 5.96774194] ; [20.96774194 31.03225806],0
n4,1,0.467463,0.527967,[7 3] ; [30 22],[5.96774194 4.03225806] ; [31.03225806 20.96774194],0
n5,1,0.483511,0.490933,[6 4] ; [37 15],[6.93548387 3.06451613] ; [36.06451613 15.93548387],0
p11,1,0.483511,0.490933,[4 6] ; [15 37],[3.06451613 6.93548387] ; [15.93548387 36.06451613],0
n2,1,0.530172,0.394061,[3 2] ; [13 16],[2.35294118 2.64705882] ; [13.64705882 15.35294118],0
u2,1,0.547435,0.361932,[1 3] ; [ 9 13],[1.53846154 2.46153846] ; [ 8.46153846 13.53846154],0
v2,1,0.550338,0.356713,[1 9] ; [ 9 42],[1.63934426 8.36065574] ; [ 8.36065574 42.63934426],0
p8,1,0.562088,0.336102,[3 7] ; [11 40],[2.29508197 7.70491803] ; [11.70491803 39.29508197],0
a6,1,0.562244,0.335833,[4 6] ; [26 26],[4.83870968 5.16129032] ; [25.16129032 26.83870968],0
p9,1,0.592243,0.286855,[5 5] ; [20 29],[4.23728814 5.76271186] ; [20.76271186 28.23728814],0
