Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,40.018215,[115   7] ; [2 6],[109.8  12.2] ; [7.2 0.8],1
s1,1,0.0,33.871081,[  1 121] ; [3 5],[  3.75384615 118.24615385] ; [0.24615385 7.75384615],1
r1,1,3.1e-05,17.364924,[96 26] ; [1 7],[91.03076923 30.96923077] ; [5.96923077 2.03076923],1
p2,1,0.000387,12.595163,[105  17] ; [3 5],[101.35384615  20.64615385] ; [6.64615385 1.35384615],1
r2,1,0.002316,9.280423,[114   8] ; [5 3],[111.67692308  10.32307692] ; [7.32307692 0.67692308],0
s4,1,0.002316,9.280423,[  8 114] ; [3 5],[ 10.32307692 111.67692308] ; [0.67692308 7.32307692],0
v2,1,0.006264,7.472839,[74 46] ; [1 7],[70.3125 49.6875] ; [4.6875 3.3125],0
a7,1,0.012776,6.199868,[94 28] ; [3 5],[91.03076923 30.96923077] ; [5.96923077 2.03076923],0
p11,1,0.017627,5.632797,[102  20] ; [4 4],[99.47692308 22.52307692] ; [6.52307692 1.47692308],0
p8,1,0.024595,5.052146,[79 43] ; [2 6],[76.01538462 45.98461538] ; [4.98461538 3.01538462],0
p9,1,0.028541,4.795082,[100  22] ; [4 4],[97.6 24.4] ; [6.4 1.6],0
s3,1,0.028986,4.768433,[32 89] ; [5 3],[34.70542636 86.29457364] ; [2.29457364 5.70542636],0
p10,1,0.035389,4.426288,[99 23] ; [4 4],[96.66153846 25.33846154] ; [6.33846154 1.66153846],0
v3,1,0.072988,3.214513,[53 65] ; [1 7],[50.57142857 67.42857143] ; [3.42857143 4.57142857],0
n6,1,0.089972,2.874879,[101  21] ; [4 3],[99.30232558 22.69767442] ; [5.69767442 1.30232558],0
a5,1,0.098663,2.727017,[93 29] ; [4 4],[91.03076923 30.96923077] ; [5.96923077 2.03076923],0
n2,1,0.099232,2.717836,[15  4] ; [1 2],[13.81818182  5.18181818] ; [2.18181818 0.81818182],0
n1,1,0.163178,1.944528,[ 5 14] ; [2 1],[ 6.04545455 12.95454545] ; [0.95454545 2.04545455],0
b2,1,0.197396,1.661538,[34 44] ; [1 5],[32.5 45.5] ; [2.5 3.5],0
b3,1,0.197396,1.661538,[34 44] ; [1 5],[32.5 45.5] ; [2.5 3.5],0
p4,1,0.202572,1.623731,[87 35] ; [4 4],[85.4 36.6] ; [5.6 2.4],0
s2,1,0.256945,1.285143,[25 97] ; [3 5],[26.27692308 95.72307692] ; [1.72307692 6.27692308],0
v1,1,0.269548,1.219048,[69 51] ; [3 5],[67.5 52.5] ; [4.5 3.5],0
d5,1,0.28666,1.135242,[96 26] ; [5 3],[94.78461538 27.21538462] ; [6.21538462 1.78461538],0
s7,1,0.301507,1.067518,[38 77] ; [1 6],[36.76229508 78.23770492] ; [2.23770492 4.76229508],0
s8,1,0.321557,0.982601,[35 87] ; [1 7],[33.78461538 88.21538462] ; [2.21538462 5.78461538],0
a4,1,0.348794,0.877839,[51 71] ; [2 6],[49.73846154 72.26153846] ; [3.26153846 4.73846154],0
p7,1,0.416343,0.660616,[92 30] ; [5 3],[91.03076923 30.96923077] ; [5.96923077 2.03076923],0
n3,1,0.464069,0.536062,[16  3] ; [2 1],[15.54545455  3.45454545] ; [2.45454545 0.54545455],0
u3,1,0.468042,0.526594,[22 18] ; [1 2],[21.39534884 18.60465116] ; [1.60465116 1.39534884],0
a6,1,0.55866,0.34203,[88 34] ; [5 3],[87.27692308 34.72307692] ; [5.72307692 2.27692308],0
d2,1,0.563998,0.332828,[48 73] ; [4 4],[48.7751938 72.2248062] ; [3.2248062 4.7751938],0
d3,1,0.616213,0.251226,[81 41] ; [6 2],[81.64615385 40.35384615] ; [5.35384615 2.64615385],0
n4,1,0.622694,0.2421,[100  22] ; [6 2],[99.47692308 22.52307692] ; [6.52307692 1.47692308],0
b4,1,0.643804,0.213802,[66 56] ; [5 3],[66.63076923 55.36923077] ; [4.36923077 3.63076923],0
p5,1,0.747828,0.103365,[ 11 110] ; [1 7],[ 11.25581395 109.74418605] ; [0.74418605 7.25581395],0
b1,1,0.751799,0.100025,[54 68] ; [4 4],[54.43076923 67.56923077] ; [3.56923077 4.43076923],0
a3,1,0.758086,0.094861,[82 39] ; [5 3],[81.60465116 39.39534884] ; [5.39534884 2.60465116],0
b5,1,0.786648,0.07326,[67 55] ; [4 4],[66.63076923 55.36923077] ; [4.36923077 3.63076923],0
d1,1,0.857141,0.032405,[65 57] ; [4 4],[64.75384615 57.24615385] ; [4.24615385 3.75384615],0
n5,1,0.860556,0.030859,[88 34] ; [6 2],[88.21538462 33.78461538] ; [5.78461538 2.21538462],0
u1,1,0.861208,0.030568,[ 18 104] ; [1 7],[ 17.83076923 104.16923077] ; [1.16923077 6.83076923],0
d4,1,0.893984,0.01776,[94 28] ; [6 2],[93.84615385 28.15384615] ; [6.15384615 1.84615385],0
a8,1,0.927054,0.008382,[12 93] ; [1 7],[12.07964602 92.92035398] ; [0.92035398 7.07964602],0
p1,1,0.960153,0.002496,[ 16 106] ; [1 7],[ 15.95384615 106.04615385] ; [1.04615385 6.95384615],0
