Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000474,12.216518,[39 13] ; [157 164],[27.32439678 24.67560322] ; [168.67560322 152.32439678],1
s2,1,0.001355,10.265438,[28 26] ; [ 96 227],[17.76127321 36.23872679] ; [106.23872679 216.76127321],0
n4,1,0.004568,8.042797,[40 15] ; [284  41],[46.89473684  8.10526316] ; [277.10526316  47.89473684],0
v3,1,0.006736,7.341988,[ 9 43] ; [116 202],[17.56756757 34.43243243] ; [107.43243243 210.56756757],0
s5,1,0.01389,6.0521,[19 32] ; [ 69 252],[12.06451613 38.93548387] ; [ 75.93548387 245.06451613],0
b3,1,0.014087,6.027159,[ 3 23] ; [ 67 121],[ 8.5046729 17.4953271] ; [ 61.4953271 126.5046729],0
b2,1,0.014087,6.027159,[ 3 23] ; [ 67 121],[ 8.5046729 17.4953271] ; [ 61.4953271 126.5046729],0
s3,1,0.017954,5.600677,[30 24] ; [123 197],[22.09090909 31.90909091] ; [130.90909091 189.09090909],0
d1,1,0.018656,5.533496,[19 36] ; [168 157],[27.06578947 27.93421053] ; [159.93421053 165.06578947],0
d2,1,0.022215,5.228895,[16 39] ; [146 174],[23.76 31.24] ; [138.24 181.76],0
s7,1,0.031888,4.604519,[21 33] ; [ 76 230],[14.55 39.45] ; [ 82.45 223.55],0
p5,1,0.038528,4.281545,[ 1 54] ; [ 34 287],[ 5.11968085 49.88031915] ; [ 29.88031915 291.11968085],0
a8,1,0.04966,3.852886,[ 3 50] ; [ 47 248],[ 7.61494253 45.38505747] ; [ 42.38505747 252.61494253],0
b1,1,0.060248,3.530539,[15 40] ; [132 193],[21.27631579 33.72368421] ; [125.72368421 199.27631579],0
r2,1,0.062787,3.462185,[46  9] ; [295  27],[49.74801061  5.25198939] ; [291.25198939  30.74801061],0
p1,1,0.119634,2.422108,[ 2 53] ; [ 33 290],[ 5.09259259 49.90740741] ; [ 29.90740741 293.09259259],0
a6,1,0.141158,2.165295,[33 22] ; [226  97],[37.68518519 17.31481481] ; [221.31481481 101.68518519],0
a2,1,0.170342,1.879932,[ 8 47] ; [ 74 251],[11.86842105 43.13157895] ; [ 70.13157895 254.86842105],0
r3,1,0.17114,1.872929,[44  9] ; [289  34],[46.93882979  6.06117021] ; [286.06117021  36.93882979],0
a5,1,0.179976,1.797825,[33 22] ; [224 100],[37.29551451 17.70448549] ; [219.70448549 104.29551451],0
r4,1,0.184577,1.760381,[42 13] ; [272  53],[45.44736842  9.55263158] ; [268.55263158  56.44736842],0
d3,1,0.21069,1.566681,[39 16] ; [200 122],[34.86737401 20.13262599] ; [204.13262599 117.86737401],0
p2,1,0.219772,1.505862,[47  8] ; [251  70],[43.59042553 11.40957447] ; [254.40957447  66.59042553],0
u1,1,0.219872,1.505208,[ 5 50] ; [ 50 275],[ 7.96052632 47.03947368] ; [ 47.03947368 277.96052632],0
u3,1,0.223336,1.482804,[ 8 15] ; [55 58],[10.65441176 12.34558824] ; [52.34558824 60.65441176],0
r1,1,0.239853,1.381459,[36 19] ; [237  87],[39.61741425 15.38258575] ; [233.38258575  90.61741425],0
a3,1,0.259036,1.2739,[32 23] ; [212 109],[35.69148936 19.30851064] ; [208.30851064 112.69148936],0
p3,1,0.288541,1.126418,[27 28] ; [133 188],[23.40425532 31.59574468] ; [136.59574468 184.40425532],0
n1,1,0.288999,1.124279,[ 5 13] ; [31 44],[ 6.96774194 11.03225806] ; [29.03225806 45.96774194],0
v1,1,0.345538,0.889775,[23 31] ; [158 161],[26.20375335 27.79624665] ; [154.79624665 164.20375335],0
p6,1,0.348123,0.880289,[18 36] ; [ 86 231],[15.13746631 38.86253369] ; [ 88.86253369 228.13746631],0
n2,1,0.351174,0.869211,[15  3] ; [56 21],[13.45263158  4.54736842] ; [57.54736842 19.45263158],0
v2,1,0.353136,0.862155,[24 30] ; [159 151],[27.14835165 26.85164835] ; [155.85164835 154.14835165],0
u2,1,0.36257,0.828971,[ 9 14] ; [55 56],[10.98507463 12.01492537] ; [53.01492537 57.98507463],0
p4,1,0.447125,0.57793,[32 23] ; [169 152],[29.40159574 25.59840426] ; [171.59840426 149.40159574],0
d5,1,0.487889,0.481178,[39 16] ; [244  80],[41.06860158 13.93139842] ; [241.93139842  82.06860158],0
a7,1,0.502186,0.450315,[36 19] ; [226  97],[38.12169312 16.87830688] ; [223.87830688  99.12169312],0
a1,1,0.507139,0.439965,[ 2 53] ; [ 19 306],[ 3.03947368 51.96052632] ; [ 17.96052632 307.03947368],0
d4,1,0.512388,0.429187,[39 16] ; [241  80],[40.95744681 14.04255319] ; [239.04255319  81.95744681],0
n6,1,0.557129,0.344699,[47  7] ; [271  52],[45.54907162  8.45092838] ; [272.45092838  50.54907162],0
p8,1,0.58008,0.306106,[26 27] ; [143 175],[24.14285714 28.85714286] ; [144.85714286 173.14285714],0
p12,1,0.603636,0.269546,[ 2 53] ; [ 17 304],[ 2.77925532 52.22074468] ; [ 16.22074468 304.77925532],0
b4,1,0.639794,0.219012,[34 21] ; [190 135],[32.42105263 22.57894737] ; [191.57894737 133.42105263],0
a4,1,0.80392,0.061641,[23 32] ; [140 181],[23.84308511 31.15691489] ; [139.15691489 181.84308511],0
p11,1,0.815846,0.054238,[41 14] ; [247  78],[41.68421053 13.31578947] ; [246.31578947  78.68421053],0
p7,1,0.820744,0.051342,[31 22] ; [179 136],[30.24456522 22.75543478] ; [179.75543478 135.24456522],0
n3,1,0.885835,0.020614,[12  6] ; [52 24],[12.25531915  5.74468085] ; [51.74468085 24.25531915],0
b5,1,0.900685,0.015574,[32 23] ; [192 133],[32.42105263 22.57894737] ; [191.57894737 133.42105263],0
s1,1,0.90166,0.015268,[ 2 51] ; [ 11 309],[ 1.84718499 51.15281501] ; [ 11.15281501 308.84718499],0
v4,1,0.911177,0.012444,[50  5] ; [293  31],[49.77572559  5.22427441] ; [293.22427441  30.77572559],0
p10,1,0.914617,0.011495,[42 12] ; [246  73],[41.69436997 12.30563003] ; [246.30563003  72.69436997],0
p9,1,0.984204,0.000392,[43 11] ; [252  64],[43.05405405 10.94594595] ; [251.94594595  64.05405405],0
