Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,2e-06,22.981083,[52 12] ; [25 38],[38.80314961 25.19685039] ; [38.19685039 24.80314961],1
r4,1,2e-06,22.801412,[55 11] ; [27 36],[41.95348837 24.04651163] ; [40.04651163 22.95348837],1
d1,1,0.000521,12.037598,[29 37] ; [10 53],[19.95348837 46.04651163] ; [19.04651163 43.95348837],1
v2,1,0.004474,8.080659,[29 32] ; [14 47],[21.5 39.5] ; [21.5 39.5],0
r2,1,0.005067,7.855283,[59  6] ; [45 18],[52.8125 12.1875] ; [51.1875 11.8125],0
s4,1,0.006499,7.406387,[ 2 64] ; [11 52],[ 6.65116279 59.34883721] ; [ 6.34883721 56.65116279],0
v4,1,0.007801,7.078569,[59  6] ; [45 17],[53.22834646 11.77165354] ; [50.77165354 11.22834646],0
a7,1,0.010423,6.561078,[44 21] ; [28 34],[36.8503937 28.1496063] ; [35.1496063 26.8503937],0
r3,1,0.011088,6.451102,[58  7] ; [45 18],[52.3046875 12.6953125] ; [50.6953125 12.3046875],0
d5,1,0.014138,6.020781,[43 23] ; [27 35],[36.09375 29.90625] ; [33.90625 28.09375],0
d3,1,0.015271,5.884908,[38 28] ; [22 39],[31.18110236 34.81889764] ; [28.81889764 32.18110236],0
p11,1,0.016858,5.711099,[48 18] ; [33 30],[41.44186047 24.55813953] ; [39.55813953 23.44186047],0
u3,1,0.018529,5.545436,[18 15] ; [12 31],[13.02631579 19.97368421] ; [16.97368421 26.02631579],0
v1,1,0.031394,4.631304,[25 40] ; [13 49],[19.4488189 45.5511811] ; [18.5511811 43.4488189],0
a3,1,0.034462,4.47166,[33 32] ; [20 42],[27.12598425 37.87401575] ; [25.87401575 36.12598425],0
u2,1,0.077466,3.117274,[19 14] ; [16 27],[15.19736842 17.80263158] ; [19.80263158 23.19736842],0
b1,1,0.139686,2.181412,[21 45] ; [28 35],[25.06976744 40.93023256] ; [23.93023256 39.06976744],0
p1,1,0.155306,2.019345,[ 3 63] ; [ 7 55],[ 5.15625 60.84375] ; [ 4.84375 57.15625],0
p10,1,0.17064,1.877313,[41 25] ; [30 30],[37.19047619 28.80952381] ; [33.80952381 26.19047619],0
a6,1,0.181111,1.78848,[35 31] ; [26 37],[31.20930233 34.79069767] ; [29.79069767 33.20930233],0
p6,1,0.193833,1.688244,[12 54] ; [17 44],[15.07086614 50.92913386] ; [13.92913386 47.07086614],0
s7,1,0.198593,1.652694,[14 50] ; [ 8 53],[11.264 52.736] ; [10.736 50.264],0
v3,1,0.208332,1.582979,[18 44] ; [12 50],[15. 47.] ; [15. 47.],0
b2,1,0.271281,1.210257,[ 9 27] ; [14 24],[11.18918919 24.81081081] ; [11.81081081 26.18918919],0
b3,1,0.271281,1.210257,[ 9 27] ; [14 24],[11.18918919 24.81081081] ; [11.81081081 26.18918919],0
a1,1,0.287595,1.130844,[ 1 65] ; [ 3 60],[ 2.04651163 63.95348837] ; [ 1.95348837 61.04651163],0
p7,1,0.316946,1.00151,[33 31] ; [26 35],[30.208 33.792] ; [28.792 32.208],0
n4,1,0.337439,0.920138,[37 29] ; [30 33],[34.27906977 31.72093023] ; [32.72093023 30.27906977],0
a4,1,0.414025,0.667212,[13 53] ; [ 9 54],[11.25581395 54.74418605] ; [10.74418605 52.25581395],0
s1,1,0.436541,0.605357,[ 4 62] ; [ 2 61],[ 3.06976744 62.93023256] ; [ 2.93023256 60.06976744],0
d2,1,0.474905,0.510541,[18 47] ; [14 49],[16.25 48.75] ; [15.75 47.25],0
p5,1,0.540371,0.374852,[ 1 63] ; [ 2 60],[ 1.52380952 62.47619048] ; [ 1.47619048 60.52380952],0
a8,1,0.58383,0.300083,[ 7 54] ; [ 5 54],[ 6.1 54.9] ; [ 5.9 53.1],0
p3,1,0.721278,0.127271,[16 50] ; [17 46],[16.88372093 49.11627907] ; [16.11627907 46.88372093],0
s2,1,0.744187,0.106481,[13 53] ; [11 52],[12.27906977 53.72093023] ; [11.72093023 51.27906977],0
n2,1,0.747322,0.103795,[13  6] ; [14  8],[12.51219512  6.48780488] ; [14.48780488  7.51219512],0
b4,1,0.759252,0.09392,[37 29] ; [37 26],[37.86046512 28.13953488] ; [36.13953488 26.86046512],0
s5,1,0.792905,0.068927,[ 7 56] ; [ 6 56],[ 6.552 56.448] ; [ 6.448 55.552],0
p9,1,0.832541,0.044708,[41 25] ; [39 22],[41.57480315 24.42519685] ; [38.42519685 22.57480315],0
n5,1,0.855259,0.033274,[33 32] ; [33 30],[33.515625 31.484375] ; [32.484375 30.515625],0
s8,1,0.858018,0.032004,[ 8 58] ; [ 7 56],[ 7.6744186 58.3255814] ; [ 7.3255814 55.6744186],0
b5,1,0.879709,0.022903,[40 26] ; [39 24],[40.41860465 25.58139535] ; [38.58139535 24.41860465],0
p2,1,0.896975,0.016766,[44 22] ; [42 20],[44.34375 21.65625] ; [41.65625 20.34375],0
p4,1,0.897738,0.016517,[21 43] ; [20 43],[20.66141732 43.33858268] ; [20.33858268 42.66141732],0
p8,1,0.898183,0.016373,[22 43] ; [22 41],[22.34375 42.65625] ; [21.65625 41.34375],0
n3,1,0.898705,0.016204,[14  6] ; [15  7],[13.80952381  6.19047619] ; [15.19047619  6.80952381],0
n1,1,0.926608,0.008485,[ 7 13] ; [ 8 14],[ 7.14285714 12.85714286] ; [ 7.85714286 14.14285714],0
s3,1,0.951686,0.003671,[17 49] ; [16 45],[17.1496063 48.8503937] ; [15.8503937 45.1496063],0
u1,1,0.962304,0.002234,[ 2 64] ; [ 2 61],[ 2.04651163 63.95348837] ; [ 1.95348837 61.04651163],0
n6,1,1.0,0.0,[44 22] ; [42 21],[44. 22.] ; [42. 21.],0
