Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.202721,[ 6 19] ; [99 23],[17.85714286  7.14285714] ; [87.14285714 34.85714286],1
v4,1,1e-06,24.360654,[12 13] ; [109  13],[20.57823129  4.42176871] ; [100.42176871  21.57823129],1
r1,1,2e-06,22.415646,[ 4 21] ; [82 40],[14.62585034 10.37414966] ; [71.37414966 50.62585034],1
d5,1,0.004106,8.236436,[ 8 17] ; [77 45],[14.45578231 10.54421769] ; [70.54421769 51.45578231],0
r3,1,0.00763,7.118285,[15 10] ; [102  20],[19.89795918  5.10204082] ; [97.10204082 24.89795918],0
u3,1,0.01792,5.603977,[ 2 15] ; [25 33],[ 6.12 10.88] ; [20.88 37.12],0
p5,1,0.019345,5.470055,[ 5 20] ; [  7 113],[ 2.06896552 22.93103448] ; [  9.93103448 110.06896552],0
a5,1,0.020547,5.364827,[ 8 17] ; [70 52],[13.26530612 11.73469388] ; [64.73469388 57.26530612],0
p6,1,0.026887,4.898075,[ 1 23] ; [28 87],[ 5.00719424 18.99280576] ; [23.99280576 91.00719424],0
d4,1,0.028284,4.810689,[11 14] ; [82 40],[15.81632653  9.18367347] ; [77.18367347 44.81632653],0
a3,1,0.057149,3.61824,[ 8 17] ; [64 57],[12.32876712 12.67123288] ; [59.67123288 61.32876712],0
b3,1,0.06652,3.366873,[ 3 16] ; [26 42],[ 6.33333333 12.66666667] ; [22.66666667 45.33333333],0
b2,1,0.06652,3.366873,[ 3 16] ; [26 42],[ 6.33333333 12.66666667] ; [22.66666667 45.33333333],0
b1,1,0.08114,3.041909,[15 10] ; [50 72],[11.05442177 13.94557823] ; [53.94557823 68.05442177],0
p11,1,0.110871,2.541763,[14 11] ; [88 34],[17.34693878  7.65306122] ; [84.65306122 37.34693878],0
a6,1,0.134568,2.238998,[ 8 17] ; [59 63],[11.39455782 13.60544218] ; [55.60544218 66.39455782],0
p10,1,0.136679,2.214954,[11 13] ; [74 45],[14.26573427  9.73426573] ; [70.73426573 48.26573427],0
p9,1,0.154729,2.025,[13 11] ; [83 37],[16.  8.] ; [80. 40.],0
s5,1,0.166864,1.91089,[ 4 21] ; [34 81],[ 6.78571429 18.21428571] ; [31.21428571 83.78571429],0
v2,1,0.180345,1.794781,[ 7 17] ; [51 65],[ 9.94285714 14.05714286] ; [48.05714286 67.94285714],0
d1,1,0.217557,1.520412,[ 6 19] ; [45 77],[ 8.67346939 16.32653061] ; [42.32653061 79.67346939],0
v1,1,0.231995,1.428585,[ 8 17] ; [54 66],[10.68965517 14.31034483] ; [51.31034483 68.68965517],0
p1,1,0.257267,1.283405,[ 3 22] ; [  7 115],[ 1.70068027 23.29931973] ; [  8.29931973 113.70068027],0
s1,1,0.291371,1.113277,[ 2 23] ; [  4 115],[ 1.04166667 23.95833333] ; [  4.95833333 114.04166667],0
a8,1,0.318473,0.995208,[ 3 20] ; [  8 108],[ 1.82014388 21.17985612] ; [  9.17985612 106.82014388],0
s3,1,0.329951,0.949091,[ 6 18] ; [42 77],[ 8.05594406 15.94405594] ; [39.94405594 79.05594406],0
