Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.202721,[ 6 19] ; [99 23],[17.85714286  7.14285714] ; [87.14285714 34.85714286],1
p2,1,0.338142,0.917463,[14 11] ; [78 40],[16.08391608  8.91608392] ; [75.91608392 42.08391608],0
s2,1,0.374773,0.787776,[ 7 18] ; [24 96],[ 5.34482759 19.65517241] ; [25.65517241 94.34482759],0
n6,1,0.380183,0.77011,[16  9] ; [88 33],[17.80821918  7.19178082] ; [86.19178082 34.80821918],0
n3,1,0.463925,0.536408,[5 4] ; [26 12],[5.93617021 3.06382979] ; [25.06382979 12.93617021],0
s8,1,0.510716,0.4326,[ 3 22] ; [ 21 100],[ 4.10958904 20.89041096] ; [ 19.89041096 101.10958904],0
p8,1,0.583653,0.300366,[ 8 17] ; [45 74],[ 9.20138889 15.79861111] ; [43.79861111 75.20138889],0
p3,1,0.586338,0.2961,[ 7 18] ; [40 79],[ 8.15972222 16.84027778] ; [38.84027778 80.15972222],0
v3,1,0.596052,0.280992,[ 5 20] ; [29 87],[ 6.02836879 18.97163121] ; [27.97163121 88.02836879],0
a4,1,0.604249,0.268635,[ 7 18] ; [40 80],[ 8.10344828 16.89655172] ; [38.89655172 81.10344828],0
n1,1,0.611108,0.258565,[2 7] ; [12 27],[2.625 6.375] ; [11.375 27.625],0
a1,1,0.627042,0.236094,[ 1 24] ; [  8 114],[ 1.53061224 23.46938776] ; [  7.46938776 114.53061224],0
n2,1,0.639723,0.219104,[6 3] ; [29 10],[6.5625 2.4375] ; [28.4375 10.5625],0
p7,1,0.737084,0.112706,[12 13] ; [61 57],[12.76223776 12.23776224] ; [60.23776224 57.76223776],0
n4,1,0.769373,0.085964,[15 10] ; [77 45],[15.6462585  9.3537415] ; [76.3537415 45.6462585],0
d2,1,0.769937,0.085531,[11 14] ; [49 71],[10.34482759 14.65517241] ; [49.65517241 70.34482759],0
b5,1,0.797272,0.065987,[13 12] ; [60 62],[12.41496599 12.58503401] ; [60.58503401 61.41496599],0
d3,1,0.817996,0.052957,[ 9 16] ; [41 81],[ 8.50340136 16.49659864] ; [41.49659864 80.50340136],0
s4,1,0.844136,0.038654,[ 3 22] ; [ 13 109],[ 2.72108844 22.27891156] ; [ 13.27891156 108.72108844],0
u2,1,0.848334,0.036574,[ 7 10] ; [22 35],[ 6.66216216 10.33783784] ; [22.33783784 34.66216216],0
p4,1,0.861819,0.030297,[10 15] ; [45 73],[ 9.61538462 15.38461538] ; [45.38461538 72.61538462],0
s6,1,0.862516,0.029989,[10 15] ; [49 68],[10.38732394 14.61267606] ; [48.61267606 68.38732394],0
p12,1,0.874014,0.025142,[ 1 24] ; [  4 115],[ 0.86805556 24.13194444] ; [  4.13194444 114.86805556],0
b4,1,0.890295,0.019025,[15 10] ; [75 47],[15.30612245  9.69387755] ; [74.69387755 47.30612245],0
n5,1,0.897455,0.016609,[17  8] ; [80 40],[16.72413793  8.27586207] ; [80.27586207 39.72413793],0
