Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.021152,5.314189,[ 1 35] ; [1 2],[ 1.84615385 34.15384615] ; [0.15384615 2.84615385],0
d4,1,0.090303,2.868966,[28  8] ; [1 2],[26.76923077  9.23076923] ; [2.23076923 0.76923077],0
n2,1,0.226104,1.465201,[12  2] ; [1 1],[11.375  2.625] ; [1.625 0.375],0
p4,1,0.247538,1.337143,[24 12] ; [1 2],[23.07692308 12.92307692] ; [1.92307692 1.07692308],0
a6,1,0.247538,1.337143,[24 12] ; [1 2],[23.07692308 12.92307692] ; [1.92307692 1.07692308],0
d3,1,0.264486,1.245125,[23 12] ; [1 2],[22.10526316 12.89473684] ; [1.89473684 1.10526316],0
a7,1,0.295949,1.092361,[23 13] ; [1 2],[22.15384615 13.84615385] ; [1.84615385 1.15384615],0
s3,1,0.426043,0.633587,[20 15] ; [1 2],[19.34210526 15.65789474] ; [1.65789474 1.34210526],0
r2,1,0.469853,0.522321,[30  6] ; [2 1],[29.53846154  6.46153846] ; [2.46153846 0.53846154],0
s2,1,0.517397,0.419079,[19 17] ; [1 2],[18.46153846 17.53846154] ; [1.53846154 1.46153846],0
n5,1,0.54745,0.361905,[17 18] ; [2 1],[17.5 17.5] ; [1.5 1.5],0
v2,1,0.54745,0.361905,[17 18] ; [2 1],[17.5 17.5] ; [1.5 1.5],0
v1,1,0.578975,0.307895,[18 18] ; [1 2],[17.53846154 18.46153846] ; [1.46153846 1.53846154],0
n4,1,0.578975,0.307895,[18 18] ; [1 2],[17.53846154 18.46153846] ; [1.46153846 1.53846154],0
b4,1,0.642917,0.214947,[19 17] ; [2 1],[19.38461538 16.61538462] ; [1.61538462 1.38461538],0
d5,1,0.660768,0.192593,[28  8] ; [2 1],[27.69230769  8.30769231] ; [2.30769231 0.69230769],0
u3,1,0.671373,0.18,[8 7] ; [2 1],[8.33333333 6.66666667] ; [1.66666667 1.33333333],0
s8,1,0.70924,0.139037,[16 20] ; [1 2],[15.69230769 20.30769231] ; [1.30769231 1.69230769],0
p8,1,0.777998,0.079484,[21 15] ; [2 1],[21.23076923 14.76923077] ; [1.76923077 1.23076923],0
s4,1,0.777998,0.079484,[15 21] ; [1 2],[14.76923077 21.23076923] ; [1.23076923 1.76923077],0
b2,1,0.83008,0.046053,[ 8 11] ; [1 1],[ 8.14285714 10.85714286] ; [0.85714286 1.14285714],0
b3,1,0.83008,0.046053,[ 8 11] ; [1 1],[ 8.14285714 10.85714286] ; [0.85714286 1.14285714],0
p9,1,0.837224,0.042208,[26 10] ; [2 1],[25.84615385 10.15384615] ; [2.15384615 0.84615385],0
s7,1,0.8428,0.039328,[15 20] ; [1 1],[15.13513514 19.86486486] ; [0.86486486 1.13513514],0
n1,1,0.919154,0.010302,[6 7] ; [1 1],[6.06666667 6.93333333] ; [0.93333333 1.06666667],0
p10,1,0.923233,0.009286,[23 13] ; [2 1],[23.07692308 12.92307692] ; [1.92307692 1.07692308],0
p11,1,0.923233,0.009286,[23 13] ; [2 1],[23.07692308 12.92307692] ; [1.92307692 1.07692308],0
b1,1,1.0,0.0,[24 12] ; [2 1],[24. 12.] ; [2. 1.],0
