Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000639,11.657634,[17  8] ; [ 7 24],[10.71428571 14.28571429] ; [13.28571429 17.71428571],1
s4,1,0.003347,8.607833,[15 10] ; [ 7 25],[ 9.64912281 15.35087719] ; [12.35087719 19.64912281],0
s5,1,0.004318,8.145098,[14  9] ; [ 7 24],[ 8.94444444 14.05555556] ; [12.05555556 18.94444444],0
d2,1,0.008042,7.024062,[14 11] ; [ 7 25],[ 9.21052632 15.78947368] ; [11.78947368 20.21052632],0
p1,1,0.014306,6.0,[ 6 18] ; [ 1 31],[ 3. 21.] ; [ 4. 28.],0
s2,1,0.026145,4.946408,[19  6] ; [15 17],[14.9122807 10.0877193] ; [19.0877193 12.9122807],0
a3,1,0.032939,4.548956,[18  7] ; [14 18],[14.03508772 10.96491228] ; [17.96491228 14.03508772],0
s3,1,0.047048,3.94367,[16  9] ; [12 20],[12.28070175 12.71929825] ; [15.71929825 16.28070175],0
a2,1,0.055566,3.665013,[ 6 19] ; [ 2 30],[ 3.50877193 21.49122807] ; [ 4.49122807 27.50877193],0
p4,1,0.059099,3.5625,[20  5] ; [18 14],[16.66666667  8.33333333] ; [21.33333333 10.66666667],0
p3,1,0.079828,3.068401,[16  9] ; [13 19],[12.71929825 12.28070175] ; [16.28070175 15.71929825],0
n1,1,0.09769,2.742857,[7 5] ; [3 9],[5. 7.] ; [5. 7.],0
a4,1,0.113076,2.510697,[13 12] ; [10 22],[10.0877193 14.9122807] ; [12.9122807 19.0877193],0
u1,1,0.11654,2.463214,[ 5 20] ; [ 2 30],[ 3.07017544 21.92982456] ; [ 3.92982456 28.07017544],0
s6,1,0.133257,2.254142,[19  6] ; [17 13],[16.36363636  8.63636364] ; [19.63636364 10.36363636],0
d1,1,0.164071,1.936303,[14 11] ; [12 20],[11.40350877 13.59649123] ; [14.59649123 17.40350877],0
r3,1,0.193048,1.694204,[22  3] ; [31  1],[23.24561404  1.75438596] ; [29.75438596  2.24561404],0
a5,1,0.197715,1.65917,[16  9] ; [15 17],[13.59649123 11.40350877] ; [17.40350877 14.59649123],0
v1,1,0.214394,1.541505,[13 12] ; [11 20],[10.71428571 14.28571429] ; [13.28571429 17.71428571],0
p11,1,0.238933,1.386877,[16  9] ; [25  7],[17.98245614  7.01754386] ; [23.01754386  8.98245614],0
d4,1,0.278988,1.172013,[21  4] ; [23  9],[19.29824561  5.70175439] ; [24.70175439  7.29824561],0
p9,1,0.278988,1.172013,[21  4] ; [23  9],[19.29824561  5.70175439] ; [24.70175439  7.29824561],0
d5,1,0.30313,1.060372,[20  5] ; [21 10],[18.30357143  6.69642857] ; [22.69642857  8.30357143],0
p10,1,0.338509,0.916071,[20  5] ; [22 10],[18.42105263  6.57894737] ; [23.57894737  8.42105263],0
b5,1,0.367703,0.811412,[16  9] ; [24  8],[17.54385965  7.45614035] ; [22.45614035  9.54385965],0
n5,1,0.384929,0.754902,[11 13] ; [11 21],[ 9.42857143 14.57142857] ; [12.57142857 19.42857143],0
a6,1,0.42561,0.634773,[13 12] ; [20 12],[14.47368421 10.52631579] ; [18.52631579 13.47368421],0
r4,1,0.426587,0.632097,[19  6] ; [27  5],[20.1754386  4.8245614] ; [25.8245614  6.1754386],0
a1,1,0.43052,0.621421,[ 1 24] ; [ 3 29],[ 1.75438596 23.24561404] ; [ 2.24561404 29.75438596],0
v4,1,0.43052,0.621421,[24  1] ; [29  3],[23.24561404  1.75438596] ; [29.75438596  2.24561404],0
p12,1,0.446365,0.579865,[ 3 22] ; [ 2 30],[ 2.19298246 22.80701754] ; [ 2.80701754 29.19298246],0
u3,1,0.466985,0.529101,[5 2] ; [10  8],[4.2 2.8] ; [10.8  7.2],0
r2,1,0.582778,0.301765,[23  2] ; [28  4],[22.36842105  2.63157895] ; [28.63157895  3.36842105],0
a7,1,0.610032,0.260129,[17  8] ; [23  8],[17.85714286  7.14285714] ; [22.14285714  8.85714286],0
n2,1,0.615228,0.252632,[10  2] ; [9 3],[9.5 2.5] ; [9.5 2.5],0
b4,1,0.652577,0.202667,[14 11] ; [16 16],[13.15789474 11.84210526] ; [16.84210526 15.15789474],0
n3,1,0.67329,0.177778,[8 4] ; [7 5],[7.5 4.5] ; [7.5 4.5],0
n6,1,0.681028,0.168971,[16  8] ; [19 12],[15.27272727  8.72727273] ; [19.72727273 11.27272727],0
p7,1,0.694609,0.154141,[20  4] ; [27  4],[20.50909091  3.49090909] ; [26.49090909  4.50909091],0
b1,1,0.700935,0.147502,[12 13] ; [17 15],[12.71929825 12.28070175] ; [16.28070175 15.71929825],0
r1,1,0.721903,0.126677,[16  9] ; [19 13],[15.35087719  9.64912281] ; [19.64912281 12.35087719],0
v2,1,0.788077,0.072258,[13 12] ; [15 16],[12.5 12.5] ; [15.5 15.5],0
b2,1,0.828975,0.046663,[ 7 10] ; [ 6 10],[ 6.6969697 10.3030303] ; [6.3030303 9.6969697],0
b3,1,0.828975,0.046663,[ 7 10] ; [ 6 10],[ 6.6969697 10.3030303] ; [6.3030303 9.6969697],0
p2,1,0.849518,0.035999,[19  6] ; [25  7],[19.29824561  5.70175439] ; [24.70175439  7.29824561],0
p8,1,0.850292,0.035625,[17  8] ; [21 11],[16.66666667  8.33333333] ; [21.33333333 10.66666667],0
p5,1,0.855508,0.033159,[ 2 23] ; [ 3 29],[ 2.19298246 22.80701754] ; [ 2.80701754 29.19298246],0
d3,1,0.873024,0.025542,[17  8] ; [21  9],[17.27272727  7.72727273] ; [20.72727273  9.27272727],0
a8,1,0.902048,0.015147,[ 2 21] ; [ 3 28],[ 2.12962963 20.87037037] ; [ 2.87037037 28.12962963],0
v3,1,0.957373,0.002857,[ 4 20] ; [ 5 26],[ 3.92727273 20.07272727] ; [ 5.07272727 25.92727273],0
u2,1,0.968346,0.001575,[5 2] ; [13  5],[5.04 1.96] ; [12.96  5.04],0
