Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.002578,9.084608,[ 3 51] ; [11 28],[ 8.12903226 45.87096774] ; [ 5.87096774 33.12903226],0
p7,1,0.004112,8.233777,[33 22] ; [34  5],[39.20212766 15.79787234] ; [27.79787234 11.20212766],0
b4,1,0.0065,7.406061,[21 34] ; [26 13],[27.5 27.5] ; [19.5 19.5],0
p12,1,0.013568,6.093534,[ 1 54] ; [ 6 33],[ 4.09574468 50.90425532] ; [ 2.90425532 36.09574468],0
b3,1,0.015389,5.871343,[ 5 31] ; [11 16],[ 9.14285714 26.85714286] ; [ 6.85714286 20.14285714],0
b2,1,0.015389,5.871343,[ 5 31] ; [11 16],[ 9.14285714 26.85714286] ; [ 6.85714286 20.14285714],0
u2,1,0.020123,5.401235,[ 8 19] ; [10  5],[11.57142857 15.42857143] ; [6.42857143 8.57142857],0
p11,1,0.051878,3.77969,[35 20] ; [32  7],[39.20212766 15.79787234] ; [27.79787234 11.20212766],0
s7,1,0.052026,3.774945,[19 32] ; [21 15],[23.44827586 27.55172414] ; [16.55172414 19.44827586],0
s5,1,0.060854,3.513952,[10 44] ; [13 23],[13.8 40.2] ; [ 9.2 26.8],0
p1,1,0.061133,3.506389,[ 6 49] ; [10 29],[ 9.36170213 45.63829787] ; [ 6.63829787 32.36170213],0
d5,1,0.101119,2.687801,[32 23] ; [16 23],[28.08510638 26.91489362] ; [19.91489362 19.08510638],0
a4,1,0.112515,2.518534,[12 43] ; [14 24],[15.37634409 39.62365591] ; [10.62365591 27.37634409],0
p8,1,0.12296,2.379206,[24 29] ; [24 15],[27.65217391 25.34782609] ; [20.34782609 18.65217391],0
a8,1,0.139241,2.186331,[ 4 45] ; [ 7 30],[ 6.26744186 42.73255814] ; [ 4.73255814 32.26744186],0
p2,1,0.141674,2.15968,[43 12] ; [35  4],[45.63829787  9.36170213] ; [32.36170213  6.63829787],0
v2,1,0.157383,1.999194,[22 31] ; [22 17],[25.34782609 27.65217391] ; [18.65217391 20.34782609],0
n3,1,0.172946,1.85722,[13  1] ; [8 3],[11.76  2.24] ; [9.24 1.76],0
p10,1,0.177347,1.819714,[39 15] ; [32  6],[41.67391304 12.32608696] ; [29.32608696  8.67391304],0
