Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.402143,[101 221] ; [42 25],[118.37017995 203.62982005] ; [24.62982005 42.37017995],1
s6,1,3e-06,21.739189,[157 164] ; [53 13],[174.18604651 146.81395349] ; [35.81395349 30.18604651],1
s3,1,0.000991,10.844079,[141 178] ; [45 23],[153.31782946 165.68217054] ; [32.68217054 35.31782946],1
a8,1,0.003835,8.36023,[ 44 256] ; [ 1 63],[ 37.08791209 262.91208791] ; [ 7.91208791 56.08791209],0
b2,1,0.012052,6.303156,[ 59 127] ; [ 4 32],[ 52.78378378 133.21621622] ; [10.21621622 25.78378378],0
b3,1,0.012052,6.303156,[ 59 127] ; [ 4 32],[ 52.78378378 133.21621622] ; [10.21621622 25.78378378],0
s5,1,0.01371,6.075085,[ 68 248] ; [23 41],[ 75.67368421 240.32631579] ; [15.32631579 48.67368421],0
n6,1,0.069547,3.29368,[234  85] ; [57 11],[239.86821705  79.13178295] ; [51.13178295 16.86821705],0
d4,1,0.078454,3.096648,[246  76] ; [45 23],[240.26153846  81.73846154] ; [50.73846154 17.26153846],0
s7,1,0.081162,3.041481,[ 98 210] ; [28 37],[104.04289544 203.95710456] ; [21.95710456 43.04289544],0
u3,1,0.10049,2.697749,[55 62] ; [18 10],[58.90344828 58.09655172] ; [14.09655172 13.90344828],0
s8,1,0.109973,2.554613,[ 83 239] ; [24 44],[ 88.34358974 233.65641026] ; [18.65641026 49.34358974],0
p8,1,0.126561,2.334187,[122 197] ; [19 48],[116.52590674 202.47409326] ; [24.47409326 42.52590674],0
a6,1,0.127958,2.317102,[212 111] ; [38 30],[206.52173913 116.47826087] ; [43.47826087 24.52173913],0
p11,1,0.175261,1.83736,[231  92] ; [43 25],[226.34782609  96.65217391] ; [47.65217391 20.34782609],0
n1,1,0.179085,1.805201,[40 57] ; [ 6 17],[37.18333333 59.81666667] ; [ 8.81666667 14.18333333],0
p2,1,0.195435,1.676167,[243  80] ; [46 22],[238.73913043  84.26086957] ; [50.26086957 17.73913043],0
s1,1,0.199446,1.646429,[  9 312] ; [ 4 64],[ 10.72750643 310.27249357] ; [ 2.27249357 65.72750643],0
d1,1,0.230796,1.435951,[154 169] ; [27 41],[149.52173913 173.47826087] ; [31.47826087 36.52173913],0
a2,1,0.236329,1.40236,[ 57 266] ; [ 8 60],[ 53.69565217 269.30434783] ; [11.30434783 56.69565217],0
n4,1,0.246783,1.341424,[217 104] ; [41 27],[212.89974293 108.10025707] ; [45.10025707 22.89974293],0
b5,1,0.301642,1.066922,[192 131] ; [45 23],[195.7826087 127.2173913] ; [41.2173913 26.7826087],0
b1,1,0.301642,1.066922,[131 192] ; [23 45],[127.2173913 195.7826087] ; [26.7826087 41.2173913],0
d3,1,0.344289,0.894397,[189 134] ; [44 24],[192.47826087 130.52173913] ; [40.52173913 27.47826087],0
p5,1,0.363354,0.826268,[ 18 302] ; [ 2 66],[ 16.49484536 303.50515464] ; [ 3.50515464 64.49484536],0
b4,1,0.372025,0.796889,[190 133] ; [36 32],[186.69565217 136.30434783] ; [39.30434783 28.69565217],0
n3,1,0.394913,0.723761,[62 34] ; [17  6],[63.73109244 32.26890756] ; [15.26890756  7.73109244],0
p12,1,0.405505,0.691942,[ 11 310] ; [ 1 66],[  9.92783505 311.07216495] ; [ 2.07216495 64.92783505],0
a3,1,0.416057,0.661425,[205 115] ; [40 28],[202.06185567 117.93814433] ; [42.93814433 25.06185567],0
u2,1,0.416256,0.660862,[55 60] ; [11 17],[53.07692308 61.92307692] ; [12.92307692 15.07692308],0
p7,1,0.429705,0.62362,[147 171] ; [27 39],[144.09375 173.90625] ; [29.90625 36.09375],0
d2,1,0.447964,0.575798,[134 187] ; [25 43],[131.20565553 189.79434447] ; [27.79434447 40.20565553],0
a5,1,0.448571,0.57426,[215 108] ; [42 26],[212.30434783 110.69565217] ; [44.69565217 23.30434783],0
v1,1,0.533137,0.388409,[111 200] ; [27 41],[113.24010554 197.75989446] ; [24.75989446 43.24010554],0
a4,1,0.54813,0.360679,[121 200] ; [23 45],[118.8277635 202.1722365] ; [25.1722365 42.8277635],0
p10,1,0.574541,0.315143,[223  97] ; [49 18],[224.90956072  95.09043928] ; [47.09043928 19.90956072],0
v2,1,0.576124,0.312542,[115 196] ; [22 44],[113.01591512 197.98408488] ; [23.98408488 42.01591512],0
r1,1,0.580305,0.305742,[222  97] ; [45 23],[220.08527132  98.91472868] ; [46.91472868 21.08527132],0
n5,1,0.70012,0.148347,[208 111] ; [46 22],[209.36950904 109.63049096] ; [44.63049096 23.36950904],0
a1,1,0.754881,0.097475,[ 12 311] ; [ 2 66],[ 11.56521739 311.43478261] ; [ 2.43478261 65.56521739],0
n2,1,0.794895,0.067579,[66 31] ; [15  8],[65.475 31.525] ; [15.525  7.475],0
r2,1,0.799412,0.064571,[278  39] ; [58  9],[277.375  39.625] ; [58.625  8.375],0
p3,1,0.807306,0.059489,[104 218] ; [23 45],[104.85641026 217.14358974] ; [22.14358974 45.85641026],0
r3,1,0.820006,0.051773,[280  41] ; [60  8],[280.5655527  40.4344473] ; [59.4344473  8.5655527],0
r4,1,0.82412,0.049394,[251  72] ; [52 16],[250.30434783  72.69565217] ; [52.69565217 15.30434783],0
p4,1,0.829216,0.046529,[132 189] ; [27 41],[131.20565553 189.79434447] ; [27.79434447 40.20565553],0
v4,1,0.892573,0.018238,[279  40] ; [59  8],[279.33160622  39.66839378] ; [58.66839378  8.33160622],0
p1,1,0.925812,0.00867,[ 15 306] ; [ 3 65],[ 14.85347044 306.14652956] ; [ 3.14652956 64.85347044],0
d5,1,0.979052,0.000689,[237  86] ; [50 18],[237.08695652  85.91304348] ; [49.91304348 18.08695652],0
a7,1,0.980235,0.000614,[218 105] ; [46 22],[218.08695652 104.91304348] ; [45.91304348 22.08695652],0
p9,1,0.996772,1.6e-05,[235  80] ; [50 17],[235.01308901  79.98691099] ; [49.98691099 17.01308901],0
u1,1,1.0,0.0,[ 38 285] ; [ 8 60],[ 38. 285.] ; [ 8. 60.],0
