Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.538398,[23 28] ; [87 18],[35.96153846 15.03846154] ; [74.03846154 30.96153846],1
v4,1,9.2e-05,15.292095,[30 21] ; [91 14],[39.55769231 11.44230769] ; [81.44230769 23.55769231],1
p11,1,0.00014,14.506413,[15 36] ; [65 40],[26.15384615 24.84615385] ; [53.84615385 51.15384615],1
r3,1,0.000149,14.379301,[32 19] ; [93 12],[40.86538462 10.13461538] ; [84.13461538 20.86538462],1
s6,1,0.000238,13.502457,[14 36] ; [62 42],[24.67532468 25.32467532] ; [51.32467532 52.67532468],1
n5,1,0.001393,10.215243,[23 27] ; [76 29],[31.93548387 18.06451613] ; [67.06451613 37.93548387],0
s8,1,0.001997,9.552377,[ 8 43] ; [42 62],[16.4516129 34.5483871] ; [33.5483871 70.4516129],0
u1,1,0.002392,9.221295,[ 1 50] ; [21 84],[ 7.19230769 43.80769231] ; [14.80769231 90.19230769],0
p10,1,0.003176,8.703784,[16 33] ; [60 43],[24.5 24.5] ; [51.5 51.5],0
b5,1,0.010011,6.632933,[23 28] ; [70 35],[30.40384615 20.59615385] ; [62.59615385 42.40384615],0
r2,1,0.018125,5.584006,[38 12] ; [93 10],[42.81045752  7.18954248] ; [88.18954248 14.81045752],0
v3,1,0.029052,4.764555,[ 9 37] ; [37 61],[14.69444444 31.30555556] ; [31.30555556 66.69444444],0
n4,1,0.040912,4.179637,[28 23] ; [75 30],[33.67307692 17.32692308] ; [69.32692308 35.67307692],0
a1,1,0.059363,3.555085,[ 9 42] ; [ 8 97],[ 5.55769231 45.44230769] ; [11.44230769 93.55769231],0
a7,1,0.060996,3.510099,[24 27] ; [66 39],[29.42307692 21.57692308] ; [60.57692308 44.42307692],0
p4,1,0.073145,3.211005,[ 7 43] ; [28 76],[11.36363636 38.63636364] ; [23.63636364 80.36363636],0
s7,1,0.107744,2.58701,[13 34] ; [41 58],[17.38356164 29.61643836] ; [36.61643836 62.38356164],0
r1,1,0.118938,2.431255,[29 22] ; [73 32],[33.34615385 17.65384615] ; [68.65384615 36.34615385],0
s4,1,0.128979,2.304746,[ 7 44] ; [25 78],[10.5974026 40.4025974] ; [21.4025974 81.5974026],0
p9,1,0.131858,2.270498,[22 27] ; [58 42],[26.30872483 22.69127517] ; [53.69127517 46.30872483],0
d4,1,0.135015,2.233875,[34 16] ; [83 22],[37.74193548 12.25806452] ; [79.25806452 25.74193548],0
p3,1,0.141532,2.16122,[ 8 42] ; [28 77],[11.61290323 38.38709677] ; [24.38709677 80.61290323],0
s5,1,0.184396,1.761835,[ 7 39] ; [25 75],[10.08219178 35.91780822] ; [21.91780822 78.08219178],0
d3,1,0.193505,1.690727,[23 27] ; [60 45],[26.77419355 23.22580645] ; [56.22580645 48.77419355],0
b4,1,0.194199,1.685474,[26 25] ; [65 40],[29.75 21.25] ; [61.25 43.75],0
v2,1,0.208578,1.581269,[16 31] ; [45 55],[19.50340136 27.49659864] ; [41.49659864 58.50340136],0
p12,1,0.219606,1.506944,[ 1 49] ; [ 7 98],[ 2.58064516 47.41935484] ; [ 5.41935484 99.58064516],0
d1,1,0.232181,1.427451,[22 29] ; [56 49],[25.5 25.5] ; [52.5 52.5],0
d5,1,0.234431,1.413775,[32 18] ; [77 28],[35.16129032 14.83870968] ; [73.83870968 31.16129032],0
a8,1,0.265955,1.237492,[ 7 44] ; [ 8 92],[ 5.06622517 45.93377483] ; [ 9.93377483 90.06622517],0
a6,1,0.288634,1.125982,[25 25] ; [62 43],[28.06451613 21.93548387] ; [58.93548387 46.06451613],0
p1,1,0.395425,0.722195,[ 6 45] ; [ 8 97],[ 4.57692308 46.42307692] ; [ 9.42307692 95.57692308],0
s2,1,0.395592,0.721686,[17 34] ; [42 62],[19.41290323 31.58709677] ; [39.58709677 64.41290323],0
n1,1,0.41878,0.653736,[15 15] ; [14 21],[13.38461538 16.61538462] ; [15.61538462 19.38461538],0
p6,1,0.425802,0.634247,[ 4 45] ; [13 91],[ 5.44444444 43.55555556] ; [11.55555556 92.44444444],0
b1,1,0.453645,0.561528,[29 22] ; [53 52],[26.80769231 24.19230769] ; [55.19230769 49.80769231],0
s1,1,0.4785,0.50228,[ 5 45] ; [ 7 97],[ 3.8961039 46.1038961] ; [ 8.1038961 95.8961039],0
n2,1,0.483365,0.491262,[19 12] ; [25 11],[20.35820896 10.64179104] ; [23.64179104 12.35820896],0
p7,1,0.490469,0.475497,[ 9 40] ; [24 79],[10.63815789 38.36184211] ; [22.36184211 80.63815789],0
s3,1,0.501246,0.452297,[25 25] ; [46 58],[23.05194805 26.94805195] ; [47.94805195 56.05194805],0
d2,1,0.530858,0.392749,[24 26] ; [55 48],[25.81699346 24.18300654] ; [53.18300654 49.81699346],0
u4,1,0.538584,0.378171,[ 1 50] ; [  4 101],[ 1.63461538 49.36538462] ; [  3.36538462 101.63461538],0
n3,1,0.620085,0.245748,[17 12] ; [22 12],[17.95238095 11.04761905] ; [21.04761905 12.95238095],0
b3,1,0.669395,0.18231,[14 19] ; [27 44],[13.00961538 19.99038462] ; [27.99038462 43.00961538],0
b2,1,0.669395,0.18231,[14 19] ; [27 44],[13.00961538 19.99038462] ; [27.99038462 43.00961538],0
u2,1,0.700116,0.148352,[10  8] ; [18 18],[9.33333333 8.66666667] ; [18.66666667 17.33333333],0
a5,1,0.711422,0.136861,[30 21] ; [65 40],[31.05769231 19.94230769] ; [63.94230769 41.05769231],0
a2,1,0.726496,0.122353,[ 9 42] ; [21 84],[ 9.80769231 41.19230769] ; [20.19230769 84.80769231],0
u3,1,0.777508,0.079844,[9 9] ; [20 17],[9.49090909 8.50909091] ; [19.50909091 17.49090909],0
a3,1,0.879793,0.022871,[33 17] ; [68 37],[32.58064516 17.41935484] ; [68.41935484 36.58064516],0
a4,1,0.918692,0.010421,[23 28] ; [46 58],[22.70322581 28.29677419] ; [46.29677419 57.70322581],0
v1,1,0.937622,0.006124,[18 33] ; [35 66],[17.78289474 33.21710526] ; [35.21710526 65.78289474],0
