Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4e-06,21.348562,[30 79] ; [26 11],[41.80821918 67.19178082] ; [14.19178082 22.80821918],1
p2,1,0.00024,13.488955,[51 59] ; [30  7],[60.6122449 49.3877551] ; [20.3877551 16.6122449],1
p6,1,0.002588,9.077497,[15 93] ; [13 22],[21.14685315 86.85314685] ; [ 6.85314685 28.14685315],0
p4,1,0.004055,8.259021,[26 84] ; [18 19],[32.92517007 77.07482993] ; [11.07482993 25.92517007],0
r3,1,0.004626,8.020273,[78 30] ; [35  2],[84.16551724 23.83448276] ; [28.83448276  8.16551724],0
d3,1,0.004853,7.933234,[54 56] ; [28  9],[61.36054422 48.63945578] ; [20.63945578 16.36054422],0
r4,1,0.008252,6.978015,[66 44] ; [31  6],[72.58503401 37.41496599] ; [24.41496599 12.58503401],0
b2,1,0.014968,5.920218,[28 43] ; [ 3 21],[23.16842105 47.83157895] ; [ 7.83157895 16.16842105],0
b3,1,0.014968,5.920218,[28 43] ; [ 3 21],[23.16842105 47.83157895] ; [ 7.83157895 16.16842105],0
p3,1,0.022232,5.227539,[21 88] ; [14 23],[26.13013699 82.86986301] ; [ 8.86986301 28.13013699],0
a7,1,0.024118,5.086128,[59 49] ; [28  9],[64.8 43.2] ; [22.2 14.8],0
s8,1,0.028529,4.795827,[  9 100] ; [ 8 29],[12.69178082 96.30821918] ; [ 4.30821918 32.69178082],0
p9,1,0.031178,4.643123,[30 78] ; [17 19],[35.25 72.75] ; [11.75 24.25],0
v2,1,0.055479,3.667617,[33 73] ; [18 19],[37.8041958 68.1958042] ; [13.1958042 23.8041958],0
v4,1,0.055704,3.660901,[80 28] ; [33  4],[84.16551724 23.83448276] ; [28.83448276  8.16551724],0
n6,1,0.055986,3.65246,[59 50] ; [26 10],[63.89655172 45.10344828] ; [21.10344828 14.89655172],0
b5,1,0.057139,3.618532,[64 46] ; [28  9],[68.84353741 41.15646259] ; [23.15646259 13.84353741],0
p11,1,0.077706,3.112243,[47 63] ; [22 15],[51.63265306 58.36734694] ; [17.36734694 19.63265306],0
p5,1,0.094271,2.799893,[  1 109] ; [ 2 35],[  2.24489796 107.75510204] ; [ 0.75510204 36.24489796],0
a4,1,0.102271,2.669774,[47 62] ; [10 26],[42.84827586 66.15172414] ; [14.15172414 21.84827586],0
a6,1,0.135482,2.228543,[62 48] ; [26 11],[65.85034014 44.14965986] ; [22.14965986 14.85034014],0
b1,1,0.140993,2.167083,[57 53] ; [14 23],[53.1292517 56.8707483] ; [17.8707483 19.1292517],0
s6,1,0.15835,1.989913,[28 81] ; [14 23],[31.35616438 77.64383562] ; [10.64383562 26.35616438],0
d1,1,0.159602,1.977991,[42 68] ; [19 18],[45.6462585 64.3537415] ; [15.3537415 21.6462585],0
a1,1,0.160807,1.966622,[11 99] ; [ 1 36],[  8.97959184 101.02040816] ; [ 3.02040816 33.97959184],0
s3,1,0.173039,1.856419,[24 85] ; [12 24],[27.06206897 81.93793103] ; [ 8.93793103 27.06206897],0
v1,1,0.181821,1.782673,[31 77] ; [15 22],[34.26206897 73.73793103] ; [11.73793103 25.26206897],0
r2,1,0.183825,1.766429,[85 22] ; [33  4],[87.68055556 19.31944444] ; [30.31944444  6.68055556],0
r1,1,0.251655,1.31409,[64 45] ; [25 11],[66.90344828 42.09655172] ; [22.09655172 13.90344828],0
n1,1,0.261781,1.259314,[19 34] ; [5 4],[20.51612903 32.48387097] ; [3.48387097 5.51612903],0
p1,1,0.269552,1.219027,[  6 103] ; [ 4 33],[  7.46575342 101.53424658] ; [ 2.53424658 34.46575342],0
s7,1,0.269961,1.216946,[14 87] ; [ 8 29],[16.10144928 84.89855072] ; [ 5.89855072 31.10144928],0
u2,1,0.277386,1.179854,[22 25] ; [ 5 11],[20.14285714 26.85714286] ; [6.85714286 9.14285714],0
n5,1,0.2947,1.098026,[58 51] ; [16 21],[55.24657534 53.75342466] ; [18.75342466 18.24657534],0
d5,1,0.299741,1.075346,[70 40] ; [27 10],[72.58503401 37.41496599] ; [24.41496599 12.58503401],0
a5,1,0.367319,0.812714,[56 54] ; [22 15],[58.36734694 51.63265306] ; [19.63265306 17.36734694],0
s4,1,0.387137,0.747917,[11 98] ; [ 2 35],[ 9.70547945 99.29452055] ; [ 3.29452055 33.70547945],0
a8,1,0.425358,0.635465,[12 90] ; [ 2 28],[10.81818182 91.18181818] ; [ 3.18181818 26.81818182],0
n2,1,0.429978,0.622883,[30 23] ; [7 3],[31.12698413 21.87301587] ; [5.87301587 4.12698413],0
v3,1,0.472632,0.515817,[23 82] ; [10 26],[24.57446809 80.42553191] ; [ 8.42553191 27.57446809],0
n3,1,0.582442,0.302304,[31 20] ; [7 3],[31.7704918 19.2295082] ; [6.2295082 3.7704918],0
u3,1,0.603861,0.269211,[22 27] ; [ 6 10],[21.10769231 27.89230769] ; [6.89230769 9.10769231],0
b4,1,0.741635,0.108695,[65 45] ; [23 14],[65.85034014 44.14965986] ; [22.14965986 14.85034014],0
p12,1,0.74782,0.103372,[  2 107] ; [ 1 36],[  2.23972603 106.76027397] ; [ 0.76027397 36.23972603],0
a2,1,0.786342,0.073476,[20 90] ; [ 6 31],[19.45578231 90.54421769] ; [ 6.54421769 30.45578231],0
d2,1,0.822339,0.050417,[49 59] ; [16 21],[48.4137931 59.5862069] ; [16.5862069 20.4137931],0
s1,1,0.822973,0.050052,[  5 103] ; [ 2 34],[  5.25 102.75] ; [ 1.75 34.25],0
n4,1,0.828692,0.04682,[67 42] ; [22 15],[66.44520548 42.55479452] ; [22.55479452 14.44520548],0
a3,1,0.845915,0.037766,[61 47] ; [21 15],[61.5 46.5] ; [20.5 15.5],0
u1,1,0.887915,0.019865,[11 99] ; [ 4 33],[11.2244898 98.7755102] ; [ 3.7755102 33.2244898],0
s5,1,0.932485,0.007177,[12 94] ; [ 4 33],[11.86013986 94.13986014] ; [ 4.13986014 32.86013986],0
d4,1,0.997761,8e-06,[73 35] ; [25 12],[72.99310345 35.00689655] ; [25.00689655 11.99310345],0
