Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2.8e-05,17.52924,[17 30] ; [33  8],[26.70454545 20.29545455] ; [23.29545455 17.70454545],1
p7,1,0.000219,13.664596,[ 4 42] ; [18 24],[11.5 34.5] ; [10.5 31.5],1
p9,1,0.000405,12.507619,[13 31] ; [29 14],[21.24137931 22.75862069] ; [20.75862069 22.24137931],1
s6,1,0.000408,12.49315,[ 7 41] ; [21 22],[14.76923077 33.23076923] ; [13.23076923 29.76923077],1
p11,1,0.000615,11.729902,[12 36] ; [26 17],[20.04395604 27.95604396] ; [17.95604396 25.04395604],1
d2,1,0.001308,10.331751,[27 20] ; [10 32],[19.53932584 27.46067416] ; [17.46067416 24.53932584],0
r3,1,0.001649,9.904073,[17 30] ; [28 12],[24.31034483 22.68965517] ; [20.68965517 19.31034483],0
p10,1,0.004603,8.028995,[15 32] ; [26 16],[21.65168539 25.34831461] ; [19.34831461 22.65168539],0
p1,1,0.012382,6.25527,[ 9 39] ; [ 1 42],[ 5.27472527 42.72527473] ; [ 4.72527473 38.27472527],0
a5,1,0.013802,6.063307,[28 20] ; [14 29],[22.15384615 25.84615385] ; [19.84615385 23.15384615],0
s5,1,0.020135,5.400112,[ 3 44] ; [10 32],[ 6.86516854 40.13483146] ; [ 6.13483146 35.86516854],0
n3,1,0.025409,4.9958,[10 17] ; [14  6],[13.78723404 13.21276596] ; [10.21276596  9.78723404],0
n6,1,0.033757,4.506951,[18 29] ; [25 16],[22.96590909 24.03409091] ; [20.03409091 20.96590909],0
a1,1,0.039421,4.242629,[ 9 39] ; [ 2 41],[ 5.8021978 42.1978022] ; [ 5.1978022 37.8021978],0
s2,1,0.042174,4.128214,[ 7 41] ; [14 29],[11.07692308 36.92307692] ; [ 9.92307692 33.07692308],0
p6,1,0.056789,3.628774,[ 2 44] ; [ 7 35],[ 4.70454545 41.29545455] ; [ 4.29545455 37.70454545],0
b3,1,0.059376,3.554724,[16 15] ; [ 5 15],[12.76470588 18.23529412] ; [ 8.23529412 11.76470588],0
b2,1,0.059376,3.554724,[16 15] ; [ 5 15],[12.76470588 18.23529412] ; [ 8.23529412 11.76470588],0
