Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,65.662316,[23 82] ; [191  90],[58.21243523 46.78756477] ; [155.78756477 125.21243523],1
s3,1,0.0,55.440163,[29 75] ; [196  84],[60.9375 43.0625] ; [164.0625 115.9375],1
s7,1,0.0,41.276667,[33 68] ; [185  81],[59.99455041 41.00544959] ; [158.00544959 107.99455041],1
s8,1,0.0,26.844814,[33 72] ; [172 110],[55.62015504 49.37984496] ; [149.37984496 132.62015504],1
s5,1,0.0,26.330074,[20 83] ; [133 141],[41.80106101 61.19893899] ; [111.19893899 162.80106101],1
s4,1,0.000838,11.155412,[ 7 98] ; [ 59 221],[18. 87.] ; [ 48. 232.],1
d4,1,0.005811,7.607984,[79 26] ; [245  37],[87.90697674 17.09302326] ; [236.09302326  45.90697674],0
d2,1,0.005821,7.604805,[42 62] ; [159 124],[54.01550388 49.98449612] ; [146.98449612 136.01550388],0
p9,1,0.007049,7.260412,[88 17] ; [261  20],[94.93523316 10.06476684] ; [254.06476684  26.93523316],0
a3,1,0.00715,7.234913,[68 36] ; [222  60],[78.13471503 25.86528497] ; [211.86528497  70.13471503],0
r4,1,0.007513,7.146088,[91 14] ; [268  15],[97.15206186  7.84793814] ; [261.84793814  21.15206186],0
p12,1,0.007994,7.034787,[  5 100] ; [ 41 240],[12.51295337 92.48704663] ; [ 33.48704663 247.51295337],0
d5,1,0.008128,7.004959,[81 24] ; [248  34],[89.26356589 15.73643411] ; [239.73643411  42.26356589],0
p5,1,0.015491,5.859741,[11 93] ; [ 60 221],[19.17922078 84.82077922] ; [ 51.82077922 229.17922078],0
r1,1,0.035534,4.419351,[78 27] ; [236  46],[85.19379845 19.80620155] ; [228.80620155  53.19379845],0
d1,1,0.042005,4.135014,[58 47] ; [188  95],[66.57216495 38.42783505] ; [179.42783505 103.57216495],0
p6,1,0.043636,4.070605,[42 62] ; [145 134],[50.77806789 53.22193211] ; [136.22193211 142.77806789],0
a4,1,0.045642,3.994766,[42 63] ; [145 137],[50.73643411 54.26356589] ; [136.26356589 145.73643411],0
n5,1,0.056678,3.63202,[83 22] ; [245  37],[88.99224806 16.00775194] ; [239.00775194  42.99224806],0
p4,1,0.061886,3.486099,[81 24] ; [241  42],[87.13917526 17.86082474] ; [234.86082474  48.13917526],0
r2,1,0.062115,3.480005,[97  8] ; [270   9],[100.3515625   4.6484375] ; [266.6484375  12.3515625],0
u1,1,0.063883,3.433592,[18 87] ; [ 74 209],[24.89690722 80.10309278] ; [ 67.10309278 215.89690722],0
p10,1,0.074099,3.189796,[88 17] ; [252  27],[92.96875 12.03125] ; [247.03125  31.96875],0
r3,1,0.082647,3.012066,[98  7] ; [274   8],[100.93023256   4.06976744] ; [271.06976744  10.93023256],0
a2,1,0.128522,2.310269,[22 83] ; [ 81 202],[27.87371134 77.12628866] ; [ 75.12628866 207.87371134],0
u4,1,0.137967,2.200492,[  1 104] ; [ 11 272],[  3.24742268 101.75257732] ; [  8.75257732 274.24742268],0
u2,1,0.176851,1.823893,[17 20] ; [36 24],[20.21649485 16.78350515] ; [32.78350515 27.21649485],0
u3,1,0.182959,1.773419,[19 18] ; [39 21],[22.12371134 14.87628866] ; [35.87628866 24.12371134],0
a5,1,0.193466,1.691022,[77 28] ; [225  58],[81.72680412 23.27319588] ; [220.27319588  62.72680412],0
s1,1,0.268605,1.223859,[  2 103] ; [ 12 269],[  3.80829016 101.19170984] ; [ 10.19170984 270.80829016],0
b4,1,0.275162,1.190833,[57 48] ; [171 112],[61.70103093 43.29896907] ; [166.29896907 116.70103093],0
n4,1,0.307338,1.042081,[87 18] ; [246  37],[90.11597938 14.88402062] ; [242.88402062  40.11597938],0
a6,1,0.312953,1.018171,[76 29] ; [189  93],[71.89922481 33.10077519] ; [193.10077519  88.89922481],0
n1,1,0.315117,1.009107,[ 6 13] ; [19 23],[ 7.78688525 11.21311475] ; [17.21311475 24.78688525],0
n3,1,0.371001,0.800308,[16  3] ; [31 11],[14.63934426  4.36065574] ; [32.36065574  9.63934426],0
p2,1,0.438486,0.600242,[90 15] ; [249  32],[92.21502591 12.78497409] ; [246.78497409  34.21502591],0
b5,1,0.451716,0.566342,[56 49] ; [163 120],[59.26546392 45.73453608] ; [159.73453608 123.26546392],0
b2,1,0.476216,0.507517,[33 39] ; [ 72 104],[30.48387097 41.51612903] ; [ 74.51612903 101.48387097],0
b3,1,0.476216,0.507517,[33 39] ; [ 72 104],[30.48387097 41.51612903] ; [ 74.51612903 101.48387097],0
a1,1,0.47827,0.502805,[  5 100] ; [ 19 264],[ 6.49484536 98.50515464] ; [ 17.50515464 265.49484536],0
d3,1,0.515033,0.423828,[71 34] ; [201  82],[73.60824742 31.39175258] ; [198.39175258  84.60824742],0
v3,1,0.523468,0.407056,[45 57] ; [131 143],[47.74468085 54.25531915] ; [128.25531915 145.74468085],0
n2,1,0.536425,0.382206,[15  4] ; [30 12],[14.01639344  4.98360656] ; [30.98360656 11.01639344],0
v1,1,0.543618,0.368876,[61 42] ; [171 102],[63.55319149 39.44680851] ; [168.44680851 104.55319149],0
a7,1,0.567485,0.326909,[79 26] ; [204  78],[76.78294574 28.21705426] ; [206.21705426  75.78294574],0
p1,1,0.5996,0.2756,[14 91] ; [ 32 249],[12.51295337 92.48704663] ; [ 33.48704663 247.51295337],0
