Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,41.174726,[ 4 13] ; [96 11],[13.70967742  3.29032258] ; [86.29032258 20.70967742],1
n5,1,0.001041,10.753648,[ 6 11] ; [80 27],[11.79032258  5.20967742] ; [74.20967742 32.79032258],0
p11,1,0.001269,10.387706,[8 9] ; [88 19],[13.16129032  3.83870968] ; [82.83870968 24.16129032],0
s6,1,0.006027,7.542254,[ 5 12] ; [66 36],[10.14285714  6.85714286] ; [60.85714286 41.14285714],0
p2,1,0.006542,7.394485,[9 8] ; [88 19],[13.2983871  3.7016129] ; [83.7016129 23.2983871],0
b1,1,0.019275,5.476427,[10  7] ; [32 75],[ 5.75806452 11.24193548] ; [36.24193548 70.75806452],0
s1,1,0.025353,4.999622,[ 2 14] ; [  2 105],[ 0.5203252 15.4796748] ; [  3.4796748 103.5203252],0
n4,1,0.039953,4.219897,[8 9] ; [77 30],[11.65322581  5.34677419] ; [73.34677419 33.65322581],0
s2,1,0.053688,3.722389,[ 4 13] ; [52 55],[7.67741935 9.32258065] ; [48.32258065 58.67741935],0
b5,1,0.060747,3.51686,[8 9] ; [75 32],[11.37903226  5.62096774] ; [71.62096774 35.37903226],0
v1,1,0.074188,3.187842,[ 4 13] ; [49 56],[7.3852459 9.6147541] ; [45.6147541 59.3852459],0
p8,1,0.141375,2.162927,[ 5 12] ; [51 54],[7.80327869 9.19672131] ; [48.19672131 56.80327869],0
n6,1,0.15945,1.979435,[13  4] ; [95 12],[14.80645161  2.19354839] ; [93.19354839 13.80645161],0
a5,1,0.171491,1.869859,[ 7 10] ; [63 44],[9.59677419 7.40322581] ; [60.40322581 46.59677419],0
b2,1,0.171688,1.86814,[2 9] ; [25 38],[4.01351351 6.98648649] ; [22.98648649 40.01351351],0
b3,1,0.171688,1.86814,[2 9] ; [25 38],[4.01351351 6.98648649] ; [22.98648649 40.01351351],0
d1,1,0.205689,1.60151,[ 5 12] ; [49 58],[7.40322581 9.59677419] ; [46.59677419 60.40322581],0
s7,1,0.244628,1.353723,[ 4 12] ; [41 61],[6.10169492 9.89830508] ; [38.89830508 63.10169492],0
p7,1,0.264185,1.246692,[12  5] ; [59 46],[9.89344262 7.10655738] ; [61.10655738 43.89344262],0
a4,1,0.298504,1.080864,[ 4 13] ; [39 68],[ 5.89516129 11.10483871] ; [37.10483871 69.89516129],0
b4,1,0.320207,0.9881,[9 8] ; [70 37],[10.83064516  6.16935484] ; [68.16935484 38.83064516],0
d3,1,0.376912,0.780748,[8 9] ; [62 44],[9.67479675 7.32520325] ; [60.32520325 45.67479675],0
d4,1,0.383262,0.760214,[11  6] ; [80 27],[12.47580645  4.52419355] ; [78.52419355 28.47580645],0
a8,1,0.403193,0.698783,[ 1 16] ; [13 87],[ 2.03418803 14.96581197] ; [11.96581197 88.03418803],0
p6,1,0.407428,0.686294,[8 9] ; [38 66],[ 6.46280992 10.53719008] ; [39.53719008 64.46280992],0
s3,1,0.412261,0.67227,[ 7 10] ; [55 51],[8.56910569 8.43089431] ; [53.43089431 52.56910569],0
d2,1,0.418684,0.654007,[8 9] ; [39 67],[ 6.49593496 10.50406504] ; [40.50406504 65.49593496],0
a2,1,0.504961,0.444494,[ 1 16] ; [12 95],[ 1.78225806 15.21774194] ; [11.21774194 95.78225806],0
p3,1,0.569238,0.32396,[ 7 10] ; [52 55],[8.08870968 8.91129032] ; [50.91129032 56.08870968],0
s5,1,0.574156,0.315778,[ 4 12] ; [32 68],[ 4.96551724 11.03448276] ; [31.03448276 68.96551724],0
a6,1,0.598663,0.277017,[11  6] ; [62 45],[10.00806452  6.99193548] ; [62.99193548 44.00806452],0
a7,1,0.616553,0.250742,[10  7] ; [69 37],[10.91869919  6.08130081] ; [68.08130081 37.91869919],0
u2,1,0.643464,0.214241,[3 4] ; [23 21],[3.56862745 3.43137255] ; [22.43137255 21.56862745],0
p4,1,0.645492,0.211631,[10  7] ; [56 50],[9.12195122 7.87804878] ; [56.87804878 49.12195122],0
v3,1,0.655464,0.19908,[ 5 12] ; [36 67],[ 5.80833333 11.19166667] ; [35.19166667 67.80833333],0
n3,1,0.730731,0.118442,[4 1] ; [24  9],[3.68421053 1.31578947] ; [24.31578947  8.68421053],0
d5,1,0.731037,0.118161,[12  5] ; [79 27],[12.57723577  4.42276423] ; [78.42276423 27.57723577],0
n1,1,0.759766,0.093506,[1 2] ; [14 19],[1.25 1.75] ; [13.75 19.25],0
v4,1,0.829086,0.046602,[16  1] ; [102   5],[16.17741935  0.82258065] ; [101.82258065   5.17741935],0
u1,1,0.829086,0.046602,[ 1 16] ; [  5 102],[ 0.82258065 16.17741935] ; [  5.17741935 101.82258065],0
s4,1,0.847849,0.036811,[ 3 14] ; [21 86],[ 3.29032258 13.70967742] ; [20.70967742 86.29032258],0
u3,1,0.897928,0.016456,[3 4] ; [20 24],[3.15686275 3.84313725] ; [19.84313725 24.15686275],0
v2,1,0.905155,0.014197,[ 7 10] ; [44 59],[7.225 9.775] ; [43.775 59.225],0
a1,1,0.918082,0.010578,[ 1 16] ; [  7 100],[ 1.09677419 15.90322581] ; [  6.90322581 100.09677419],0
s8,1,0.926731,0.008456,[ 6 11] ; [39 68],[ 6.16935484 10.83064516] ; [38.83064516 68.16935484],0
a3,1,0.996586,1.8e-05,[10  7] ; [63 44],[10.00806452  6.99193548] ; [62.99193548 44.00806452],0
