Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.003028,8.790655,[4 9] ; [15  3],[7.96774194 5.03225806] ; [11.03225806  6.96774194],0
s8,1,0.0141,6.025521,[ 4 10] ; [13  5],[7.4375 6.5625] ; [9.5625 8.4375],0
p1,1,0.030133,4.701669,[5 9] ; [ 1 17],[ 2.625 11.375] ; [ 3.375 14.625],0
s2,1,0.032509,4.571429,[ 4 10] ; [12  6],[7. 7.] ; [9. 9.],0
s7,1,0.04295,4.097354,[6 8] ; [14  4],[8.75 5.25] ; [11.25  6.75],0
s5,1,0.060147,3.53333,[5 8] ; [13  5],[7.5483871 5.4516129] ; [10.4516129  7.5483871],0
d1,1,0.093373,2.815243,[6 8] ; [13  5],[8.3125 5.6875] ; [10.6875  7.3125],0
d5,1,0.094896,2.789297,[9 5] ; [16  2],[10.9375  3.0625] ; [14.0625  3.9375],0
a3,1,0.102116,2.672188,[8 6] ; [15  3],[10.0625  3.9375] ; [12.9375  5.0625],0
v2,1,0.126897,2.330058,[ 4 10] ; [10  8],[6.125 7.875] ; [ 7.875 10.125],0
d3,1,0.154044,2.031746,[5 9] ; [11  7],[7. 7.] ; [9. 9.],0
r4,1,0.178022,1.814059,[11  3] ; [17  1],[12.25  1.75] ; [15.75  2.25],0
v4,1,0.178022,1.814059,[11  3] ; [17  1],[12.25  1.75] ; [15.75  2.25],0
s3,1,0.197703,1.659259,[7 7] ; [13  5],[8.75 5.25] ; [11.25  6.75],0
p7,1,0.209351,1.575906,[10  4] ; [16  2],[11.375  2.625] ; [14.625  3.375],0
p8,1,0.211555,1.56075,[8 6] ; [14  4],[9.625 4.375] ; [12.375  5.625],0
r1,1,0.217044,1.52381,[9 5] ; [15  3],[10.5  3.5] ; [13.5  4.5],0
d4,1,0.217044,1.52381,[9 5] ; [15  3],[10.5  3.5] ; [13.5  4.5],0
a4,1,0.220805,1.499132,[ 4 10] ; [9 9],[5.6875 8.3125] ; [ 7.3125 10.6875],0
a6,1,0.264521,1.244942,[9 5] ; [ 8 10],[7.4375 6.5625] ; [9.5625 8.4375],0
b4,1,0.357527,0.846561,[10  4] ; [10  8],[8.75 5.25] ; [11.25  6.75],0
n2,1,0.414216,0.666667,[1 2] ; [2 1],[1.5 1.5] ; [1.5 1.5],0
n3,1,0.414216,0.666667,[2 1] ; [1 2],[1.5 1.5] ; [1.5 1.5],0
p11,1,0.425213,0.635861,[11  3] ; [16  2],[11.8125  2.1875] ; [15.1875  2.8125],0
p12,1,0.425213,0.635861,[ 3 11] ; [ 2 16],[ 2.1875 11.8125] ; [ 2.8125 15.1875],0
p2,1,0.462037,0.540954,[12  1] ; [15  3],[11.32258065  1.67741935] ; [15.67741935  2.32258065],0
b5,1,0.529651,0.395062,[7 7] ; [ 7 11],[6.125 7.875] ; [ 7.875 10.125],0
p10,1,0.568261,0.3256,[12  2] ; [14  4],[11.375  2.625] ; [14.625  3.375],0
r2,1,0.568261,0.3256,[12  2] ; [14  4],[11.375  2.625] ; [14.625  3.375],0
s6,1,0.57615,0.3125,[9 3] ; [15  3],[9.6 2.4] ; [14.4  3.6],0
a5,1,0.630872,0.23088,[9 5] ; [13  5],[9.625 4.375] ; [12.375  5.625],0
u3,1,0.635256,0.225,[3 3] ; [2 1],[3.33333333 2.66666667] ; [1.66666667 1.33333333],0
u2,1,0.635256,0.225,[3 3] ; [1 2],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
p3,1,0.680724,0.169312,[10  4] ; [14  4],[10.5  3.5] ; [13.5  4.5],0
u4,1,0.702428,0.145959,[ 1 13] ; [ 2 16],[ 1.3125 12.6875] ; [ 1.6875 16.3125],0
s4,1,0.787642,0.072562,[ 2 12] ; [ 2 16],[ 1.75 12.25] ; [ 2.25 15.75],0
p4,1,0.787642,0.072562,[12  2] ; [16  2],[12.25  1.75] ; [15.75  2.25],0
d2,1,0.820627,0.051411,[8 6] ; [11  7],[8.3125 5.6875] ; [10.6875  7.3125],0
p6,1,0.832535,0.044712,[7 6] ; [9 9],[6.70967742 6.29032258] ; [9.29032258 8.70967742],0
s1,1,0.854,0.033862,[ 1 13] ; [ 1 17],[ 0.875 13.125] ; [ 1.125 16.875],0
b1,1,0.928453,0.008062,[8 6] ; [10  8],[7.875 6.125] ; [10.125  7.875],0
b2,1,1.0,0.0,[5 5] ; [7 7],[5. 5.] ; [7. 7.],0
b3,1,1.0,0.0,[5 5] ; [7 7],[5. 5.] ; [7. 7.],0
n1,1,1.0,0.0,[2 1] ; [2 1],[2. 1.] ; [2. 1.],0
