Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,29.646716,[60 19] ; [ 1 16],[50.19791667 28.80208333] ; [10.80208333  6.19791667],1
s4,1,0.33947,0.912431,[11 65] ; [ 1 16],[ 9.80645161 66.19354839] ; [ 2.19354839 14.80645161],0
p3,1,0.407312,0.686633,[63 16] ; [12  5],[61.71875 17.28125] ; [13.28125  3.71875],0
v3,1,0.415945,0.661743,[44 32] ; [8 9],[42.49462366 33.50537634] ; [9.50537634 7.49462366],0
p12,1,0.425129,0.636093,[21 57] ; [ 3 14],[19.70526316 58.29473684] ; [ 4.29473684 12.70526316],0
r4,1,0.426224,0.633091,[69 10] ; [16  1],[69.94791667  9.05208333] ; [15.05208333  1.94791667],0
s3,1,0.511581,0.430833,[50 27] ; [9 7],[48.84946237 28.15053763] ; [10.15053763  5.84946237],0
n1,1,0.580543,0.305357,[9 6] ; [3 1],[9.47368421 5.52631579] ; [2.52631579 1.47368421],0
r2,1,0.58378,0.300164,[72  6] ; [15  2],[71.43157895  6.56842105] ; [15.56842105  1.43157895],0
s6,1,0.634354,0.226202,[62 11] ; [12  3],[61.38636364 11.61363636] ; [12.61363636  2.38636364],0
a8,1,0.636293,0.223624,[10 61] ; [ 3 13],[10.6091954 60.3908046] ; [ 2.3908046 13.6091954],0
s7,1,0.700383,0.148074,[53 21] ; [10  5],[52.38202247 21.61797753] ; [10.61797753  4.38202247],0
p11,1,0.800177,0.064069,[67 12] ; [14  3],[66.65625 12.34375] ; [14.34375  2.65625],0
u2,1,0.834996,0.043388,[6 5] ; [5 5],[5.76190476 5.23809524] ; [5.23809524 4.76190476],0
b5,1,0.862881,0.029828,[39 40] ; [8 9],[38.67708333 40.32291667] ; [8.32291667 8.67708333],0
s5,1,0.862895,0.029822,[46 25] ; [10  6],[45.70114943 25.29885057] ; [10.29885057  5.70114943],0
b4,1,0.882288,0.021925,[48 31] ; [10  7],[47.72916667 31.27083333] ; [10.27083333  6.72916667],0
n6,1,0.899591,0.015921,[74  4] ; [16  1],[73.89473684  4.10526316] ; [16.10526316  0.89473684],0
b3,1,0.902754,0.014929,[28 31] ; [5 6],[27.81428571 31.18571429] ; [5.18571429 5.81428571],0
b2,1,0.902754,0.014929,[28 31] ; [5 6],[27.81428571 31.18571429] ; [5.18571429 5.81428571],0
p6,1,0.933802,0.006899,[49 28] ; [11  6],[49.14893617 27.85106383] ; [10.85106383  6.14893617],0
r1,1,0.976544,0.000864,[64 14] ; [14  3],[64.04210526 13.95789474] ; [13.95789474  3.04210526],0
b1,1,0.986642,0.00028,[37 42] ; [8 9],[37.03125 41.96875] ; [7.96875 9.03125],0
n2,1,1.0,0.0,[12  4] ; [3 1],[12.  4.] ; [3. 1.],0
