Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,3e-06,21.73251,[27 46] ; [66 24],[41.65030675 31.34969325] ; [51.34969325 38.65030675],1
a4,1,1.9e-05,18.332817,[10 64] ; [40 50],[22.56097561 51.43902439] ; [27.43902439 62.56097561],1
d1,1,9.3e-05,15.272776,[25 49] ; [58 32],[37.45121951 36.54878049] ; [45.54878049 44.45121951],1
s6,1,0.0003,13.069237,[28 44] ; [60 29],[39.35403727 32.64596273] ; [48.64596273 40.35403727],1
a6,1,0.000553,11.929228,[32 42] ; [63 27],[42.86585366 31.13414634] ; [52.13414634 37.86585366],1
d2,1,0.001032,10.769737,[17 57] ; [43 47],[27.07317073 46.92682927] ; [32.92682927 57.07317073],0
v2,1,0.001596,9.964399,[23 48] ; [48 35],[32.73376623 38.26623377] ; [38.26623377 44.73376623],0
u1,1,0.001689,9.859942,[ 1 73] ; [14 76],[ 6.76829268 67.23170732] ; [ 8.23170732 81.76829268],0
r1,1,0.002682,9.011901,[41 33] ; [69 20],[49.93865031 24.06134969] ; [60.06134969 28.93865031],0
d5,1,0.003251,8.661158,[45 28] ; [74 16],[53.29447853 19.70552147] ; [65.70552147 24.29447853],0
d4,1,0.005388,7.744288,[52 22] ; [79 11],[59.1097561 14.8902439] ; [71.8902439 18.1097561],0
p3,1,0.006816,7.320925,[17 57] ; [38 50],[25.12345679 48.87654321] ; [29.87654321 58.12345679],0
p4,1,0.010707,6.513278,[22 52] ; [44 45],[29.96319018 44.03680982] ; [36.03680982 52.96319018],0
r4,1,0.018282,5.568954,[50 24] ; [75 15],[56.40243902 17.59756098] ; [68.59756098 21.40243902],0
d3,1,0.023322,5.144351,[43 30] ; [68 22],[49.71165644 23.28834356] ; [61.28834356 28.71165644],0
p7,1,0.033282,4.531216,[30 42] ; [51 36],[36.67924528 35.32075472] ; [44.32075472 42.67924528],0
p10,1,0.046318,3.969978,[38 32] ; [62 27],[44.02515723 25.97484277] ; [55.97484277 33.02515723],0
p5,1,0.05561,3.663698,[ 1 72] ; [ 7 81],[ 3.62732919 69.37267081] ; [ 4.37267081 83.62732919],0
r3,1,0.078539,3.09488,[64 10] ; [85  5],[67.23170732  6.76829268] ; [81.76829268  8.23170732],0
p9,1,0.086153,2.944821,[43 27] ; [66 23],[47.98742138 22.01257862] ; [61.01257862 27.98742138],0
b3,1,0.091713,2.844049,[ 6 28] ; [15 28],[ 9.27272727 24.72727273] ; [11.72727273 31.27272727],0
b2,1,0.091713,2.844049,[ 6 28] ; [15 28],[ 9.27272727 24.72727273] ; [11.72727273 31.27272727],0
p8,1,0.096002,2.77074,[25 48] ; [42 47],[30.19135802 42.80864198] ; [36.80864198 52.19135802],0
s2,1,0.102687,2.663306,[26 48] ; [43 47],[31.13414634 42.86585366] ; [37.86585366 52.13414634],0
v1,1,0.104452,2.63622,[21 50] ; [37 51],[25.89937107 45.10062893] ; [32.10062893 55.89937107],0
v3,1,0.105717,2.617105,[13 55] ; [26 59],[17.33333333 50.66666667] ; [21.66666667 63.33333333],0
p11,1,0.12194,2.392229,[38 36] ; [57 33],[42.86585366 31.13414634] ; [52.13414634 37.86585366],0
s5,1,0.122528,2.384706,[19 53] ; [33 54],[23.54716981 48.45283019] ; [28.45283019 58.54716981],0
s8,1,0.208717,1.580302,[16 58] ; [27 62],[19.52147239 54.47852761] ; [23.47852761 65.52147239],0
n2,1,0.258119,1.278817,[15 12] ; [23 10],[17.1  9.9] ; [20.9 12.1],0
s3,1,0.302557,1.062889,[31 43] ; [44 44],[34.25925926 39.74074074] ; [40.74074074 47.25925926],0
s7,1,0.355018,0.855439,[17 54] ; [26 59],[19.57051282 51.42948718] ; [23.42948718 61.57051282],0
n6,1,0.497013,0.461309,[41 33] ; [54 35],[43.12883436 30.87116564] ; [51.87116564 37.12883436],0
r2,1,0.500496,0.453885,[64 10] ; [80  9],[65.37423313  8.62576687] ; [78.62576687 10.37423313],0
p1,1,0.535471,0.383999,[ 4 69] ; [ 7 81],[ 4.98757764 68.01242236] ; [ 6.01242236 81.98757764],0
a7,1,0.646021,0.210954,[52 21] ; [67 23],[53.29447853 19.70552147] ; [65.70552147 24.29447853],0
a1,1,0.656899,0.197313,[ 3 71] ; [ 5 85],[ 3.6097561 70.3902439] ; [ 4.3902439 85.6097561],0
p2,1,0.668824,0.182981,[50 23] ; [63 25],[51.23602484 21.76397516] ; [61.76397516 26.23602484],0
b5,1,0.694172,0.154606,[45 29] ; [52 38],[43.76829268 30.23170732] ; [53.23170732 36.76829268],0
u2,1,0.773199,0.083056,[26 19] ; [13 11],[25.43478261 19.56521739] ; [13.56521739 10.43478261],0
s4,1,0.774381,0.082168,[17 57] ; [19 71],[16.24390244 57.75609756] ; [19.75609756 70.24390244],0
s1,1,0.77619,0.080819,[ 4 70] ; [ 4 86],[ 3.6097561 70.3902439] ; [ 4.3902439 85.6097561],0
b4,1,0.806253,0.060154,[43 31] ; [54 36],[43.76829268 30.23170732] ; [53.23170732 36.76829268],0
b1,1,0.812577,0.056218,[25 49] ; [32 58],[25.7195122 48.2804878] ; [31.2804878 58.7195122],0
a8,1,0.831247,0.045413,[ 3 67] ; [ 3 80],[ 2.74509804 67.25490196] ; [ 3.25490196 79.74509804],0
n3,1,0.854813,0.033482,[19  9] ; [21 11],[18.66666667  9.33333333] ; [21.33333333 10.66666667],0
u3,1,0.859432,0.031364,[29 17] ; [15  8],[29.33333333 16.66666667] ; [14.66666667  8.33333333],0
p6,1,0.877638,0.023705,[15 57] ; [19 68],[15.39622642 56.60377358] ; [18.60377358 68.39622642],0
n1,1,0.882526,0.021835,[ 8 20] ; [10 23],[ 8.26229508 19.73770492] ; [ 9.73770492 23.26229508],0
v4,1,0.955478,0.003117,[65  8] ; [79 10],[64.88888889  8.11111111] ; [79.11111111  9.88888889],0
