Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,142.223277,[243  21] ; [29 65],[200.58100559  63.41899441] ; [71.41899441 22.58100559],1
s6,1,0.0,45.150167,[244  19] ; [61 34],[224.06424581  38.93575419] ; [80.93575419 14.06424581],1
s5,1,3e-06,21.677961,[135 119] ; [24 71],[115.71919771 138.28080229] ; [43.28080229 51.71919771],1
r2,1,0.004108,8.235408,[261   4] ; [87  7],[256.88022284   8.11977716] ; [91.11977716  2.88022284],0
n5,1,0.004849,7.934936,[225  38] ; [69 26],[215.98324022  47.01675978] ; [78.01675978 16.98324022],0
s4,1,0.008298,6.968107,[ 61 203] ; [10 85],[ 52.21169916 211.78830084] ; [18.78830084 76.21169916],0
p9,1,0.009162,6.79089,[242  22] ; [77 17],[235.24022346  28.75977654] ; [83.75977654 10.24022346],0
d1,1,0.012411,6.251254,[186  80] ; [53 42],[176.10526316  89.89473684] ; [62.89473684 32.10526316],0
a4,1,0.013358,6.121122,[147 119] ; [38 56],[136.69444444 129.30555556] ; [48.30555556 45.69444444],0
s8,1,0.014358,5.993587,[193  71] ; [56 38],[183.62011173  80.37988827] ; [65.37988827 28.62011173],0
n4,1,0.032721,4.560325,[233  32] ; [75 20],[226.72222222  38.27777778] ; [81.27777778 13.72222222],0
s1,1,0.038572,4.279624,[ 17 246] ; [ 1 94],[ 13.22346369 249.77653631] ; [ 4.77653631 90.22346369],0
v4,1,0.042368,4.12043,[261   4] ; [89  5],[258.35654596   6.64345404] ; [91.64345404  2.35654596],0
n3,1,0.053207,3.737417,[36 13] ; [11 11],[32.43661972 16.56338028] ; [14.56338028  7.43661972],0
r4,1,0.067504,3.342703,[258   8] ; [88  7],[254.94736842  11.05263158] ; [91.05263158  3.94736842],0
a1,1,0.088209,2.906753,[ 18 248] ; [ 2 93],[ 14.73684211 251.26315789] ; [ 5.26315789 89.73684211],0
u4,1,0.096578,2.761163,[ 13 253] ; [ 1 94],[ 10.31578947 255.68421053] ; [ 3.68421053 91.31578947],0
v1,1,0.097549,2.745166,[161  99] ; [49 45],[154.23728814 105.76271186] ; [55.76271186 38.23728814],0
d2,1,0.10079,2.693005,[159 105] ; [48 47],[152.22284123 111.77715877] ; [54.77715877 40.22284123],0
n6,1,0.105189,2.625047,[238  23] ; [81 14],[233.87359551  27.12640449] ; [85.12640449  9.87359551],0
