Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,154.773185,[458  70] ; [41 80],[405.96610169 122.03389831] ; [93.03389831 27.96610169],1
n6,1,0.0,30.725569,[467  60] ; [83 38],[447.29938272  79.70061728] ; [102.70061728  18.29938272],1
s7,1,9.5e-05,15.226277,[283 219] ; [43 75],[263.95483871 238.04516129] ; [62.04516129 55.95483871],1
p11,1,0.000139,14.50902,[431  99] ; [80 42],[415.38343558 114.61656442] ; [95.61656442 26.38343558],1
p6,1,0.000376,12.646838,[212 308] ; [28 92],[195. 325.] ; [45. 75.],1
s4,1,0.000605,11.759185,[ 74 447] ; [33 89],[ 86.69828927 434.30171073] ; [ 20.30171073 101.69828927],1
v3,1,0.002289,9.302052,[228 281] ; [34 82],[213.3728 295.6272] ; [48.6272 67.3728],0
p2,1,0.002349,9.255014,[446  79] ; [88 32],[434.65116279  90.34883721] ; [99.34883721 20.65116279],0
a8,1,0.005983,7.555377,[ 72 403] ; [  6 106],[ 63.11754685 411.88245315] ; [14.88245315 97.11754685],0
d2,1,0.007738,7.093067,[323 202] ; [59 63],[309.9690881 215.0309119] ; [72.0309119 49.9690881],0
a4,1,0.010169,6.605097,[301 226] ; [54 68],[288.26656394 238.73343606] ; [66.73343606 55.26656394],0
u1,1,0.010365,6.571044,[131 399] ; [ 17 105],[120.30674847 409.69325153] ; [27.69325153 94.30674847],0
p5,1,0.012056,6.302571,[ 69 456] ; [  6 114],[ 61.04651163 463.95348837] ; [ 13.95348837 106.04651163],0
s8,1,0.014336,5.996265,[259 264] ; [45 76],[246.88198758 276.11801242] ; [57.11801242 63.88198758],0
r1,1,0.015225,5.890199,[460  68] ; [95 26],[451.52542373  76.47457627] ; [103.47457627  17.52542373],0
p4,1,0.019553,5.451374,[337 187] ; [64 57],[325.77364341 198.22635659] ; [75.22635659 45.77364341],0
p10,1,0.022748,5.18762,[440  84] ; [91 30],[431.38604651  92.61395349] ; [99.61395349 21.38604651],0
p3,1,0.034968,4.446745,[290 235] ; [54 67],[279.56656347 245.43343653] ; [64.43343653 56.56656347],0
a2,1,0.041846,4.141416,[181 349] ; [30 92],[171.51840491 358.48159509] ; [39.48159509 82.51840491],0
d1,1,0.050446,3.826564,[370 160] ; [74 48],[360.9202454 169.0797546] ; [83.0797546 38.9202454],0
p12,1,0.06042,3.525823,[ 49 473] ; [  5 116],[ 43.83825816 478.16174184] ; [ 10.16174184 110.83825816],0
