Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,2e-06,22.23785,[70 33] ; [ 7 26],[58.31617647 44.68382353] ; [18.68382353 14.31617647],1
p10,1,3e-06,21.782019,[70 32] ; [ 7 25],[58.6119403 43.3880597] ; [18.3880597 13.6119403],1
p9,1,6e-06,20.634921,[80 20] ; [11 19],[70. 30.] ; [21.  9.],1
n6,1,1e-05,19.48415,[80 23] ; [12 21],[69.67647059 33.32352941] ; [22.32352941 10.67647059],1
v4,1,5.3e-05,16.338139,[86 17] ; [16 17],[77.25 25.75] ; [24.75  8.25],1
s2,1,0.004097,8.240463,[44 59] ; [ 5 28],[37.11029412 65.88970588] ; [11.88970588 21.11029412],0
a7,1,0.004336,8.137331,[63 39] ; [11 22],[55.91111111 46.08888889] ; [18.08888889 14.91111111],0
n2,1,0.004594,8.03264,[32  8] ; [5 8],[27.9245283 12.0754717] ; [9.0754717 3.9245283],0
s6,1,0.004935,7.90318,[50 52] ; [ 7 26],[43.06666667 58.93333333] ; [13.93333333 19.06666667],0
p2,1,0.005439,7.727273,[68 34] ; [13 20],[61.2 40.8] ; [19.8 13.2],0
b5,1,0.006194,7.49287,[71 32] ; [14 19],[64.375 38.625] ; [20.625 12.375],0
d4,1,0.006855,7.310451,[76 27] ; [16 17],[69.67647059 33.32352941] ; [22.32352941 10.67647059],0
n3,1,0.007004,7.271903,[29 11] ; [4 9],[24.90566038 15.09433962] ; [8.09433962 4.90566038],0
v2,1,0.007886,7.059167,[41 58] ; [ 5 27],[34.76335878 64.23664122] ; [11.23664122 20.76335878],0
r2,1,0.009411,6.743163,[81 19] ; [18 13],[75.57251908 24.42748092] ; [23.42748092  7.57251908],0
p4,1,0.014129,6.021954,[43 60] ; [ 6 27],[37.11029412 65.88970588] ; [11.88970588 21.11029412],0
a1,1,0.014539,5.971473,[ 5 98] ; [ 6 27],[ 8.33088235 94.66911765] ; [ 2.66911765 30.33088235],0
s3,1,0.023933,5.099446,[49 54] ; [ 8 24],[43.48888889 59.51111111] ; [13.51111111 18.48888889],0
s8,1,0.031066,4.649294,[28 75] ; [ 3 30],[23.47794118 79.52205882] ; [ 7.52205882 25.47794118],0
d3,1,0.035468,4.422478,[58 43] ; [12 21],[52.76119403 48.23880597] ; [17.23880597 15.76119403],0
d5,1,0.040599,4.192655,[75 27] ; [18 15],[70.26666667 31.73333333] ; [22.73333333 10.26666667],0
p3,1,0.05249,3.760088,[37 65] ; [ 6 27],[32.48888889 69.51111111] ; [10.51111111 22.48888889],0
p6,1,0.06297,3.457369,[25 76] ; [ 3 29],[21.26315789 79.73684211] ; [ 6.73684211 25.26315789],0
a3,1,0.074252,3.186428,[70 32] ; [17 16],[65.73333333 36.26666667] ; [21.26666667 11.73333333],0
d1,1,0.076534,3.137003,[46 57] ; [ 9 24],[41.65441176 61.34558824] ; [13.34558824 19.65441176],0
p7,1,0.089258,2.887701,[38 64] ; [ 7 26],[34. 68.] ; [11. 22.],0
u3,1,0.102544,2.665528,[14 19] ; [ 3 13],[11.44897959 21.55102041] ; [ 5.55102041 10.44897959],0
b4,1,0.112267,2.522015,[63 40] ; [15 18],[59.07352941 43.92647059] ; [18.92647059 14.07352941],0
b2,1,0.117611,2.448853,[22 40] ; [12 10],[25.0952381 36.9047619] ; [ 8.9047619 13.0952381],0
b3,1,0.117611,2.448853,[22 40] ; [12 10],[25.0952381 36.9047619] ; [ 8.9047619 13.0952381],0
n5,1,0.126871,2.330382,[63 40] ; [25  8],[66.64705882 36.35294118] ; [21.35294118 11.64705882],0
b1,1,0.134279,2.242329,[47 56] ; [20 13],[50.74264706 52.25735294] ; [16.25735294 16.74264706],0
a8,1,0.135414,2.229308,[12 86] ; [ 1 31],[ 9.8 88.2] ; [ 3.2 28.8],0
v1,1,0.177099,1.821801,[36 61] ; [ 8 25],[32.83076923 64.16923077] ; [11.16923077 21.83076923],0
s7,1,0.287188,1.132759,[32 66] ; [ 7 24],[29.62790698 68.37209302] ; [ 9.37209302 21.62790698],0
n4,1,0.326445,0.96295,[62 41] ; [23 10],[64.375 38.625] ; [20.625 12.375],0
s5,1,0.335946,0.92584,[23 74] ; [ 5 27],[21.05426357 75.94573643] ; [ 6.94573643 25.05426357],0
p12,1,0.392379,0.731558,[  1 102] ; [ 1 32],[  1.51470588 101.48529412] ; [ 0.48529412 32.51470588],0
u2,1,0.403822,0.696915,[14 18] ; [ 5 11],[12.66666667 19.33333333] ; [6.33333333 9.66666667],0
p1,1,0.44281,0.58899,[ 8 95] ; [ 4 29],[ 9.08823529 93.91176471] ; [ 2.91176471 30.08823529],0
