Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,27.080414,[ 52 115] ; [75 46],[73.64236111 93.35763889] ; [53.35763889 67.64236111],1
r1,1,2e-06,22.93895,[88 82] ; [98 26],[107.55102041  62.44897959] ; [78.44897959 45.55102041],1
v3,1,4e-06,21.070571,[ 32 136] ; [54 69],[ 49.64948454 118.35051546] ; [36.35051546 86.64948454],1
r4,1,0.000164,14.207873,[114  56] ; [107  17],[127.78911565  42.21088435] ; [93.21088435 30.78911565],1
r3,1,0.000184,13.986236,[135  34] ; [117   6],[145.84931507  23.15068493] ; [106.15068493  16.84931507],1
p10,1,0.001775,9.768431,[101  66] ; [95 27],[113.25951557  53.74048443] ; [82.74048443 39.25951557],0
p11,1,0.004151,8.216577,[108  62] ; [98 26],[119.11564626  50.88435374] ; [86.88435374 37.11564626],0
p6,1,0.005487,7.711377,[ 32 136] ; [41 82],[ 42.1443299 125.8556701] ; [30.8556701 92.1443299],0
r2,1,0.012556,6.230631,[136  33] ; [112  11],[143.53424658  25.46575342] ; [104.46575342  18.53424658],0
s6,1,0.016591,5.739096,[72 98] ; [69 53],[82.0890411 87.9109589] ; [58.9109589 63.0890411],0
p7,1,0.018223,5.574592,[81 84] ; [77 45],[90.83623693 74.16376307] ; [67.16376307 54.83623693],0
v4,1,0.018226,5.574302,[139  30] ; [113  10],[145.84931507  23.15068493] ; [106.15068493  16.84931507],0
p3,1,0.019067,5.495353,[ 54 116] ; [56 68],[ 63.60544218 106.39455782] ; [46.39455782 77.60544218],0
n3,1,0.026985,4.891775,[31 17] ; [27  4],[35.24050633 12.75949367] ; [22.75949367  8.24050633],0
p9,1,0.02878,4.780738,[111  57] ; [95 27],[119.33793103  48.66206897] ; [86.66206897 35.33793103],0
b4,1,0.037604,4.322838,[82 88] ; [75 49],[90.78231293 79.21768707] ; [66.21768707 57.78231293],0
s8,1,0.045942,3.983715,[ 36 134] ; [39 85],[ 43.36734694 126.63265306] ; [31.63265306 92.36734694],0
d3,1,0.051422,3.794479,[ 57 111] ; [56 68],[ 65.01369863 102.98630137] ; [47.98630137 76.01369863],0
a3,1,0.069321,3.299021,[85 83] ; [76 48],[92.63013699 75.36986301] ; [68.36986301 55.63013699],0
n6,1,0.075055,3.168859,[116  53] ; [96 27],[122.69863014  46.30136986] ; [89.30136986 33.69863014],0
n5,1,0.077675,3.112881,[109  59] ; [91 31],[115.86206897  52.13793103] ; [84.13793103 37.86206897],0
n2,1,0.078816,3.089144,[33 17] ; [26  5],[36.41975309 13.58024691] ; [22.58024691  8.41975309],0
d2,1,0.08607,2.946378,[ 30 140] ; [ 13 111],[ 24.86394558 145.13605442] ; [ 18.13605442 105.86394558],0
d5,1,0.086157,2.944752,[81 88] ; [72 52],[88.24914676 80.75085324] ; [64.75085324 59.24914676],0
d4,1,0.08824,2.906196,[83 87] ; [73 51],[90.20408163 79.79591837] ; [65.79591837 58.20408163],0
p4,1,0.096873,2.756286,[70 99] ; [63 60],[76.9760274 92.0239726] ; [56.0239726 66.9760274],0
a7,1,0.098991,2.721721,[98 71] ; [83 40],[104.75684932  64.24315068] ; [76.24315068 46.75684932],0
p8,1,0.105777,2.616209,[ 62 106] ; [57 66],[68.70103093 99.29896907] ; [50.29896907 72.70103093],0
u1,1,0.112705,2.515879,[  2 168] ; [  5 119],[  4.04761905 165.95238095] ; [  2.95238095 121.04761905],0
a5,1,0.117043,2.456451,[83 87] ; [72 52],[89.62585034 80.37414966] ; [65.37414966 58.62585034],0
b1,1,0.142665,2.14898,[79 91] ; [47 77],[72.85714286 97.14285714] ; [53.14285714 70.85714286],0
n4,1,0.148181,2.090879,[105  65] ; [86 37],[110.81911263  59.18088737] ; [80.18088737 42.81911263],0
s1,1,0.162984,1.946316,[ 10 159] ; [  3 118],[  7.57586207 161.42413793] ; [  5.42413793 115.57586207],0
a6,1,0.171726,1.867807,[92 78] ; [77 47],[97.72108844 72.27891156] ; [71.27891156 52.72108844],0
s4,1,0.184548,1.76061,[ 27 142] ; [ 13 110],[ 23.15068493 145.84931507] ; [ 16.84931507 106.15068493],0
n1,1,0.213374,1.548387,[22 28] ; [ 9 21],[19.375 30.625] ; [11.625 18.375],0
p2,1,0.251853,1.312997,[123  47] ; [97 27],[127.21088435  42.78911565] ; [92.78911565 31.21088435],0
a8,1,0.251954,1.312437,[ 21 139] ; [ 10 105],[ 18.03636364 141.96363636] ; [ 12.96363636 102.03636364],0
s7,1,0.338439,0.916335,[ 48 114] ; [41 76],[ 51.67741935 110.32258065] ; [37.32258065 79.67741935],0
a4,1,0.357531,0.846549,[ 43 125] ; [26 98],[ 39.69863014 128.30136986] ; [29.30136986 94.69863014],0
p5,1,0.381969,0.764354,[  7 161] ; [  8 116],[  8.63013699 159.36986301] ; [  6.36986301 117.63013699],0
p12,1,0.412368,0.671963,[  4 164] ; [  5 118],[  5.19587629 162.80412371] ; [  3.80412371 119.19587629],0
b2,1,0.462027,0.540979,[29 71] ; [25 48],[31.21387283 68.78612717] ; [22.78612717 50.21387283],0
b3,1,0.462027,0.540979,[29 71] ; [25 48],[31.21387283 68.78612717] ; [22.78612717 50.21387283],0
