Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.4348,[187 125] ; [12 40],[170.57142857 141.42857143] ; [28.42857143 23.57142857],1
p4,1,2e-06,23.001828,[229  85] ; [20 31],[214.20821918  99.79178082] ; [34.79178082 16.20821918],1
p7,1,5.4e-05,16.298796,[222  87] ; [21 28],[209.74022346  99.25977654] ; [33.25977654 15.74022346],1
p10,1,0.001394,10.213765,[281  34] ; [38 14],[273.80108992  41.19891008] ; [45.19891008  6.80108992],0
s1,1,0.001887,9.65651,[ 14 298] ; [ 8 43],[ 18.90909091 293.09090909] ; [ 3.09090909 47.90909091],0
n6,1,0.012068,6.300822,[290  22] ; [42  9],[285.3553719  26.6446281] ; [46.6446281  4.3553719],0
p3,1,0.017791,5.61657,[185 129] ; [21 30],[177.21643836 136.78356164] ; [28.78356164 22.21643836],0
d5,1,0.025094,5.017383,[271  43] ; [37 13],[265.69230769  48.30769231] ; [42.30769231  7.69230769],0
a3,1,0.03049,4.681423,[253  61] ; [35 17],[247.08196721  66.91803279] ; [40.91803279 11.08196721],0
n5,1,0.031226,4.640499,[284  29] ; [42 10],[279.55616438  33.44383562] ; [46.44383562  5.55616438],0
p9,1,0.049667,3.852652,[281  31] ; [42 10],[276.85714286  35.14285714] ; [46.14285714  5.85714286],0
p11,1,0.052856,3.748481,[260  55] ; [37 15],[254.91825613  60.08174387] ; [42.08174387  9.91825613],0
p6,1,0.055258,3.674286,[149 163] ; [17 34],[142.67768595 169.32231405] ; [23.32231405 27.67768595],0
s5,1,0.069928,3.284713,[149 150] ; [18 32],[143.07449857 155.92550143] ; [23.92550143 26.07449857],0
d4,1,0.077312,3.120528,[279  35] ; [40 10],[275.18131868  38.81868132] ; [43.81868132  6.18131868],0
v4,1,0.083705,2.991453,[303   9] ; [48  4],[300.85714286  11.14285714] ; [50.14285714  1.85714286],0
a2,1,0.097388,2.7478,[ 96 219] ; [10 42],[ 90.98092643 224.01907357] ; [15.01907357 36.98092643],0
a5,1,0.132702,2.260606,[253  62] ; [37 15],[248.91008174  66.08991826] ; [41.08991826 10.91008174],0
u3,1,0.20317,1.619441,[37 25] ; [13  4],[39.24050633 22.75949367] ; [10.75949367  6.24050633],0
d3,1,0.205559,1.602432,[229  86] ; [32 18],[225.24657534  89.75342466] ; [35.75342466 14.24657534],0
r3,1,0.208204,1.583868,[301  12] ; [48  4],[299.27945205  13.72054795] ; [49.72054795  2.27945205],0
b1,1,0.221049,1.497549,[129 186] ; [26 26],[133.03814714 181.96185286] ; [21.96185286 30.03814714],0
a8,1,0.248893,1.329507,[ 54 234] ; [ 6 44],[ 51.12426036 236.87573964] ; [ 8.87573964 41.12426036],0
r4,1,0.251739,1.313627,[293  22] ; [46  6],[290.96730245  24.03269755] ; [48.03269755  3.96730245],0
p5,1,0.299026,1.078532,[ 50 264] ; [ 5 44],[ 47.57575758 266.42424242] ; [ 7.42424242 41.57575758],0
u2,1,0.324944,0.968941,[35 26] ; [12  5],[36.75641026 24.24358974] ; [10.24358974  6.75641026],0
b4,1,0.326192,0.963955,[177 138] ; [33 19],[180.24523161 134.75476839] ; [29.75476839 22.24523161],0
s3,1,0.359937,0.838113,[277  35] ; [43  8],[275.04132231  36.95867769] ; [44.95867769  6.04132231],0
r2,1,0.361684,0.832037,[300  10] ; [49  3],[298.86740331  11.13259669] ; [50.13259669  1.86740331],0
a4,1,0.381575,0.765623,[166 149] ; [24 28],[163.07901907 151.92098093] ; [26.92098093 25.07901907],0
s4,1,0.384789,0.755345,[ 61 248] ; [13 39],[ 63.34072022 245.65927978] ; [10.65927978 41.34072022],0
b5,1,0.387599,0.746461,[186 129] ; [34 18],[188.82833787 126.17166213] ; [31.17166213 20.82833787],0
s7,1,0.404205,0.695781,[233  72] ; [34 14],[230.69405099  74.30594901] ; [36.30594901 11.69405099],0
a6,1,0.412923,0.670368,[201 113] ; [29 21],[198.40659341 115.59340659] ; [31.59340659 18.40659341],0
u4,1,0.427075,0.630764,[ 11 304] ; [ 3 49],[ 12.01634877 302.98365123] ; [ 1.98365123 50.01634877],0
b2,1,0.430584,0.621249,[ 81 120] ; [12 24],[ 78.87341772 122.12658228] ; [14.12658228 21.87341772],0
b3,1,0.430584,0.621249,[ 81 120] ; [12 24],[ 78.87341772 122.12658228] ; [14.12658228 21.87341772],0
s8,1,0.448424,0.574633,[202 112] ; [30 21],[199.58356164 114.41643836] ; [32.41643836 18.58356164],0
n3,1,0.495913,0.463671,[37 15] ; [12  3],[38.02985075 13.97014925] ; [10.97014925  4.02985075],0
v2,1,0.516647,0.420582,[181 125] ; [32 18],[183.08426966 122.91573034] ; [29.91573034 20.08426966],0
d1,1,0.523932,0.406146,[214 101] ; [33 19],[212.0027248 102.9972752] ; [34.9972752 17.0027248],0
n2,1,0.55663,0.345572,[41 10] ; [11  4],[40.18181818 10.81818182] ; [11.81818182  3.18181818],0
s6,1,0.596097,0.280923,[268  39] ; [44  8],[266.80779944  40.19220056] ; [45.19220056  6.80779944],0
p1,1,0.600964,0.273544,[ 29 285] ; [ 6 46],[ 30.0273224 283.9726776] ; [ 4.9726776 47.0273224],0
v3,1,0.608742,0.262011,[144 162] ; [24 23],[145.63172805 160.36827195] ; [22.36827195 24.63172805],0
a7,1,0.614522,0.253643,[228  86] ; [36 16],[226.49180328  87.50819672] ; [37.50819672 14.49180328],0
d2,1,0.690361,0.158694,[179 135] ; [27 23],[177.7032967 136.2967033] ; [28.2967033 21.7032967],0
r1,1,0.709683,0.138593,[266  48] ; [43  9],[265.09836066  48.90163934] ; [43.90163934  8.09836066],0
v1,1,0.768747,0.086444,[183 123] ; [31 19],[183.94382022 122.05617978] ; [30.05617978 19.94382022],0
a1,1,0.872987,0.025557,[ 20 295] ; [ 3 49],[ 19.74114441 295.25885559] ; [ 3.25885559 48.74114441],0
u1,1,0.891758,0.018518,[ 76 239] ; [13 39],[ 76.38964578 238.61035422] ; [12.61035422 39.38964578],0
p12,1,0.914011,0.01166,[ 38 277] ; [ 6 46],[ 37.76566757 277.23433243] ; [ 6.23433243 45.76566757],0
n1,1,0.914588,0.011503,[23 28] ; [7 8],[23.18181818 27.81818182] ; [6.81818182 8.18181818],0
