Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,69.404019,[112  55] ; [ 34 126],[74.56269113 92.43730887] ; [71.43730887 88.56269113],1
p6,1,0.0,29.974235,[76 90] ; [ 27 129],[ 53.09937888 112.90062112] ; [ 49.90062112 106.09937888],1
p7,1,0.0,26.27347,[123  41] ; [74 83],[100.64797508  63.35202492] ; [96.35202492 60.64797508],1
p8,1,0.0,25.850761,[102  63] ; [ 53 105],[79.17956656 85.82043344] ; [75.82043344 82.17956656],1
p2,1,2.5e-05,17.780556,[148  18] ; [112  47],[132.8  33.2] ; [127.2  31.8],1
p5,1,0.000255,13.37625,[ 30 136] ; [  8 151],[ 19.40923077 146.59076923] ; [ 18.59076923 140.40923077],1
s7,1,0.000368,12.685672,[83 74] ; [ 51 104],[67.42948718 89.57051282] ; [66.57051282 88.42948718],1
p10,1,0.000558,11.910273,[141  23] ; [110  47],[128.23676012  35.76323988] ; [122.76323988  34.23676012],1
s8,1,0.011883,6.328272,[71 96] ; [ 46 112],[ 60.12 106.88] ; [ 56.88 101.12],0
n5,1,0.012189,6.283162,[135  31] ; [111  49],[125.26380368  40.73619632] ; [120.73619632  39.26380368],0
a6,1,0.018748,5.524901,[103  64] ; [78 82],[92.43730887 74.56269113] ; [88.56269113 71.43730887],0
n4,1,0.019832,5.426637,[131  35] ; [108  52],[121.6993865  44.3006135] ; [117.3006135  42.6993865],0
d3,1,0.023888,5.102761,[75 92] ; [ 52 107],[ 65.05828221 101.94171779] ; [61.94171779 97.05828221],0
a7,1,0.032415,4.576401,[115  51] ; [92 67],[105.72923077  60.27076923] ; [101.27076923  57.72923077],0
a5,1,0.033339,4.528305,[102  65] ; [79 81],[92.43730887 74.56269113] ; [88.56269113 71.43730887],0
p9,1,0.058897,3.568177,[142  25] ; [119  36],[135.36335404  31.63664596] ; [125.63664596  29.36335404],0
r1,1,0.06812,3.327757,[123  43] ; [103  56],[115.43384615  50.56615385] ; [110.56615385  48.43384615],0
s6,1,0.09748,2.7463,[112  50] ; [94 62],[104.94339623  57.05660377] ; [101.05660377  54.94339623],0
v1,1,0.111383,2.534482,[86 79] ; [67 88],[78.890625 86.109375] ; [74.109375 80.890625],0
a2,1,0.119017,2.430214,[ 13 154] ; [  6 154],[  9.70336391 157.29663609] ; [  9.29663609 150.70336391],0
r4,1,0.158252,1.99085,[147  20] ; [132  28],[142.48623853  24.51376147] ; [136.51376147  23.48623853],0
d5,1,0.161495,1.960167,[99 68] ; [82 77],[92.7208589 74.2791411] ; [88.2791411 70.7208589],0
p1,1,0.183767,1.766891,[ 16 150] ; [  9 149],[ 12.80864198 153.19135802] ; [ 12.19135802 145.80864198],0
n2,1,0.191587,1.705372,[22  9] ; [40  8],[24.32911392  6.67088608] ; [37.67088608 10.32911392],0
s4,1,0.192997,1.694588,[ 24 141] ; [ 32 128],[ 28.43076923 136.56923077] ; [ 27.56923077 132.43076923],0
v3,1,0.206592,1.595152,[ 60 105] ; [ 47 111],[ 54.65944272 110.34055728] ; [ 52.34055728 105.65944272],0
s1,1,0.244197,1.356202,[  5 159] ; [  9 149],[  7.13043478 156.86956522] ; [  6.86956522 151.13043478],0
a4,1,0.279759,1.168261,[ 44 122] ; [ 34 125],[ 39.84 126.16] ; [ 38.16 120.84],0
p12,1,0.304736,1.053354,[ 13 153] ; [  8 151],[ 10.72615385 155.27384615] ; [ 10.27384615 148.72615385],0
u3,1,0.334072,0.933048,[35 33] ; [33 43],[32.11111111 35.88888889] ; [35.88888889 40.11111111],0
a3,1,0.372234,0.796193,[97 70] ; [84 74],[93.00615385 73.99384615] ; [87.99384615 70.00615385],0
