Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.749474,[42 14] ; [ 8 24],[31.81818182 24.18181818] ; [18.18181818 13.81818182],1
p10,1,0.000326,12.914331,[53  4] ; [20 12],[46.75280899 10.24719101] ; [26.24719101  5.75280899],1
p2,1,0.006818,7.320314,[53  4] ; [23  9],[48.6741573  8.3258427] ; [27.3258427  4.6741573],0
p6,1,0.011561,6.376996,[28 29] ; [ 7 25],[22.41573034 34.58426966] ; [12.58426966 19.41573034],0
p9,1,0.016112,5.790623,[52  5] ; [23  9],[48.03370787  8.96629213] ; [26.96629213  5.03370787],0
p4,1,0.018861,5.514366,[41 16] ; [15 17],[35.86516854 21.13483146] ; [20.13483146 11.86516854],0
p3,1,0.026692,4.910639,[37 20] ; [13 19],[32.02247191 24.97752809] ; [17.97752809 14.02247191],0
d5,1,0.037511,4.327047,[52  5] ; [24  8],[48.6741573  8.3258427] ; [27.3258427  4.6741573],0
d1,1,0.048963,3.876631,[42 15] ; [17 15],[37.78651685 19.21348315] ; [21.21348315 10.78651685],0
a5,1,0.059798,3.542987,[46 11] ; [20 12],[42.26966292 14.73033708] ; [23.73033708  8.26966292],0
v1,1,0.075354,3.162358,[34 21] ; [13 18],[30.05813953 24.94186047] ; [16.94186047 14.05813953],0
u2,1,0.107785,2.586402,[ 9 12] ; [8 3],[11.15625  9.84375] ; [5.84375 5.15625],0
n5,1,0.132912,2.258162,[42 15] ; [18 13],[38.86363636 18.13636364] ; [21.13636364  9.86363636],0
a2,1,0.174027,1.847905,[14 43] ; [ 4 28],[11.52808989 45.47191011] ; [ 6.47191011 25.52808989],0
s3,1,0.19228,1.700062,[28 28] ; [20 11],[30.89655172 25.10344828] ; [17.10344828 13.89655172],0
r1,1,0.21,1.571429,[48  8] ; [24  8],[45.81818182 10.18181818] ; [26.18181818  5.81818182],0
p12,1,0.233569,1.418997,[ 3 53] ; [ 4 28],[ 4.45454545 51.54545455] ; [ 2.54545455 29.45454545],0
p1,1,0.248788,1.330097,[ 2 55] ; [ 3 29],[ 3.20224719 53.79775281] ; [ 1.79775281 30.20224719],0
a1,1,0.259454,1.271666,[ 1 56] ; [ 2 30],[ 1.92134831 55.07865169] ; [ 1.07865169 30.92134831],0
u3,1,0.265683,1.238901,[11 10] ; [8 3],[12.46875  8.53125] ; [6.53125 4.46875],0
p11,1,0.275701,1.188162,[51  6] ; [26  6],[49.31460674  7.68539326] ; [27.68539326  4.31460674],0
d3,1,0.328914,0.95317,[38 19] ; [18 14],[35.86516854 21.13483146] ; [20.13483146 11.86516854],0
a6,1,0.328914,0.95317,[38 19] ; [18 14],[35.86516854 21.13483146] ; [20.13483146 11.86516854],0
n4,1,0.338393,0.916511,[46 11] ; [23  9],[44.19101124 12.80898876] ; [24.80898876  7.19101124],0
s2,1,0.343713,0.896532,[23 33] ; [16 15],[25.10344828 30.89655172] ; [13.89655172 17.10344828],0
a8,1,0.345062,0.891532,[10 45] ; [ 3 26],[ 8.51190476 46.48809524] ; [ 4.48809524 24.51190476],0
s5,1,0.350331,0.872259,[18 38] ; [ 6 21],[16.19277108 39.80722892] ; [ 7.80722892 19.19277108],0
b4,1,0.390037,0.738828,[39 18] ; [19 13],[37.14606742 19.85393258] ; [20.85393258 11.14606742],0
u1,1,0.395202,0.722878,[ 9 48] ; [ 3 29],[ 7.68539326 49.31460674] ; [ 4.31460674 27.68539326],0
a4,1,0.457711,0.551486,[26 31] ; [12 20],[24.33707865 32.66292135] ; [13.66292135 18.33707865],0
a7,1,0.526552,0.401042,[42 14] ; [22 10],[40.72727273 15.27272727] ; [23.27272727  8.72727273],0
p5,1,0.549185,0.358778,[ 2 55] ; [ 2 30],[ 2.56179775 54.43820225] ; [ 1.43820225 30.56179775],0
d2,1,0.634531,0.225966,[35 22] ; [18 14],[33.94382022 23.05617978] ; [19.05617978 12.94382022],0
b1,1,0.648962,0.207211,[26 31] ; [13 19],[24.97752809 32.02247191] ; [14.02247191 17.97752809],0
s6,1,0.694209,0.154567,[38 18] ; [23  9],[38.81818182 17.18181818] ; [22.18181818  9.81818182],0
v2,1,0.694837,0.153899,[30 25] ; [14 14],[29.15662651 25.84337349] ; [14.84337349 13.15662651],0
b2,1,0.702034,0.146365,[16 21] ; [ 8 13],[15.31034483 21.68965517] ; [ 8.68965517 12.31034483],0
b3,1,0.702034,0.146365,[16 21] ; [ 8 13],[15.31034483 21.68965517] ; [ 8.68965517 12.31034483],0
n1,1,0.70663,0.141667,[2 6] ; [3 6],[2.35294118 5.64705882] ; [2.64705882 6.35294118],0
r2,1,0.709703,0.138574,[52  4] ; [29  3],[51.54545455  4.45454545] ; [29.45454545  2.54545455],0
n2,1,0.737316,0.1125,[5 3] ; [7 3],[5.33333333 2.66666667] ; [6.66666667 3.33333333],0
b5,1,0.754867,0.097486,[34 23] ; [18 14],[33.30337079 23.69662921] ; [18.69662921 13.30337079],0
d4,1,0.771501,0.084339,[46 11] ; [25  7],[45.47191011 11.52808989] ; [25.52808989  6.47191011],0
a3,1,0.815958,0.054171,[36 21] ; [21 11],[36.50561798 20.49438202] ; [20.49438202 11.50561798],0
s4,1,0.816496,0.053849,[10 47] ; [ 5 27],[ 9.60674157 47.39325843] ; [ 5.39325843 26.60674157],0
r4,1,0.846166,0.037641,[54  3] ; [30  2],[53.79775281  3.20224719] ; [30.20224719  1.79775281],0
n3,1,0.857596,0.032197,[5 3] ; [6 3],[5.17647059 2.82352941] ; [5.82352941 3.17647059],0
v3,1,0.872972,0.025563,[21 35] ; [10 18],[20.66666667 35.33333333] ; [10.33333333 17.66666667],0
v4,1,0.889783,0.019204,[53  4] ; [30  2],[53.15730337  3.84269663] ; [29.84269663  2.15730337],0
n6,1,0.927608,0.008255,[45 12] ; [25  7],[44.83146067 12.16853933] ; [25.16853933  6.83146067],0
