Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.005326,7.76544,[ 3 31] ; [13 22],[ 7.88405797 26.11594203] ; [ 8.11594203 26.88405797],0
p8,1,0.007412,7.17037,[ 8 28] ; [19 17],[13.5 22.5] ; [13.5 22.5],0
v4,1,0.012616,6.222222,[28  8] ; [35  1],[31.5  4.5] ; [31.5  4.5],0
d4,1,0.013134,6.150977,[33  2] ; [26 10],[29.08450704  5.91549296] ; [29.91549296  6.08450704],0
p10,1,0.016104,5.79146,[ 5 31] ; [14 22],[ 9.5 26.5] ; [ 9.5 26.5],0
r4,1,0.016104,5.79146,[22 14] ; [31  5],[26.5  9.5] ; [26.5  9.5],0
p2,1,0.030572,4.676824,[17 19] ; [26 10],[21.5 14.5] ; [21.5 14.5],0
p3,1,0.031636,4.618136,[ 8 27] ; [17 19],[12.32394366 22.67605634] ; [12.67605634 23.32394366],0
b1,1,0.032187,4.588513,[16 20] ; [25 11],[20.5 15.5] ; [20.5 15.5],0
d5,1,0.052078,3.773262,[31  5] ; [24 12],[27.5  8.5] ; [27.5  8.5],0
d1,1,0.058954,3.566563,[23 13] ; [15 21],[19. 17.] ; [19. 17.],0
p11,1,0.058954,3.566563,[15 21] ; [23 13],[19. 17.] ; [19. 17.],0
s2,1,0.072512,3.22521,[ 9 25] ; [17 19],[12.62857143 21.37142857] ; [13.37142857 22.62857143],0
a4,1,0.076843,3.130435,[15 21] ; [ 8 28],[11.5 24.5] ; [11.5 24.5],0
s3,1,0.111473,2.533216,[11 24] ; [18 18],[14.29577465 20.70422535] ; [14.70422535 21.29577465],0
a8,1,0.119897,2.418669,[ 1 28] ; [ 5 28],[ 2.80645161 26.19354839] ; [ 3.19354839 29.80645161],0
a2,1,0.12554,2.346806,[ 9 27] ; [ 4 32],[ 6.5 29.5] ; [ 6.5 29.5],0
s8,1,0.131343,2.276563,[ 7 28] ; [13 23],[ 9.85915493 25.14084507] ; [10.14084507 25.85915493],0
a7,1,0.144167,2.132906,[27  8] ; [22 14],[24.15492958 10.84507042] ; [24.84507042 11.15492958],0
a3,1,0.146924,2.103896,[25 11] ; [19 17],[22. 14.] ; [22. 14.],0
n5,1,0.157299,2.0,[15 21] ; [21 15],[18. 18.] ; [18. 18.],0
r2,1,0.172848,1.858065,[29  7] ; [33  3],[31.  5.] ; [31.  5.],0
s7,1,0.199981,1.642512,[ 9 25] ; [14 20],[11.5 22.5] ; [11.5 22.5],0
n4,1,0.215825,1.531915,[21 15] ; [26 10],[23.5 12.5] ; [23.5 12.5],0
s4,1,0.217327,1.521932,[ 5 30] ; [ 2 34],[ 3.45070423 31.54929577] ; [ 3.54929577 32.45070423],0
u2,1,0.233703,1.418182,[7 4] ; [6 9],[5.5 5.5] ; [7.5 7.5],0
d2,1,0.288381,1.127165,[18 17] ; [14 22],[15.77464789 19.22535211] ; [16.22535211 19.77464789],0
n2,1,0.305507,1.05,[9 5] ; [6 1],[10.  4.] ; [5. 2.],0
u3,1,0.314736,1.010695,[6 5] ; [ 6 11],[4.71428571 6.28571429] ; [7.28571429 9.71428571],0
b3,1,0.32399,0.972773,[ 9 14] ; [ 5 15],[ 7.48837209 15.51162791] ; [ 6.51162791 13.48837209],0
b2,1,0.32399,0.972773,[ 9 14] ; [ 5 15],[ 7.48837209 15.51162791] ; [ 6.51162791 13.48837209],0
v3,1,0.349597,0.87492,[17 17] ; [14 22],[15.05714286 18.94285714] ; [15.94285714 20.05714286],0
n1,1,0.357197,0.847724,[ 4 10] ; [3 3],[4.9 9.1] ; [2.1 3.9],0
r3,1,0.373737,0.791201,[31  4] ; [34  2],[32.04225352  2.95774648] ; [32.95774648  3.04225352],0
r1,1,0.422448,0.643496,[25 11] ; [28  8],[26.5  9.5] ; [26.5  9.5],0
p4,1,0.477968,0.503497,[15 21] ; [18 18],[16.5 19.5] ; [16.5 19.5],0
v1,1,0.479331,0.500386,[16 20] ; [19 17],[17.5 18.5] ; [17.5 18.5],0
n3,1,0.603743,0.269388,[9 5] ; [6 2],[9.54545455 4.45454545] ; [5.45454545 2.54545455],0
b5,1,0.628745,0.233766,[21 15] ; [23 13],[22. 14.] ; [22. 14.],0
p1,1,0.642934,0.214925,[ 3 33] ; [ 2 34],[ 2.5 33.5] ; [ 2.5 33.5],0
u1,1,0.72158,0.126984,[ 5 31] ; [ 4 32],[ 4.5 31.5] ; [ 4.5 31.5],0
s6,1,0.723014,0.125623,[18 17] ; [17 19],[17.25352113 17.74647887] ; [17.74647887 18.25352113],0
b4,1,0.800456,0.063886,[25 11] ; [24 12],[24.5 11.5] ; [24.5 11.5],0
n6,1,0.800456,0.063886,[24 12] ; [25 11],[24.5 11.5] ; [24.5 11.5],0
d3,1,0.804489,0.061277,[24 12] ; [23 13],[23.5 12.5] ; [23.5 12.5],0
a5,1,0.807671,0.059259,[23 13] ; [22 14],[22.5 13.5] ; [22.5 13.5],0
s5,1,0.819304,0.052185,[ 7 27] ; [ 8 27],[ 7.39130435 26.60869565] ; [ 7.60869565 27.39130435],0
s1,1,0.976864,0.000841,[ 2 33] ; [ 2 34],[ 1.97183099 33.02816901] ; [ 2.02816901 33.97183099],0
a1,1,1.0,0.0,[ 2 34] ; [ 2 34],[ 2. 34.] ; [ 2. 34.],0
a6,1,1.0,0.0,[23 13] ; [23 13],[23. 13.] ; [23. 13.],0
