Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001345,10.27972,[2 3] ; [50  5],[4.33333333 0.66666667] ; [47.66666667  7.33333333],0
r4,1,0.003247,8.663102,[2 3] ; [49  6],[4.25 0.75] ; [46.75  8.25],0
r3,1,0.019517,5.454545,[3 2] ; [51  4],[4.5 0.5] ; [49.5  5.5],0
a8,1,0.026515,4.922144,[2 3] ; [ 4 47],[0.53571429 4.46428571] ; [ 5.46428571 45.53571429],0
b4,1,0.069379,3.297662,[1 4] ; [34 21],[2.91666667 2.08333333] ; [32.08333333 22.91666667],0
r1,1,0.100746,2.693695,[2 3] ; [41 14],[3.58333333 1.41666667] ; [39.41666667 15.58333333],0
d4,1,0.100746,2.693695,[2 3] ; [41 14],[3.58333333 1.41666667] ; [39.41666667 15.58333333],0
b1,1,0.161125,1.963636,[4 1] ; [26 29],[2.5 2.5] ; [27.5 27.5],0
d3,1,0.185442,1.753463,[1 4] ; [28 27],[2.41666667 2.58333333] ; [26.58333333 28.41666667],0
s2,1,0.185442,1.753463,[1 4] ; [28 27],[2.41666667 2.58333333] ; [26.58333333 28.41666667],0
p10,1,0.186449,1.745455,[2 3] ; [38 17],[3.33333333 1.66666667] ; [36.66666667 18.33333333],0
d2,1,0.198724,1.651728,[1 4] ; [27 27],[2.37288136 2.62711864] ; [25.62711864 28.37288136],0
p11,1,0.220902,1.498501,[2 3] ; [37 18],[3.25 1.75] ; [35.75 19.25],0
v3,1,0.221684,1.493436,[3 2] ; [17 35],[1.75438596 3.24561404] ; [18.24561404 33.75438596],0
v2,1,0.22412,1.477794,[1 3] ; [31 24],[2.16949153 1.83050847] ; [29.83050847 25.16949153],0
n6,1,0.2536,1.303362,[3 2] ; [44 10],[3.98305085 1.01694915] ; [43.01694915 10.98305085],0
s6,1,0.258119,1.278817,[2 3] ; [36 19],[3.16666667 1.83333333] ; [34.83333333 20.16666667],0
p4,1,0.271455,1.209379,[4 1] ; [30 25],[2.83333333 2.16666667] ; [31.16666667 23.83333333],0
a3,1,0.297979,1.083218,[2 3] ; [35 20],[3.08333333 1.91666667] ; [33.91666667 21.08333333],0
a7,1,0.297979,1.083218,[2 3] ; [35 20],[3.08333333 1.91666667] ; [33.91666667 21.08333333],0
p8,1,0.340356,0.909091,[3 2] ; [21 34],[2. 3.] ; [22. 33.],0
a6,1,0.340356,0.909091,[2 3] ; [34 21],[3. 2.] ; [33. 22.],0
s8,1,0.340356,0.909091,[1 4] ; [23 32],[2. 3.] ; [22. 33.],0
n4,1,0.418492,0.654545,[3 2] ; [42 13],[3.75 1.25] ; [41.25 13.75],0
s1,1,0.436275,0.606061,[1 4] ; [ 5 50],[0.5 4.5] ; [ 5.5 49.5],0
p5,1,0.458328,0.549976,[1 4] ; [ 5 48],[0.51724138 4.48275862] ; [ 5.48275862 47.51724138],0
a5,1,0.481321,0.495868,[3 2] ; [41 14],[3.66666667 1.33333333] ; [40.33333333 14.66666667],0
s3,1,0.58558,0.2973,[2 3] ; [29 26],[2.58333333 2.41666667] ; [28.41666667 26.58333333],0
d5,1,0.610299,0.25974,[3 2] ; [39 16],[3.5 1.5] ; [38.5 16.5],0
n5,1,0.665809,0.186544,[4 1] ; [39 16],[3.58333333 1.41666667] ; [39.41666667 15.58333333],0
u3,1,0.70386,0.144487,[2 1] ; [11  9],[1.69565217 1.30434783] ; [11.30434783  8.69565217],0
u2,1,0.70386,0.144487,[1 2] ; [ 9 11],[1.30434783 1.69565217] ; [ 8.69565217 11.30434783],0
p9,1,0.741182,0.109091,[3 2] ; [37 18],[3.33333333 1.66666667] ; [36.66666667 18.33333333],0
a4,1,0.814421,0.055096,[2 3] ; [25 30],[2.25 2.75] ; [24.75 30.25],0
v1,1,0.855508,0.033159,[2 3] ; [23 29],[2.19298246 2.80701754] ; [22.80701754 29.19298246],0
s4,1,0.908687,0.013155,[1 4] ; [12 42],[1.10169492 3.89830508] ; [11.89830508 42.10169492],0
b5,1,0.937069,0.006234,[3 2] ; [32 23],[2.91666667 2.08333333] ; [32.08333333 22.91666667],0
