Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000808,11.223459,[ 7 44] ; [17 20],[13.90909091 37.09090909] ; [10.09090909 26.90909091],1
p4,1,0.000928,10.965374,[19 32] ; [27 10],[26.65909091 24.34090909] ; [19.34090909 17.65909091],1
b2,1,0.023927,5.099914,[ 2 29] ; [ 7 17],[ 5.07272727 25.92727273] ; [ 3.92727273 20.07272727],0
b3,1,0.023927,5.099914,[ 2 29] ; [ 7 17],[ 5.07272727 25.92727273] ; [ 3.92727273 20.07272727],0
p7,1,0.024937,5.028243,[27 22] ; [29  8],[31.90697674 17.09302326] ; [24.09302326 12.90697674],0
p5,1,0.026045,4.953042,[ 2 47] ; [ 7 30],[ 5.12790698 43.87209302] ; [ 3.87209302 33.12790698],0
p8,1,0.043605,4.071805,[15 35] ; [19 18],[19.54022989 30.45977011] ; [14.45977011 22.54022989],0
n5,1,0.05236,3.764233,[35 16] ; [32  5],[38.82954545 12.17045455] ; [28.17045455  8.82954545],0
a6,1,0.066514,3.367028,[23 28] ; [24 13],[27.23863636 23.76136364] ; [19.76136364 17.23863636],0
n4,1,0.09403,2.803995,[34 16] ; [31  6],[37.35632184 12.64367816] ; [27.64367816  9.35632184],0
b1,1,0.100384,2.699438,[16 35] ; [18 19],[19.70454545 31.29545455] ; [14.29545455 22.70454545],0
s1,1,0.109097,2.567247,[ 6 43] ; [ 1 36],[ 3.98837209 45.01162791] ; [ 3.01162791 33.98837209],0
a7,1,0.119705,2.421183,[26 25] ; [25 12],[29.55681818 21.44318182] ; [21.44318182 15.55681818],0
v3,1,0.227094,1.458973,[15 34] ; [16 21],[17.6627907 31.3372093] ; [13.3372093 23.6627907],0
b5,1,0.250286,1.321708,[24 27] ; [22 15],[26.65909091 24.34090909] ; [19.34090909 17.65909091],0
s2,1,0.253161,1.305776,[35 16] ; [21 16],[32.45454545 18.54545455] ; [23.54545455 13.45454545],0
d2,1,0.29112,1.114435,[ 9 42] ; [10 27],[11.01136364 39.98863636] ; [ 7.98863636 29.01136364],0
a5,1,0.332482,0.939207,[25 26] ; [22 15],[27.23863636 23.76136364] ; [19.76136364 17.23863636],0
s4,1,0.353977,0.859149,[14 37] ; [ 7 30],[12.17045455 38.82954545] ; [ 8.82954545 28.17045455],0
s6,1,0.35674,0.849336,[34 16] ; [27  8],[35.88235294 14.11764706] ; [25.11764706  9.88235294],0
n1,1,0.362656,0.828676,[ 5 12] ; [3 3],[ 5.91304348 11.08695652] ; [2.08695652 3.91304348],0
p12,1,0.379391,0.772676,[ 1 50] ; [ 2 35],[ 1.73863636 49.26136364] ; [ 1.26136364 35.73863636],0
d1,1,0.379391,0.772676,[ 1 50] ; [ 2 35],[ 1.73863636 49.26136364] ; [ 1.26136364 35.73863636],0
p9,1,0.411637,0.674069,[36 15] ; [29  8],[37.67045455 13.32954545] ; [27.32954545  9.67045455],0
r2,1,0.414737,0.665181,[47  3] ; [33  4],[45.97701149  4.02298851] ; [34.02298851  2.97701149],0
v4,1,0.448234,0.575113,[45  3] ; [33  4],[44.04705882  3.95294118] ; [33.95294118  3.04705882],0
