Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,70.604324,[22 45] ; [197  36],[48.91 18.09] ; [170.09  62.91],1
n6,1,5.5e-05,16.270776,[43 25] ; [198  34],[54.62666667 13.37333333] ; [186.37333333  45.62666667],1
a5,1,0.000137,14.544886,[35 33] ; [176  57],[47.66777409 20.33222591] ; [163.33222591  69.66777409],1
s7,1,0.001792,9.751737,[19 45] ; [114 106],[29.97183099 34.02816901] ; [103.02816901 116.97183099],0
u1,1,0.002588,9.077371,[ 3 65] ; [ 46 187],[11.06976744 56.93023256] ; [ 37.93023256 195.06976744],0
s6,1,0.004962,7.893332,[36 31] ; [162  63],[45.43150685 21.56849315] ; [152.56849315  72.43150685],0
p6,1,0.005144,7.828239,[14 52] ; [ 93 140],[23.6187291 42.3812709] ; [ 83.3812709 149.6187291],0
p11,1,0.005347,7.758089,[41 27] ; [180  53],[49.9269103 18.0730897] ; [171.0730897  61.9269103],0
p4,1,0.005758,7.624595,[28 39] ; [141  91],[37.86956522 29.13043478] ; [131.13043478 100.86956522],0
p3,1,0.006468,7.415012,[20 48] ; [111 120],[29.79264214 38.20735786] ; [101.20735786 129.79264214],0
v3,1,0.011228,6.428827,[ 6 61] ; [ 52 174],[13.26279863 53.73720137] ; [ 44.73720137 181.26279863],0
d5,1,0.015773,5.828059,[46 22] ; [188  43],[53.2173913 14.7826087] ; [180.7826087  50.2173913],0
a4,1,0.017208,5.675054,[23 45] ; [116 115],[31.61204013 36.38795987] ; [107.38795987 123.61204013],0
d1,1,0.019452,5.460375,[30 38] ; [140  93],[38.40531561 29.59468439] ; [131.59468439 101.40531561],0
r2,1,0.022738,5.188427,[61  7] ; [224   8],[64.6  3.4] ; [220.4  11.6],0
a2,1,0.026208,4.94223,[ 9 59] ; [ 61 172],[15.81395349 52.18604651] ; [ 54.18604651 178.81395349],0
r4,1,0.032841,4.554035,[59  9] ; [220  13],[63.02990033  4.97009967] ; [215.97009967  17.02990033],0
s2,1,0.04055,4.194707,[25 42] ; [119 112],[32.37583893 34.62416107] ; [111.62416107 119.37583893],0
a3,1,0.051683,3.786004,[40 28] ; [164  66],[46.55033557 21.44966443] ; [157.44966443  72.55033557],0
s8,1,0.056092,3.649327,[21 46] ; [103 129],[27.78595318 39.21404682] ; [ 96.21404682 135.78595318],0
r3,1,0.070364,3.274512,[59  9] ; [217  15],[62.56  5.44] ; [213.44  18.56],0
p10,1,0.070374,3.274279,[44 24] ; [175  56],[49.80602007 18.19397993] ; [169.19397993  61.80602007],0
n1,1,0.071504,3.248143,[ 8 20] ; [28 29],[11.85882353 16.14117647] ; [24.14117647 32.85882353],0
p8,1,0.075914,3.150271,[27 41] ; [120 111],[33.43143813 34.56856187] ; [113.56856187 117.43143813],0
p2,1,0.076309,3.141811,[49 19] ; [190  42],[54.17333333 13.82666667] ; [184.82666667  47.17333333],0
a8,1,0.079545,3.074182,[ 4 60] ; [ 31 182],[ 8.0866426 55.9133574] ; [ 26.9133574 186.0866426],0
s3,1,0.080828,3.048175,[33 35] ; [139  91],[39.24832215 28.75167785] ; [132.75167785  97.24832215],0
p9,1,0.082979,3.005565,[46 22] ; [180  51],[51.39799331 16.60200669] ; [174.60200669  56.39799331],0
b2,1,0.091073,2.855302,[ 8 27] ; [57 93],[12.2972973 22.7027027] ; [52.7027027 97.2972973],0
