Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,223.115962,[490  43] ; [29 70],[437.70094937  95.29905063] ; [81.29905063 17.70094937],1
p11,1,0.0,45.343536,[438  97] ; [51 49],[411.99212598 123.00787402] ; [77.00787402 22.99212598],1
p2,1,0.0,27.397058,[464  69] ; [66 34],[446.27172196  86.72827804] ; [83.72827804 16.27172196],1
b1,1,2e-06,22.714591,[167 368] ; [56 44],[187.88188976 347.11811024] ; [35.11811024 64.88188976],1
s8,1,2.3e-05,17.912851,[245 286] ; [23 76],[225.88571429 305.11428571] ; [42.11428571 56.88571429],1
s2,1,3.8e-05,16.963016,[293 237] ; [32 66],[274.28343949 255.71656051] ; [50.71656051 47.28343949],1
v4,1,4.9e-05,16.488071,[521  11] ; [90 10],[514.32278481  17.67721519] ; [96.67721519  3.32278481],1
s6,1,0.000121,14.773824,[369 156] ; [50 49],[352.52403846 172.47596154] ; [66.47596154 32.52403846],1
r4,1,0.000152,14.343301,[509  26] ; [85 15],[500.45669291  34.54330709] ; [93.54330709  6.45669291],1
v1,1,0.000175,14.077515,[298 221] ; [37 63],[280.88045234 238.11954766] ; [54.11954766 45.88045234],1
p7,1,0.000184,13.987485,[343 178] ; [45 53],[326.57189015 194.42810985] ; [61.42810985 36.57189015],1
p8,1,0.000353,12.765757,[298 230] ; [37 63],[281.65605096 246.34394904] ; [53.34394904 46.65605096],1
s5,1,0.000433,12.385045,[178 336] ; [16 81],[163.20130933 350.79869067] ; [30.79869067 66.20130933],1
p3,1,0.000574,11.857913,[284 250] ; [34 65],[268.26540284 265.73459716] ; [49.73459716 49.26540284],1
n6,1,0.000722,11.430735,[458  73] ; [72 27],[446.71428571  84.28571429] ; [83.28571429 15.71428571],1
p6,1,0.000741,11.384511,[209 323] ; [21 77],[194.22222222 337.77777778] ; [35.77777778 62.22222222],1
s7,1,0.001786,9.757015,[258 253] ; [31 63],[244.09752066 266.90247934] ; [44.90247934 49.09752066],0
n5,1,0.002186,9.386338,[403 129] ; [61 39],[390.58227848 141.41772152] ; [73.41772152 26.58227848],0
a5,1,0.003057,8.77303,[412 123] ; [63 37],[400.19685039 134.80314961] ; [74.80314961 25.19685039],0
v2,1,0.003327,8.618596,[311 200] ; [44 54],[297.87356322 213.12643678] ; [57.12643678 40.87356322],0
r3,1,0.004715,7.985796,[517  16] ; [91  9],[511.94944708  21.05055292] ; [96.05055292  3.94944708],0
p4,1,0.005767,7.621572,[337 196] ; [48 51],[324.6914557 208.3085443] ; [60.3085443 38.6914557],0
s3,1,0.011077,6.452926,[307 220] ; [44 55],[295.49041534 231.50958466] ; [55.50958466 43.49041534],0
p5,1,0.013808,6.062533,[ 66 465] ; [ 4 96],[ 58.90649762 472.09350238] ; [11.09350238 88.90649762],0
d1,1,0.038794,4.269844,[347 188] ; [54 46],[337.8503937 197.1496063] ; [63.1496063 36.8503937],0
a4,1,0.044372,4.042334,[250 283] ; [36 64],[240.81832543 292.18167457] ; [45.18167457 54.81832543],0
d3,1,0.094426,2.797246,[423 109] ; [72 28],[416.67721519 115.32278481] ; [78.32278481 21.67721519],0
n3,1,0.122429,2.385965,[77 25] ; [21 13],[73.5 28.5] ; [24.5  9.5],0
a8,1,0.156653,2.006244,[ 69 408] ; [ 8 82],[ 64.77777778 412.22222222] ; [12.22222222 77.77777778],0
a3,1,0.157356,1.999454,[388 144] ; [66 34],[382.16455696 149.83544304] ; [71.83544304 28.16455696],0
a6,1,0.187714,1.735468,[420 112] ; [73 27],[414.99367089 117.00632911] ; [78.00632911 21.99367089],0
a2,1,0.192798,1.696104,[163 372] ; [24 76],[157.5511811 377.4488189] ; [29.4488189 70.5511811],0
v3,1,0.21718,1.522907,[209 301] ; [34 65],[203.49753695 306.50246305] ; [39.50246305 59.49753695],0
n2,1,0.221057,1.497497,[77 25] ; [22 12],[74.25 27.75] ; [24.75  9.25],0
u2,1,0.288813,1.125147,[85 60] ; [16 17],[82.2752809 62.7247191] ; [18.7247191 14.2752809],0
d5,1,0.342197,0.902183,[447  86] ; [80 20],[443.74565561  89.25434439] ; [83.25434439 16.74565561],0
r1,1,0.346743,0.88534,[450  81] ; [81 19],[446.84786054  84.15213946] ; [84.15213946 15.84786054],0
b4,1,0.355508,0.853698,[316 219] ; [64 36],[320.15748031 214.84251969] ; [59.84251969 40.15748031],0
s1,1,0.365661,0.818357,[ 17 510] ; [ 5 94],[ 18.52076677 508.47923323] ; [ 3.47923323 95.52076677],0
