Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,24.19379,[18 33] ; [92 31],[32.24137931 18.75862069] ; [77.75862069 45.24137931],1
d5,1,3.3e-05,17.258253,[22 29] ; [94 30],[33.80571429 17.19428571] ; [82.19428571 41.80571429],1
d1,1,0.000156,14.298279,[ 9 42] ; [60 64],[20.10857143 30.89142857] ; [48.89142857 75.10857143],1
a6,1,0.000338,12.849096,[21 30] ; [87 37],[31.47428571 19.52571429] ; [76.52571429 47.47428571],1
d4,1,0.000363,12.714928,[26 24] ; [98 26],[35.63218391 14.36781609] ; [88.36781609 35.63218391],1
p2,1,0.003219,8.679105,[28 23] ; [95 28],[36.05172414 14.94827586] ; [86.94827586 36.05172414],0
p10,1,0.003801,8.376433,[23 28] ; [83 38],[31.43023256 19.56976744] ; [74.56976744 46.43023256],0
p9,1,0.006381,7.43937,[27 23] ; [91 30],[34.50292398 15.49707602] ; [83.49707602 37.50292398],0
r3,1,0.007074,7.254074,[38 13] ; [111  12],[43.67241379  7.32758621] ; [105.32758621  17.67241379],0
s6,1,0.00726,7.207456,[14 37] ; [61 62],[21.98275862 29.01724138] ; [53.01724138 69.98275862],0
r1,1,0.008452,6.935034,[26 25] ; [89 35],[33.51428571 17.48571429] ; [81.48571429 42.51428571],0
r4,1,0.034504,4.469552,[32 19] ; [97 27],[37.59428571 13.40571429] ; [91.40571429 32.59428571],0
v2,1,0.035707,4.41106,[15 33] ; [57 59],[21.07317073 26.92682927] ; [50.92682927 65.07317073],0
p3,1,0.037406,4.331841,[ 9 42] ; [41 82],[14.65517241 36.34482759] ; [35.34482759 87.65517241],0
p8,1,0.044392,4.04159,[15 36] ; [56 66],[20.93063584 30.06936416] ; [50.06936416 71.93063584],0
a2,1,0.045308,4.007136,[ 2 49] ; [ 18 106],[ 5.82857143 45.17142857] ; [ 14.17142857 109.82857143],0
n5,1,0.052326,3.7653,[25 25] ; [42 81],[19.36416185 30.63583815] ; [47.63583815 75.36416185],0
s7,1,0.060868,3.513578,[ 7 41] ; [34 86],[11.71428571 36.28571429] ; [29.28571429 90.71428571],0
b1,1,0.072109,3.234342,[26 25] ; [45 79],[20.69142857 30.30857143] ; [50.30857143 73.69142857],0
v4,1,0.08754,2.919038,[41  9] ; [113  11],[44.25287356  5.74712644] ; [109.74712644  14.25287356],0
u1,1,0.10024,2.701719,[ 1 50] ; [ 11 113],[ 3.49714286 47.50285714] ; [  8.50285714 115.49714286],0
n2,1,0.102119,2.67213,[18  5] ; [25 18],[14.98484848  8.01515152] ; [28.01515152 14.98484848],0
r2,1,0.112378,2.520453,[39 12] ; [107  17],[42.54857143  8.45142857] ; [103.45142857  20.54857143],0
s4,1,0.122556,2.384346,[ 5 46] ; [ 24 100],[ 8.45142857 42.54857143] ; [ 20.54857143 103.45142857],0
a8,1,0.141098,2.165941,[ 5 43] ; [  5 110],[ 2.94478528 45.05521472] ; [  7.05521472 107.94478528],0
p6,1,0.147914,2.093629,[ 6 44] ; [26 95],[ 9.35672515 40.64327485] ; [22.64327485 98.35672515],0
b5,1,0.162479,1.950998,[28 23] ; [82 42],[32.05714286 18.94285714] ; [77.94285714 46.05714286],0
a5,1,0.282561,1.154733,[23 28] ; [67 57],[26.22857143 24.77142857] ; [63.77142857 60.22857143],0
v3,1,0.324699,0.969926,[ 9 41] ; [29 87],[11.44578313 38.55421687] ; [26.55421687 89.44578313],0
b4,1,0.390941,0.736013,[26 25] ; [72 52],[28.56 22.44] ; [69.44 54.56],0
p11,1,0.443166,0.58807,[34 17] ; [75 49],[31.76571429 19.23428571] ; [77.23428571 46.76571429],0
n6,1,0.458077,0.55059,[28 23] ; [75 48],[30.18965517 20.81034483] ; [72.81034483 50.18965517],0
u3,1,0.467652,0.527519,[12 11] ; [30 19],[13.41666667  9.58333333] ; [28.58333333 20.41666667],0
s3,1,0.575071,0.314272,[18 33] ; [49 74],[19.63793103 31.36206897] ; [47.36206897 75.63793103],0
s8,1,0.585129,0.298015,[10 41] ; [29 95],[11.36571429 39.63428571] ; [27.63428571 96.36571429],0
a3,1,0.629117,0.23326,[28 23] ; [73 51],[29.43428571 21.56571429] ; [71.56571429 52.43428571],0
s2,1,0.654388,0.200412,[14 36] ; [39 85],[15.22988506 34.77011494] ; [37.77011494 86.22988506],0
p4,1,0.703275,0.145087,[19 31] ; [51 73],[20.11494253 29.88505747] ; [49.88505747 74.11494253],0
p7,1,0.706552,0.141745,[27 23] ; [61 59],[25.88235294 24.11764706] ; [62.11764706 57.88235294],0
d2,1,0.712446,0.135846,[15 36] ; [40 84],[16.02857143 34.97142857] ; [38.97142857 85.02857143],0
a4,1,0.793587,0.068463,[13 38] ; [34 90],[13.69714286 37.30285714] ; [33.30285714 90.69714286],0
u2,1,0.830844,0.045633,[13 10] ; [29 20],[13.41666667  9.58333333] ; [28.58333333 20.41666667],0
n1,1,0.831399,0.04533,[ 5 17] ; [ 9 35],[ 4.66666667 17.33333333] ; [ 9.33333333 34.66666667],0
b2,1,0.884374,0.021149,[ 7 19] ; [15 44],[ 6.72941176 19.27058824] ; [15.27058824 43.72941176],0
b3,1,0.884374,0.021149,[ 7 19] ; [15 44],[ 6.72941176 19.27058824] ; [15.27058824 43.72941176],0
v1,1,0.894265,0.017665,[19 32] ; [46 74],[19.38596491 31.61403509] ; [45.61403509 74.38596491],0
n3,1,0.954849,0.003206,[15  8] ; [29 15],[15.10447761  7.89552239] ; [28.89552239 15.10447761],0
s1,1,0.965032,0.001922,[ 2 49] ; [  5 118],[ 2.05172414 48.94827586] ; [  4.94827586 118.05172414],0
