Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,3.4e-05,17.188844,[10 20] ; [51 15],[19.0625 10.9375] ; [41.9375 24.0625],1
s8,1,9e-05,15.341139,[ 7 23] ; [45 23],[15.91836735 14.08163265] ; [36.08163265 31.91836735],1
a3,1,0.00076,11.337346,[13 17] ; [53 15],[20.20408163  9.79591837] ; [45.79591837 22.20408163],1
p6,1,0.000762,11.331753,[ 4 26] ; [33 34],[11.44329897 18.55670103] ; [25.55670103 41.44329897],1
n5,1,0.001336,10.292163,[11 19] ; [47 19],[18.125 11.875] ; [39.875 26.125],0
r4,1,0.003149,8.719118,[21  9] ; [63  5],[25.71428571  4.28571429] ; [58.28571429  9.71428571],0
r1,1,0.006417,7.429384,[18 12] ; [57 10],[23.19587629  6.80412371] ; [51.80412371 15.19587629],0
v2,1,0.007688,7.10466,[ 9 18] ; [42 24],[14.80645161 12.19354839] ; [36.19354839 29.80645161],0
s5,1,0.010389,6.566876,[ 7 21] ; [33 28],[12.58426966 15.41573034] ; [27.41573034 33.58426966],0
u1,1,0.012878,6.185796,[ 2 28] ; [20 48],[ 6.73469388 23.26530612] ; [15.26530612 52.73469388],0
p9,1,0.018099,5.586563,[19 11] ; [56 10],[23.4375  6.5625] ; [51.5625 14.4375],0
v1,1,0.019994,5.412418,[10 20] ; [40 28],[15.30612245 14.69387755] ; [34.69387755 33.30612245],0
n1,1,0.028752,4.782418,[1 9] ; [12 12],[3.82352941 6.17647059] ; [ 9.17647059 14.82352941],0
d1,1,0.030769,4.665829,[11 19] ; [41 27],[15.91836735 14.08163265] ; [36.08163265 31.91836735],0
b3,1,0.048305,3.899339,[ 1 10] ; [16 23],[3.74 7.26] ; [13.26 25.74],0
b2,1,0.048305,3.899339,[ 1 10] ; [16 23],[3.74 7.26] ; [13.26 25.74],0
a4,1,0.06594,3.381311,[ 9 21] ; [34 34],[13.16326531 16.83673469] ; [29.83673469 38.16326531],0
a2,1,0.066247,3.373643,[ 4 26] ; [21 47],[ 7.65306122 22.34693878] ; [17.34693878 50.65306122],0
p1,1,0.070448,3.272555,[ 1 29] ; [11 56],[ 3.71134021 26.28865979] ; [ 8.28865979 58.71134021],0
d5,1,0.076081,3.146703,[19 10] ; [55 12],[22.35416667  6.64583333] ; [51.64583333 15.35416667],0
d2,1,0.096917,2.75556,[12 18] ; [39 28],[15.77319588 14.22680412] ; [35.22680412 31.77319588],0
s6,1,0.108308,2.578743,[23  7] ; [58  7],[25.57894737  4.42105263] ; [55.42105263  9.57894737],0
v4,1,0.113988,2.498039,[26  4] ; [65  3],[27.85714286  2.14285714] ; [63.14285714  4.85714286],0
d3,1,0.116816,2.459498,[17 12] ; [50 17],[20.23958333  8.76041667] ; [46.76041667 20.23958333],0
s3,1,0.117608,2.448891,[21  9] ; [57 11],[23.87755102  6.12244898] ; [54.12244898 13.87755102],0
p2,1,0.125921,2.342086,[20 10] ; [55 13],[22.95918367  7.04081633] ; [52.04081633 15.95918367],0
r2,1,0.148682,2.08572,[27  3] ; [65  2],[28.45360825  1.54639175] ; [63.54639175  3.45360825],0
