Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.003158,8.713927,[ 11 158] ; [ 8 28],[ 15.66341463 153.33658537] ; [ 3.33658537 32.66341463],0
p4,1,0.004963,7.892857,[78 90] ; [26 10],[85.64705882 82.35294118] ; [18.35294118 17.64705882],0
n4,1,0.006901,7.298673,[118  51] ; [33  3],[124.48292683  44.51707317] ; [26.51707317  9.48292683],0
p8,1,0.021376,5.295853,[ 35 133] ; [14 22],[ 40.35294118 127.64705882] ; [ 8.64705882 27.35294118],0
s7,1,0.036242,4.385684,[79 82] ; [24 11],[84.60714286 76.39285714] ; [18.39285714 16.60714286],0
p3,1,0.037857,4.311451,[ 58 111] ; [19 17],[ 63.47804878 105.52195122] ; [13.52195122 22.47804878],0
s8,1,0.042162,4.128688,[76 92] ; [23 13],[81.52941176 86.47058824] ; [17.47058824 18.52941176],0
s1,1,0.098423,2.730921,[  7 159] ; [ 4 32],[  9.03960396 156.96039604] ; [ 1.96039604 34.03960396],0
d2,1,0.13803,2.199785,[85 84] ; [23 13],[89.03414634 79.96585366] ; [18.96585366 17.03414634],0
d1,1,0.143436,2.140702,[95 74] ; [25 11],[98.92682927 70.07317073] ; [21.07317073 14.92682927],0
n1,1,0.187993,1.733277,[21 30] ; [8 5],[23.109375 27.890625] ; [5.890625 7.109375],0
p9,1,0.196958,1.664789,[133  34] ; [32  4],[135.73891626  31.26108374] ; [29.26108374  6.73891626],0
n3,1,0.219749,1.506007,[35 17] ; [11  2],[36.8 15.2] ; [9.2 3.8],0
b2,1,0.255063,1.295357,[31 62] ; [11 13],[33.38461538 59.61538462] ; [ 8.61538462 15.38461538],0
b3,1,0.255063,1.295357,[31 62] ; [11 13],[33.38461538 59.61538462] ; [ 8.61538462 15.38461538],0
n2,1,0.258922,1.27451,[40 12] ; [8 5],[38.4 13.6] ; [9.6 3.4],0
s2,1,0.276254,1.185427,[103  64] ; [25 10],[105.82178218  61.17821782] ; [22.17821782 12.82178218],0
