Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.5e-05,18.758306,[14 44] ; [48 30],[26.44117647 31.55882353] ; [35.55882353 42.44117647],1
p2,1,0.001361,10.258007,[34 24] ; [65 13],[42.22058824 15.77941176] ; [56.77941176 21.22058824],0
p6,1,0.004845,7.936363,[11 46] ; [33 45],[18.57777778 38.42222222] ; [25.42222222 52.57777778],0
p8,1,0.006356,7.446495,[12 45] ; [34 44],[19.42222222 37.57777778] ; [26.57777778 51.42222222],0
p5,1,0.008012,7.030826,[ 1 56] ; [12 66],[ 5.48888889 51.51111111] ; [ 7.51111111 70.48888889],0
d3,1,0.01299,6.170513,[33 25] ; [60 18],[39.66176471 18.33823529] ; [53.33823529 24.66176471],0
u3,1,0.040788,4.184786,[ 9 10] ; [20  6],[12.24444444  6.75555556] ; [16.75555556  9.24444444],0
p9,1,0.077316,3.120434,[35 21] ; [59 18],[39.57894737 16.42105263] ; [54.42105263 22.57894737],0
a7,1,0.077485,3.116882,[48 11] ; [53 25],[43.49635036 15.50364964] ; [57.50364964 20.49635036],0
r4,1,0.094822,2.790537,[49 10] ; [72  6],[52.10948905  6.89051095] ; [68.89051095  9.10948905],0
p1,1,0.114232,2.49468,[ 4 55] ; [12 65],[ 6.94117647 52.05882353] ; [ 9.05882353 67.94117647],0
v4,1,0.126034,2.340693,[57  2] ; [70  8],[54.69343066  4.30656934] ; [72.30656934  5.69343066],0
r3,1,0.148392,2.088707,[51  7] ; [73  4],[53.27407407  4.72592593] ; [70.72592593  6.27407407],0
a5,1,0.195487,1.67577,[37 22] ; [57 21],[40.48175182 18.51824818] ; [53.51824818 24.48175182],0
n2,1,0.210393,1.568721,[23  6] ; [16  9],[20.94444444  8.05555556] ; [18.05555556  6.94444444],0
a4,1,0.230933,1.435108,[23 35] ; [39 39],[26.44117647 31.55882353] ; [35.55882353 42.44117647],0
a1,1,0.252623,1.30874,[ 5 54] ; [ 3 75],[ 3.44525547 55.55474453] ; [ 4.55474453 73.44525547],0
u1,1,0.254389,1.29904,[ 9 50] ; [18 60],[11.62773723 47.37226277] ; [15.37226277 62.62773723],0
d2,1,0.254995,1.295729,[27 31] ; [44 34],[30.27941176 27.72058824] ; [40.72058824 37.27941176],0
d1,1,0.271706,1.208114,[30 29] ; [47 31],[33.16058394 25.83941606] ; [43.83941606 34.16058394],0
n4,1,0.30555,1.049815,[35 23] ; [53 24],[37.80740741 20.19259259] ; [50.19259259 26.80740741],0
b3,1,0.306007,1.047831,[ 9 17] ; [10 33],[ 7.15942029 18.84057971] ; [11.84057971 31.15942029],0
b2,1,0.306007,1.047831,[ 9 17] ; [10 33],[ 7.15942029 18.84057971] ; [11.84057971 31.15942029],0
d4,1,0.309325,1.033556,[50  8] ; [62 16],[47.76470588 10.23529412] ; [64.23529412 13.76470588],0
s2,1,0.335709,0.92675,[37 22] ; [55 23],[39.62043796 19.37956204] ; [52.37956204 25.62043796],0
n3,1,0.341166,0.906044,[22  7] ; [16  9],[20.40740741  8.59259259] ; [17.59259259  7.40740741],0
n5,1,0.364534,0.822212,[34 24] ; [51 26],[36.51851852 21.48148148] ; [48.48148148 28.51851852],0
s5,1,0.402054,0.702175,[22 33] ; [36 40],[24.35114504 30.64885496] ; [33.64885496 42.35114504],0
s8,1,0.402703,0.700241,[26 33] ; [40 38],[28.42335766 30.57664234] ; [37.57664234 40.42335766],0
p7,1,0.404675,0.69439,[27 28] ; [44 34],[29.36090226 25.63909774] ; [41.63909774 36.36090226],0
a8,1,0.414944,0.664592,[ 8 46] ; [ 7 63],[ 6.53225806 47.46774194] ; [ 8.46774194 61.53225806],0
b1,1,0.425437,0.635246,[30 29] ; [45 33],[32.29927007 26.70072993] ; [42.70072993 35.29927007],0
d5,1,0.446257,0.580142,[47 11] ; [67 11],[48.61764706  9.38235294] ; [65.38235294 12.61764706],0
b5,1,0.449213,0.572638,[40 19] ; [48 30],[37.89781022 21.10218978] ; [50.10218978 27.89781022],0
s7,1,0.453763,0.561236,[32 26] ; [42 26],[34.06349206 23.93650794] ; [39.93650794 28.06349206],0
v3,1,0.486199,0.484926,[18 37] ; [29 46],[19.88461538 35.11538462] ; [27.11538462 47.88461538],0
v2,1,0.528597,0.397088,[32 23] ; [40 36],[30.22900763 24.77099237] ; [41.77099237 34.22900763],0
p10,1,0.538183,0.378917,[33 24] ; [48 28],[34.71428571 22.28571429] ; [46.28571429 29.71428571],0
a3,1,0.553294,0.351448,[40 18] ; [50 28],[38.38235294 19.61764706] ; [51.61764706 26.38235294],0
s3,1,0.578968,0.307907,[36 22] ; [52 26],[37.52941176 20.47058824] ; [50.47058824 27.52941176],0
