Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.028333,4.80766,[16 27] ; [ 9 43],[11.31578947 31.68421053] ; [13.68421053 38.31578947],0
a7,1,0.033861,4.501707,[24 23] ; [38 15],[29.14 17.86] ; [32.86 20.14],0
a5,1,0.040005,4.217684,[35 12] ; [29 24],[30.08 16.92] ; [33.92 19.08],0
a6,1,0.055732,3.66004,[25 22] ; [38 15],[29.61 17.39] ; [33.39 19.61],0
v2,1,0.096727,2.758696,[27 18] ; [21 28],[22.9787234 22.0212766] ; [25.0212766 23.9787234],0
r1,1,0.12623,2.338265,[38  9] ; [35 17],[34.65656566 12.34343434] ; [38.34343434 13.65656566],0
d3,1,0.131661,2.272814,[25 22] ; [36 17],[28.67 18.33] ; [32.33 20.67],0
a3,1,0.147269,2.100308,[34 13] ; [31 22],[30.55 16.45] ; [34.45 18.55],0
b3,1,0.152008,2.051984,[11 19] ; [ 6 24],[ 8.5 21.5] ; [ 8.5 21.5],0
b2,1,0.152008,2.051984,[11 19] ; [ 6 24],[ 8.5 21.5] ; [ 8.5 21.5],0
s5,1,0.18237,1.778207,[11 35] ; [ 7 45],[ 8.44897959 37.55102041] ; [ 9.55102041 42.44897959],0
p1,1,0.187995,1.733262,[ 5 42] ; [ 2 50],[ 3.32323232 43.67676768] ; [ 3.67676768 48.32323232],0
p7,1,0.211887,1.558485,[25 20] ; [34 16],[27.94736842 17.05263158] ; [31.05263158 18.94736842],0
v4,1,0.215372,1.534945,[43  2] ; [47  6],[41.32653061  3.67346939] ; [48.67346939  4.32653061],0
p3,1,0.24215,1.368036,[20 26] ; [17 36],[17.19191919 28.80808081] ; [19.80808081 33.19191919],0
s4,1,0.250019,1.323195,[ 5 42] ; [10 43],[ 7.05 39.95] ; [ 7.95 45.05],0
a1,1,0.252144,1.311388,[ 3 44] ; [ 1 52],[ 1.88 45.12] ; [ 2.12 50.88],0
n1,1,0.331693,0.942278,[8 5] ; [6 8],[6.74074074 6.25925926] ; [7.25925926 6.74074074],0
d5,1,0.335108,0.929059,[36 11] ; [36 17],[33.84 13.16] ; [38.16 14.84],0
s8,1,0.37704,0.78033,[20 27] ; [18 35],[17.86 29.14] ; [20.14 32.86],0
u3,1,0.413272,0.669369,[10  3] ; [14  8],[8.91428571 4.08571429] ; [15.08571429  6.91428571],0
b1,1,0.415858,0.661991,[26 21] ; [25 28],[23.97 23.03] ; [27.03 25.97],0
p6,1,0.430484,0.621518,[13 30] ; [12 40],[11.31578947 31.68421053] ; [13.68421053 38.31578947],0
n3,1,0.435819,0.607265,[8 5] ; [12  4],[8.96551724 4.03448276] ; [11.03448276  4.96551724],0
p8,1,0.445692,0.581584,[23 23] ; [22 30],[21.12244898 24.87755102] ; [23.87755102 28.12244898],0
r4,1,0.483139,0.49177,[39  8] ; [41 12],[37.6  9.4] ; [42.4 10.6],0
n4,1,0.514881,0.424136,[27 20] ; [27 26],[25.38 21.62] ; [28.62 24.38],0
s6,1,0.514881,0.424136,[27 20] ; [27 26],[25.38 21.62] ; [28.62 24.38],0
b5,1,0.542456,0.371006,[32 15] ; [33 20],[30.55 16.45] ; [34.45 18.55],0
p9,1,0.548175,0.360596,[37 10] ; [39 14],[35.72 11.28] ; [40.28 12.72],0
u1,1,0.574599,0.315047,[ 3 44] ; [ 5 48],[ 3.76 43.24] ; [ 4.24 48.76],0
b4,1,0.643256,0.21451,[27 20] ; [28 25],[25.85 21.15] ; [29.15 23.85],0
s1,1,0.645,0.212263,[ 1 44] ; [ 2 50],[ 1.39175258 43.60824742] ; [ 1.60824742 50.39175258],0
n5,1,0.652681,0.202537,[22 25] ; [22 30],[20.88888889 26.11111111] ; [23.11111111 28.88888889],0
n2,1,0.672452,0.178748,[12  1] ; [14  2],[11.65517241  1.34482759] ; [14.34482759  1.65517241],0
d1,1,0.732103,0.11719,[22 25] ; [23 30],[21.15 25.85] ; [23.85 29.15],0
s7,1,0.755913,0.096629,[17 28] ; [17 32],[16.27659574 28.72340426] ; [17.72340426 31.27659574],0
r2,1,0.770228,0.085309,[40  6] ; [45  8],[39.49494949  6.50505051] ; [45.50505051  7.49494949],0
u2,1,0.783758,0.075309,[10  3] ; [16  6],[9.65714286 3.34285714] ; [16.34285714  5.65714286],0
p10,1,0.816094,0.054089,[32 14] ; [38 15],[32.52525253 13.47474747] ; [37.47474747 15.52525253],0
d2,1,0.817285,0.053379,[17 30] ; [18 35],[16.45 30.55] ; [18.55 34.45],0
r3,1,0.819856,0.051861,[44  3] ; [49  4],[43.71  3.29] ; [49.29  3.71],0
a4,1,0.827963,0.047226,[15 32] ; [18 35],[15.51 31.49] ; [17.49 35.51],0
p4,1,0.829886,0.046159,[24 22] ; [26 26],[23.46938776 22.53061224] ; [26.53061224 25.46938776],0
a8,1,0.855498,0.033163,[ 3 39] ; [ 4 45],[ 3.23076923 38.76923077] ; [ 3.76923077 45.23076923],0
p5,1,0.857824,0.032093,[ 3 43] ; [ 3 50],[ 2.78787879 43.21212121] ; [ 3.21212121 49.78787879],0
s3,1,0.865204,0.028816,[23 22] ; [28 25],[23.41836735 21.58163265] ; [27.58163265 25.41836735],0
s2,1,0.886838,0.020251,[18 28] ; [20 33],[17.65656566 28.34343434] ; [20.34343434 32.65656566],0
d4,1,0.907907,0.013382,[35 12] ; [40 13],[35.25 11.75] ; [39.75 13.25],0
p2,1,0.943819,0.004966,[36 10] ; [41 11],[36.14285714  9.85714286] ; [40.85714286 11.14285714],0
a2,1,0.947748,0.004295,[ 6 41] ; [ 7 46],[ 6.11 40.89] ; [ 6.89 46.11],0
