Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.003225,8.675692,[13 18] ; [11  1],[17.30232558 13.69767442] ; [6.69767442 5.30232558],0
d5,1,0.007117,7.243234,[15 17] ; [11  1],[18.90909091 13.09090909] ; [7.09090909 4.90909091],0
p4,1,0.010377,6.569065,[ 6 26] ; [7 5],[ 9.45454545 22.54545455] ; [3.54545455 8.45454545],0
n2,1,0.035015,4.444444,[ 4 11] ; [4 1],[6. 9.] ; [2. 3.],0
s6,1,0.038182,4.296875,[ 6 26] ; [6 6],[ 8.72727273 23.27272727] ; [3.27272727 8.72727273],0
r4,1,0.06639,3.370098,[ 5 27] ; [5 7],[ 7.27272727 24.72727273] ; [2.72727273 9.27272727],0
p11,1,0.083551,2.994444,[12 20] ; [8 4],[14.54545455 17.45454545] ; [5.45454545 6.54545455],0
b3,1,0.090969,2.857143,[ 9 12] ; [1 8],[ 7. 14.] ; [3. 6.],0
b2,1,0.090969,2.857143,[ 9 12] ; [1 8],[ 7. 14.] ; [3. 6.],0
d4,1,0.096264,2.766369,[18 14] ; [10  2],[20.36363636 11.63636364] ; [7.63636364 4.36363636],0
r1,1,0.100344,2.700073,[10 22] ; [7 5],[12.36363636 19.63636364] ; [4.63636364 7.36363636],0
n5,1,0.100344,2.700073,[22 10] ; [5 7],[19.63636364 12.36363636] ; [7.36363636 4.63636364],0
u1,1,0.112484,2.51897,[ 1 31] ; [ 2 10],[ 2.18181818 29.81818182] ; [ 0.81818182 11.18181818],0
d1,1,0.112819,2.514286,[ 8 24] ; [6 6],[10.18181818 21.81818182] ; [3.81818182 8.18181818],0
n3,1,0.121335,2.4,[6 9] ; [4 1],[7.5 7.5] ; [2.5 2.5],0
p6,1,0.129588,2.297436,[ 1 29] ; [ 2 10],[ 2.14285714 27.85714286] ; [ 0.85714286 11.14285714],0
b5,1,0.175734,1.833333,[14 18] ; [8 4],[16. 16.] ; [6. 6.],0
a7,1,0.175734,1.833333,[14 18] ; [8 4],[16. 16.] ; [6. 6.],0
a5,1,0.188722,1.727564,[17 15] ; [9 3],[18.90909091 13.09090909] ; [7.09090909 4.90909091],0
a4,1,0.195667,1.674424,[ 9 22] ; [6 6],[10.81395349 20.18604651] ; [4.18604651 7.81395349],0
d3,1,0.214044,1.54386,[12 20] ; [7 5],[13.81818182 18.18181818] ; [5.18181818 6.81818182],0
a3,1,0.24513,1.350848,[19 12] ; [5 7],[17.30232558 13.69767442] ; [6.69767442 5.30232558],0
d2,1,0.24513,1.350848,[12 19] ; [7 5],[13.69767442 17.30232558] ; [5.30232558 6.69767442],0
p2,1,0.280318,1.165547,[10 21] ; [6 6],[11.53488372 19.46511628] ; [4.46511628 7.53488372],0
b1,1,0.388395,0.743961,[18 14] ; [5 7],[16.72727273 15.27272727] ; [6.27272727 5.72727273],0
v1,1,0.393813,0.727137,[10 22] ; [5 6],[11.1627907 20.8372093] ; [3.8372093 7.1627907],0
p9,1,0.422551,0.64321,[13 19] ; [6 5],[14.13953488 17.86046512] ; [4.86046512 6.13953488],0
n4,1,0.435959,0.606897,[20 12] ; [9 3],[21.09090909 10.90909091] ; [7.90909091 4.09090909],0
p3,1,0.472714,0.515625,[ 5 27] ; [3 9],[ 5.81818182 26.18181818] ; [2.18181818 9.81818182],0
u2,1,0.481924,0.494505,[ 2 11] ; [2 5],[ 2.6 10.4] ; [1.4 5.6],0
s8,1,0.497305,0.460684,[ 3 29] ; [ 2 10],[ 3.63636364 28.36363636] ; [ 1.36363636 10.63636364],0
s4,1,0.530201,0.394006,[ 5 27] ; [ 1 11],[ 4.36363636 27.63636364] ; [ 1.63636364 10.36363636],0
n1,1,0.573138,0.31746,[ 4 11] ; [2 3],[ 4.5 10.5] ; [1.5 3.5],0
s7,1,0.634309,0.226263,[ 7 23] ; [ 2 10],[ 6.42857143 23.57142857] ; [2.57142857 9.42857143],0
p8,1,0.647141,0.209524,[ 6 26] ; [3 9],[ 6.54545455 25.45454545] ; [2.45454545 9.54545455],0
s5,1,0.698127,0.150427,[ 4 28] ; [ 1 11],[ 3.63636364 28.36363636] ; [ 1.36363636 10.63636364],0
a2,1,0.719831,0.128655,[ 4 28] ; [ 2 10],[ 4.36363636 27.63636364] ; [ 1.63636364 10.36363636],0
a6,1,0.757315,0.095486,[15 17] ; [5 7],[14.54545455 17.45454545] ; [5.45454545 6.54545455],0
a8,1,0.760918,0.092584,[ 4 28] ; [ 1 10],[ 3.72093023 28.27906977] ; [1.27906977 9.72093023],0
p10,1,0.798041,0.065476,[12 20] ; [4 8],[11.63636364 20.36363636] ; [4.36363636 7.63636364],0
b4,1,0.800424,0.063907,[20 12] ; [7 5],[19.63636364 12.36363636] ; [7.36363636 4.63636364],0
n6,1,0.845078,0.038182,[14 16] ; [6 6],[14.28571429 15.71428571] ; [5.71428571 6.28571429],0
r2,1,0.867126,0.027993,[16 15] ; [6 5],[16.23809524 14.76190476] ; [5.76190476 5.23809524],0
v3,1,0.873219,0.025463,[ 6 26] ; [ 2 10],[ 5.81818182 26.18181818] ; [2.18181818 9.81818182],0
s2,1,0.914754,0.011458,[ 3 29] ; [ 1 11],[ 2.90909091 29.09090909] ; [ 1.09090909 10.90909091],0
s1,1,0.914754,0.011458,[ 3 29] ; [ 1 11],[ 2.90909091 29.09090909] ; [ 1.09090909 10.90909091],0
u3,1,0.94766,0.004309,[ 2 11] ; [1 6],[ 1.95 11.05] ; [1.05 5.95],0
p7,1,1.0,0.0,[ 8 24] ; [3 9],[ 8. 24.] ; [3. 9.],0
