Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,48.854994,[ 10 108] ; [25 16],[25.97484277 92.02515723] ; [ 9.02515723 31.97484277],1
p5,1,0.423096,0.641699,[  5 112] ; [ 3 37],[  5.96178344 111.03821656] ; [ 2.03821656 37.96178344],0
r4,1,0.436582,0.605251,[55 63] ; [22 19],[57.14465409 60.85534591] ; [19.85534591 21.14465409],0
d3,1,0.443532,0.587128,[59 57] ; [18 23],[56.89171975 59.10828025] ; [20.10828025 20.89171975],0
d2,1,0.52606,0.401997,[42 75] ; [17 24],[43.68987342 73.31012658] ; [15.31012658 25.68987342],0
a1,1,0.550126,0.357092,[  9 109] ; [ 2 39],[  8.16352201 109.83647799] ; [ 2.83647799 38.16352201],0
a7,1,0.565303,0.330604,[66 51] ; [21 20],[64.42405063 52.57594937] ; [22.57594937 18.42405063],0
s4,1,0.581608,0.303642,[ 16 102] ; [ 7 34],[ 17.06918239 100.93081761] ; [ 5.93081761 35.06918239],0
a8,1,0.623694,0.24071,[ 11 100] ; [ 3 38],[ 10.22368421 100.77631579] ; [ 3.77631579 37.22368421],0
u1,1,0.666613,0.18559,[  4 114] ; [ 2 39],[  4.45283019 113.54716981] ; [ 1.54716981 39.45283019],0
b5,1,0.755337,0.097101,[78 40] ; [26 15],[77.18238994 40.81761006] ; [26.81761006 14.18238994],0
p12,1,0.8476,0.036934,[  5 112] ; [ 2 38],[  5.21656051 111.78343949] ; [ 1.78343949 38.21656051],0
b4,1,0.892974,0.018102,[59 59] ; [20 21],[58.62893082 59.37106918] ; [20.37106918 20.62893082],0
b2,1,0.996353,2.1e-05,[21 44] ; [11 23],[21.01010101 43.98989899] ; [10.98989899 23.01010101],0
b3,1,0.996353,2.1e-05,[21 44] ; [11 23],[21.01010101 43.98989899] ; [10.98989899 23.01010101],0
