Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,30.774157,[47  6] ; [ 1 10],[39.75 13.25] ; [8.25 2.75],1
v4,1,0.002661,9.026161,[51  3] ; [7 4],[48.18461538  5.81538462] ; [9.81538462 1.18461538],0
d1,1,0.009236,6.776696,[33 21] ; [2 9],[29.07692308 24.92307692] ; [5.92307692 5.07692308],0
d5,1,0.011463,6.392024,[44 10] ; [5 6],[40.70769231 13.29230769] ; [8.29230769 2.70769231],0
d3,1,0.018733,5.526228,[43 11] ; [5 6],[39.87692308 14.12307692] ; [8.12307692 2.87692308],0
s1,1,0.019977,5.413866,[ 1 52] ; [2 9],[ 2.484375 50.515625] ; [ 0.515625 10.484375],0
p2,1,0.034264,4.481474,[45  9] ; [6 5],[42.36923077 11.63076923] ; [8.63076923 2.36923077],0
s8,1,0.041429,4.158372,[22 31] ; [ 1 10],[19.046875 33.953125] ; [3.953125 7.046875],0
b1,1,0.052423,3.762225,[22 32] ; [8 3],[24.92307692 29.07692308] ; [5.07692308 5.92307692],0
a7,1,0.060858,3.513842,[40 14] ; [5 6],[37.38461538 16.61538462] ; [7.61538462 3.38461538],0
a4,1,0.065575,3.390444,[20 33] ; [ 1 10],[17.390625 35.609375] ; [3.609375 7.390625],0
n6,1,0.067717,3.337505,[42 12] ; [5 5],[39.65625 14.34375] ; [7.34375 2.65625],0
r3,1,0.068571,3.316912,[52  2] ; [9 2],[50.67692308  3.32307692] ; [10.32307692  0.67692308],0
v3,1,0.075612,3.156788,[19 33] ; [ 1 10],[16.50793651 35.49206349] ; [3.49206349 7.50793651],0
b4,1,0.079153,3.082211,[35 19] ; [4 7],[32.4 21.6] ; [6.6 4.4],0
p9,1,0.086896,2.930957,[24 28] ; [2 9],[21.46031746 30.53968254] ; [4.53968254 6.46031746],0
a3,1,0.144012,2.134553,[32 21] ; [4 7],[29.8125 23.1875] ; [6.1875 4.8125],0
n5,1,0.163813,1.938672,[32 22] ; [4 7],[29.90769231 24.09230769] ; [6.09230769 4.90769231],0
d2,1,0.204261,1.611646,[26 28] ; [3 8],[24.09230769 29.90769231] ; [4.90769231 6.09230769],0
a1,1,0.205082,1.605807,[ 1 53] ; [ 1 10],[ 1.66153846 52.33846154] ; [ 0.33846154 10.66153846],0
a5,1,0.228981,1.44718,[35 19] ; [5 6],[33.23076923 20.76923077] ; [6.76923077 4.23076923],0
n4,1,0.228981,1.44718,[35 19] ; [5 6],[33.23076923 20.76923077] ; [6.76923077 4.23076923],0
d4,1,0.251171,1.316779,[43 11] ; [7 4],[41.53846154 12.46153846] ; [8.46153846 2.53846154],0
n1,1,0.263085,1.252449,[7 3] ; [3 4],[5.88235294 4.11764706] ; [4.11764706 2.88235294],0
v2,1,0.294408,1.099354,[29 25] ; [4 7],[27.41538462 26.58461538] ; [5.58461538 5.41538462],0
s6,1,0.301601,1.067104,[33 20] ; [5 6],[31.46875 21.53125] ; [6.53125 4.46875],0
u3,1,0.320742,0.98592,[11 11] ; [2 5],[ 9.86206897 12.13793103] ; [3.13793103 3.86206897],0
a2,1,0.321005,0.984848,[12 42] ; [ 1 10],[10.8 43.2] ; [2.2 8.8],0
s7,1,0.378476,0.775645,[22 31] ; [3 8],[20.703125 32.296875] ; [4.296875 6.703125],0
n3,1,0.387094,0.748052,[7 4] ; [3 4],[6.11111111 4.88888889] ; [3.88888889 3.11111111],0
s4,1,0.41145,0.674607,[ 5 47] ; [2 9],[ 5.77777778 46.22222222] ; [1.22222222 9.77777778],0
s5,1,0.498066,0.459055,[10 43] ; [1 9],[ 9.25396825 43.74603175] ; [1.74603175 8.25396825],0
s3,1,0.499051,0.456954,[30 23] ; [5 6],[28.984375 24.015625] ; [6.015625 4.984375],0
p6,1,0.517976,0.417921,[24 27] ; [4 7],[23.03225806 27.96774194] ; [4.96774194 6.03225806],0
u1,1,0.525599,0.402893,[ 9 45] ; [ 1 10],[ 8.30769231 45.69230769] ; [1.69230769 9.30769231],0
a6,1,0.537031,0.381071,[34 20] ; [8 3],[34.89230769 19.10769231] ; [7.10769231 3.89230769],0
p3,1,0.545817,0.364864,[25 29] ; [4 7],[24.09230769 29.90769231] ; [4.90769231 6.09230769],0
p4,1,0.685372,0.164141,[33 21] ; [6 5],[32.4 21.6] ; [6.6 4.4],0
b5,1,0.695229,0.153483,[36 18] ; [8 3],[36.55384615 17.44615385] ; [7.44615385 3.55384615],0
v1,1,0.702378,0.14601,[23 31] ; [4 7],[22.43076923 31.56923077] ; [4.56923077 6.43076923],0
u2,1,0.757782,0.095107,[ 8 14] ; [3 4],[ 8.34482759 13.65517241] ; [2.65517241 4.34482759],0
s2,1,0.809476,0.05813,[22 31] ; [5 6],[22.359375 30.640625] ; [4.640625 6.359375],0
p7,1,0.875519,0.02454,[38 16] ; [8 3],[38.21538462 15.78461538] ; [7.78461538 3.21538462],0
p11,1,0.951019,0.003773,[30 24] ; [6 5],[29.90769231 24.09230769] ; [6.09230769 4.90769231],0
n2,1,0.95218,0.003596,[8 3] ; [5 2],[7.94444444 3.05555556] ; [5.05555556 1.94444444],0
p5,1,0.985973,0.000309,[ 5 49] ; [ 1 10],[ 4.98461538 49.01538462] ; [1.01538462 9.98461538],0
