Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.033745,4.507576,[14 14] ; [10 30],[ 9.88235294 18.11764706] ; [14.11764706 25.88235294],0
v4,1,0.077572,3.115047,[28  1] ; [34  7],[25.68571429  3.31428571] ; [36.31428571  4.68571429],0
r1,1,0.103582,2.649508,[23  6] ; [25 16],[19.88571429  9.11428571] ; [28.11428571 12.88571429],0
n4,1,0.113935,2.498772,[22  7] ; [23 17],[18.91304348 10.08695652] ; [26.08695652 13.91304348],0
p1,1,0.124366,2.361462,[ 1 28] ; [ 6 35],[ 2.9 26.1] ; [ 4.1 36.9],0
a2,1,0.13732,2.207738,[ 2 27] ; [ 8 33],[ 4.14285714 24.85714286] ; [ 5.85714286 35.14285714],0
s5,1,0.151592,2.056154,[ 9 18] ; [ 7 32],[ 6.54545455 20.45454545] ; [ 9.45454545 29.54545455],0
n5,1,0.1612,1.962931,[18 11] ; [18 22],[15.13043478 13.86956522] ; [20.86956522 19.13043478],0
u1,1,0.19859,1.652717,[ 5 24] ; [ 3 38],[ 3.31428571 25.68571429] ; [ 4.68571429 36.31428571],0
b3,1,0.236489,1.401401,[ 9 11] ; [ 7 18],[ 7.11111111 12.88888889] ; [ 8.88888889 16.11111111],0
b2,1,0.236489,1.401401,[ 9 11] ; [ 7 18],[ 7.11111111 12.88888889] ; [ 8.88888889 16.11111111],0
d4,1,0.245479,1.348854,[19 10] ; [32  9],[21.12857143  7.87142857] ; [29.87142857 11.12857143],0
p8,1,0.267635,1.228827,[14 14] ; [15 26],[11.76811594 16.23188406] ; [17.23188406 23.76811594],0
r4,1,0.274891,1.192178,[25  4] ; [31 10],[23.2  5.8] ; [32.8  8.2],0
n6,1,0.278194,1.175889,[21  7] ; [25 15],[18.94117647  9.05882353] ; [27.05882353 12.94117647],0
b5,1,0.292999,1.105789,[17 12] ; [29 12],[19.05714286  9.94285714] ; [26.94285714 14.05714286],0
u2,1,0.314736,1.010695,[6 6] ; [ 5 11],[4.71428571 7.28571429] ; [6.28571429 9.71428571],0
