Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,85.028672,[115  10] ; [27 59],[84.12322275 40.87677725] ; [57.87677725 28.12322275],1
p11,1,2.7e-05,17.605722,[100  25] ; [46 41],[86.08490566 38.91509434] ; [59.91509434 27.08490566],1
p2,1,0.000176,14.072286,[105  19] ; [54 33],[93.44075829 30.55924171] ; [65.55924171 21.44075829],1
s6,1,0.000273,13.244766,[72 52] ; [28 58],[59.04761905 64.95238095] ; [40.95238095 45.04761905],1
v4,1,0.000743,11.377902,[118   6] ; [70 17],[110.48341232  13.51658768] ; [77.51658768  9.48341232],1
a7,1,0.000777,11.29524,[101  24] ; [52 35],[90.21226415 34.78773585] ; [62.78773585 24.21226415],1
s8,1,0.00332,8.622468,[45 80] ; [15 71],[35.5450237 89.4549763] ; [24.4549763 61.5450237],0
p8,1,0.003558,8.496552,[63 62] ; [26 60],[52.72511848 72.27488152] ; [36.27488152 49.72511848],0
r4,1,0.003724,8.41373,[108  17] ; [61 26],[99.64622642 25.35377358] ; [69.35377358 17.64622642],0
s2,1,0.005502,7.706473,[50 75] ; [19 68],[40.68396226 84.31603774] ; [28.31603774 58.68396226],0
d5,1,0.00671,7.348958,[100  25] ; [55 32],[91.39150943 33.60849057] ; [63.60849057 23.39150943],0
p7,1,0.007259,7.207661,[74 49] ; [36 51],[64.42857143 58.57142857] ; [45.57142857 41.42857143],0
s3,1,0.007578,7.13053,[60 62] ; [26 59],[50.68599034 71.31400966] ; [35.31400966 49.68599034],0
u2,1,0.008963,6.830199,[31 12] ; [16 21],[25.2625 17.7375] ; [21.7375 15.2625],0
s5,1,0.012681,6.213104,[33 86] ; [11 73],[25.79310345 93.20689655] ; [18.20689655 65.79310345],0
s7,1,0.020343,5.382239,[41 82] ; [15 66],[33.76470588 89.23529412] ; [22.23529412 58.76470588],0
n6,1,0.035364,4.42752,[82 42] ; [45 42],[74.63507109 49.36492891] ; [52.36492891 34.63507109],0
r2,1,0.040433,4.199614,[112  11] ; [70 16],[107.11004785  15.88995215] ; [74.88995215 11.11004785],0
d3,1,0.042318,4.122447,[90 35] ; [51 36],[83.13679245 41.86320755] ; [57.86320755 29.13679245],0
b1,1,0.047159,3.939709,[42 83] ; [41 46],[48.93867925 76.06132075] ; [34.06132075 52.93867925],0
p3,1,0.063193,3.451546,[52 73] ; [25 61],[45.61611374 79.38388626] ; [31.38388626 54.61611374],0
p12,1,0.064328,3.422133,[  8 117] ; [ 1 85],[  5.33175355 119.66824645] ; [ 3.66824645 82.33175355],0
a5,1,0.07554,3.158335,[84 41] ; [48 39],[77.83018868 47.16981132] ; [54.16981132 32.83018868],0
d1,1,0.079904,3.066852,[67 58] ; [36 51],[60.73113208 64.26886792] ; [42.26886792 44.73113208],0
p4,1,0.084929,2.967957,[60 65] ; [31 55],[53.90995261 71.09004739] ; [37.09004739 48.90995261],0
r1,1,0.111164,2.53759,[95 29] ; [58 29],[89.91469194 34.08530806] ; [63.08530806 23.91469194],0
d4,1,0.149944,2.072825,[106  19] ; [67 20],[102.00471698  22.99528302] ; [70.99528302 16.00471698],0
u3,1,0.185973,1.749235,[25 17] ; [17 21],[22.05 19.95] ; [19.95 18.05],0
a6,1,0.196133,1.670936,[80 45] ; [48 39],[75.47169811 49.52830189] ; [52.52830189 34.47169811],0
a4,1,0.222646,1.487236,[49 76] ; [27 60],[44.81132075 80.18867925] ; [31.18867925 55.81132075],0
a3,1,0.250885,1.318371,[81 44] ; [49 37],[77.01421801 47.98578199] ; [52.98578199 33.01421801],0
a2,1,0.282153,1.156693,[ 21 104] ; [10 77],[ 18.27830189 106.72169811] ; [12.72169811 74.27830189],0
a1,1,0.340511,0.908506,[  8 117] ; [ 3 84],[  6.48584906 118.51415094] ; [ 4.51415094 82.48584906],0
b2,1,0.364671,0.821745,[22 43] ; [13 37],[19.7826087 45.2173913] ; [15.2173913 34.7826087],0
b3,1,0.364671,0.821745,[22 43] ; [13 37],[19.7826087 45.2173913] ; [15.2173913 34.7826087],0
p6,1,0.387413,0.747046,[30 93] ; [16 67],[27.46601942 95.53398058] ; [18.53398058 64.46601942],0
p1,1,0.432293,0.616654,[  9 114] ; [ 4 82],[  7.6507177 115.3492823] ; [ 5.3492823 80.6507177],0
b4,1,0.470462,0.520891,[78 47] ; [50 37],[75.47169811 49.52830189] ; [52.52830189 34.47169811],0
n1,1,0.502316,0.45004,[10 27] ; [ 6 24],[ 8.8358209 28.1641791] ; [ 7.1641791 22.8358209],0
a8,1,0.595427,0.281948,[  9 109] ; [ 8 74],[ 10.03 107.97] ; [ 6.97 75.03],0
r3,1,0.598732,0.276912,[116   9] ; [79  8],[114.97641509  10.02358491] ; [80.02358491  6.97641509],0
b5,1,0.713239,0.135064,[73 52] ; [53 34],[74.29245283 50.70754717] ; [51.70754717 35.29245283],0
v3,1,0.727766,0.121173,[32 87] ; [20 61],[30.94 88.06] ; [21.06 59.94],0
d2,1,0.73615,0.113539,[46 79] ; [34 53],[47.16981132 77.83018868] ; [32.83018868 54.16981132],0
s1,1,0.746197,0.104754,[  7 118] ; [ 4 83],[  6.48584906 118.51415094] ; [ 4.51415094 82.48584906],0
u1,1,0.758724,0.094345,[ 10 115] ; [ 8 79],[ 10.61320755 114.38679245] ; [ 7.38679245 79.61320755],0
n4,1,0.801597,0.063142,[51 74] ; [37 50],[51.88679245 73.11320755] ; [36.11320755 50.88679245],0
v1,1,0.809551,0.058083,[46 74] ; [34 51],[46.82926829 73.17073171] ; [33.17073171 51.82926829],0
n2,1,0.814714,0.054919,[24 13] ; [18 11],[23.54545455 13.45454545] ; [18.45454545 10.54545455],0
