Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.045096,4.015062,[1 5] ; [27 18],[3.29411765 2.70588235] ; [24.70588235 20.29411765],0
p3,1,0.071759,3.242316,[4 2] ; [13 31],[2.04 3.96] ; [14.96 29.04],0
n6,1,0.12304,2.378196,[2 4] ; [29 15],[3.72 2.28] ; [27.28 16.72],0
a7,1,0.13623,2.220031,[1 5] ; [22 23],[2.70588235 3.29411765] ; [20.29411765 24.70588235],0
v4,1,0.1426,2.149677,[2 4] ; [29 16],[3.64705882 2.35294118] ; [27.35294118 17.64705882],0
b1,1,0.1634,1.942476,[5 1] ; [24 21],[3.41176471 2.58823529] ; [25.58823529 19.41176471],0
r1,1,0.1634,1.942476,[1 5] ; [21 24],[2.58823529 3.41176471] ; [19.41176471 25.58823529],0
u2,1,0.185877,1.75,[2 1] ; [ 5 13],[1. 2.] ; [ 6. 12.],0
d3,1,0.258338,1.27764,[4 2] ; [19 26],[2.70588235 3.29411765] ; [20.29411765 24.70588235],0
p11,1,0.309416,1.033165,[1 5] ; [17 28],[2.11764706 3.88235294] ; [15.88235294 29.11764706],0
s4,1,0.367328,0.812683,[2 4] ; [ 8 37],[1.17647059 4.82352941] ; [ 8.82352941 36.17647059],0
n1,1,0.377822,0.777778,[1 2] ; [15 10],[1.71428571 1.28571429] ; [14.28571429 10.71428571],0
p9,1,0.382733,0.761905,[2 4] ; [22 20],[3. 3.] ; [21. 21.],0
r2,1,0.413133,0.669767,[3 2] ; [33 10],[3.75 1.25] ; [32.25 10.75],0
d4,1,0.413213,0.669538,[4 2] ; [22 23],[3.05882353 2.94117647] ; [22.94117647 22.05882353],0
a5,1,0.422288,0.643939,[3 3] ; [30 15],[3.88235294 2.11764706] ; [29.11764706 15.88235294],0
p8,1,0.447412,0.577201,[1 5] ; [14 30],[1.8 4.2] ; [13.2 30.8],0
n3,1,0.495947,0.463599,[2 1] ; [11 13],[1.44444444 1.55555556] ; [11.55555556 12.44444444],0
s5,1,0.509836,0.434404,[1 5] ; [13 31],[1.68 4.32] ; [12.32 31.68],0
a3,1,0.546927,0.362852,[3 3] ; [27 16],[3.67346939 2.32653061] ; [26.32653061 16.67346939],0
s1,1,0.547301,0.362174,[1 5] ; [ 4 41],[0.58823529 5.41176471] ; [ 4.41176471 40.58823529],0
p10,1,0.574727,0.314837,[2 4] ; [20 24],[2.64 3.36] ; [19.36 24.64],0
s3,1,0.614717,0.253364,[2 2] ; [16 27],[1.53191489 2.46808511] ; [16.46808511 26.53191489],0
a4,1,0.625137,0.238713,[3 3] ; [17 26],[2.44897959 3.55102041] ; [17.55102041 25.44897959],0
v3,1,0.653896,0.201023,[1 5] ; [11 33],[1.44 4.56] ; [10.56 33.44],0
b2,1,0.666955,0.185185,[2 2] ; [14 22],[1.6 2.4] ; [14.4 21.6],0
b3,1,0.666955,0.185185,[2 2] ; [14 22],[1.6 2.4] ; [14.4 21.6],0
p2,1,0.672121,0.179131,[3 3] ; [18 26],[2.52 3.48] ; [18.48 25.52],0
d5,1,0.677725,0.172698,[4 2] ; [26 19],[3.52941176 2.47058824] ; [26.47058824 18.52941176],0
d1,1,0.717848,0.130564,[3 3] ; [19 26],[2.58823529 3.41176471] ; [19.41176471 25.58823529],0
p7,1,0.810293,0.057623,[2 4] ; [12 30],[1.75 4.25] ; [12.25 29.75],0
v1,1,0.82242,0.05037,[2 4] ; [13 32],[1.76470588 4.23529412] ; [13.23529412 31.76470588],0
b4,1,0.832489,0.044737,[4 2] ; [28 17],[3.76470588 2.23529412] ; [28.23529412 16.76470588],0
d2,1,0.834007,0.043917,[3 3] ; [24 20],[3.24 2.76] ; [23.76 20.24],0
s2,1,0.912255,0.012143,[2 4] ; [14 31],[1.88235294 4.11764706] ; [14.11764706 30.88235294],0
p4,1,0.940505,0.00557,[2 4] ; [14 30],[1.92 4.08] ; [14.08 29.92],0
p1,1,0.946532,0.004497,[1 5] ; [ 8 37],[1.05882353 4.94117647] ; [ 7.94117647 37.05882353],0
b5,1,0.959213,0.002615,[3 3] ; [23 22],[3.05882353 2.94117647] ; [22.94117647 22.05882353],0
