Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,48.338005,[80 43] ; [26 97],[53. 70.] ; [53. 70.],1
n3,1,0.273821,1.197505,[22  4] ; [27 10],[20.22222222  5.77777778] ; [28.77777778  8.22222222],0
n1,1,0.317278,1.000136,[10 15] ; [10 26],[ 8.19672131 16.80327869] ; [11.80327869 24.19672131],0
u1,1,0.318616,0.994621,[ 16 108] ; [ 11 112],[ 13.55465587 110.44534413] ; [ 13.44534413 109.55465587],0
s5,1,0.327103,0.960333,[ 20 103] ; [ 14 104],[ 17.3526971 105.6473029] ; [ 16.6473029 101.3526971],0
v2,1,0.398881,0.711697,[71 48] ; [64 54],[67.78481013 51.21518987] ; [67.21518987 50.78481013],0
s3,1,0.507363,0.439503,[33 88] ; [29 94],[30.74590164 90.25409836] ; [31.25409836 91.74590164],0
r4,1,0.574391,0.31539,[107  17] ; [103  20],[105.42510121  18.57489879] ; [104.57489879  18.42510121],0
s4,1,0.593496,0.284917,[  7 117] ; [  9 114],[  8.03238866 115.96761134] ; [  7.96761134 115.03238866],0
n2,1,0.619823,0.246116,[19  6] ; [26 11],[18.14516129  6.85483871] ; [26.85483871 10.14516129],0
n6,1,0.620778,0.244776,[102  21] ; [99 24],[100.5  22.5] ; [100.5  22.5],0
a1,1,0.693355,0.155478,[  3 121] ; [  4 119],[  3.51417004 120.48582996] ; [  3.48582996 119.51417004],0
d4,1,0.70889,0.139388,[97 27] ; [93 29],[95.77235772 28.22764228] ; [94.22764228 27.77235772],0
u3,1,0.727946,0.121006,[19 17] ; [22 23],[18.22222222 17.77777778] ; [22.77777778 22.22222222],0
b5,1,0.753383,0.09871,[68 56] ; [65 58],[66.76923077 57.23076923] ; [66.23076923 56.76923077],0
u2,1,0.777889,0.079564,[19 16] ; [23 22],[18.375 16.625] ; [23.625 21.375],0
r2,1,0.804304,0.061396,[113  10] ; [111  11],[112.45714286  10.54285714] ; [111.54285714  10.45714286],0
b4,1,0.854464,0.033645,[72 52] ; [70 53],[71.28744939 52.71255061] ; [70.71255061 52.28744939],0
s2,1,0.873038,0.025536,[24 98] ; [25 97],[24.5 97.5] ; [24.5 97.5],0
a8,1,0.968118,0.001597,[13 95] ; [ 14 104],[12.90265487 95.09734513] ; [ 14.09734513 103.90265487],0
u4,1,0.995413,3.3e-05,[  1 123] ; [  1 122],[  1.00404858 122.99595142] ; [  0.99595142 122.00404858],0
