Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.00073,11.411435,[41 24] ; [51  6],[49.01639344 15.98360656] ; [42.98360656 14.01639344],1
n6,1,0.001038,10.757779,[40 25] ; [50  7],[47.95081967 17.04918033] ; [42.04918033 14.95081967],0
b1,1,0.001544,10.024893,[41 24] ; [20 38],[32.23577236 32.76422764] ; [28.76422764 29.23577236],0
p2,1,0.003168,8.708262,[30 35] ; [42 16],[38.04878049 26.95121951] ; [33.95121951 24.04878049],0
v4,1,0.004058,8.257658,[47 17] ; [54  4],[52.98360656 11.01639344] ; [48.01639344  9.98360656],0
b4,1,0.00875,6.873198,[32 33] ; [42 16],[39.10569106 25.89430894] ; [34.89430894 23.10569106],0
s5,1,0.009011,6.820608,[ 7 56] ; [17 39],[12.70588235 50.29411765] ; [11.29411765 44.70588235],0
n1,1,0.014525,5.973165,[19 11] ; [ 6 15],[14.70588235 15.29411765] ; [10.29411765 10.70588235],0
r4,1,0.017681,5.627515,[40 25] ; [47 11],[45.97560976 19.02439024] ; [41.02439024 16.97560976],0
a1,1,0.02594,4.960033,[10 55] ; [ 2 56],[ 6.34146341 58.65853659] ; [ 5.65853659 52.34146341],0
d2,1,0.037887,4.310102,[29 34] ; [37 20],[34.65 28.35] ; [31.35 25.65],0
s8,1,0.043464,4.077247,[13 51] ; [21 36],[17.98347107 46.01652893] ; [16.01652893 40.98347107],0
s6,1,0.049397,3.861812,[29 35] ; [36 21],[34.38016529 29.61983471] ; [30.61983471 26.38016529],0
p7,1,0.069195,3.302024,[23 42] ; [29 27],[27.9338843 37.0661157] ; [24.0661157 31.9338843],0
s2,1,0.089877,2.876581,[19 45] ; [25 31],[23.46666667 40.53333333] ; [20.53333333 35.46666667],0
v2,1,0.091414,2.849294,[18 46] ; [24 32],[22.4 41.6] ; [19.6 36.4],0
u3,1,0.117361,2.452185,[ 9 16] ; [14 10],[11.73469388 13.26530612] ; [11.26530612 12.73469388],0
r1,1,0.120882,2.405859,[39 25] ; [43 15],[43.01639344 20.98360656] ; [38.98360656 19.01639344],0
n2,1,0.121491,2.397989,[16 15] ; [16  6],[18.71698113 12.28301887] ; [13.28301887  8.71698113],0
d1,1,0.13082,2.282748,[27 38] ; [32 26],[31.17886179 33.82113821] ; [27.82113821 30.17886179],0
p6,1,0.130897,2.281835,[13 50] ; [19 39],[16.66115702 46.33884298] ; [15.33884298 42.66115702],0
n3,1,0.155151,2.02086,[14 15] ; [15  7],[16.49019608 12.50980392] ; [12.50980392  9.49019608],0
r2,1,0.16155,1.959658,[53 11] ; [53  5],[55.60655738  8.39344262] ; [50.39344262  7.60655738],0
s3,1,0.204496,1.609971,[28 36] ; [31 25],[31.46666667 32.53333333] ; [27.53333333 28.46666667],0
p9,1,0.250371,1.321234,[21 42] ; [24 31],[24.02542373 38.97457627] ; [20.97457627 34.02542373],0
p1,1,0.268669,1.223528,[ 7 58] ; [ 3 54],[ 5.32786885 59.67213115] ; [ 4.67213115 52.32786885],0
p4,1,0.28558,1.140344,[23 42] ; [26 32],[25.89430894 39.10569106] ; [23.10569106 34.89430894],0
d4,1,0.324385,0.971184,[40 23] ; [41 16],[42.525 20.475] ; [38.475 18.525],0
v3,1,0.372269,0.796077,[16 47] ; [19 39],[18.2231405 44.7768595] ; [16.7768595 41.2231405],0
p8,1,0.379697,0.771684,[17 47] ; [19 37],[19.2 44.8] ; [16.8 39.2],0
d5,1,0.381584,0.765593,[44 20] ; [44 14],[46.16393443 17.83606557] ; [41.83606557 16.16393443],0
s1,1,0.418105,0.655634,[ 6 59] ; [ 3 53],[ 4.83471074 60.16528926] ; [ 4.16528926 51.83471074],0
a7,1,0.446635,0.579177,[42 23] ; [33 24],[39.95901639 25.04098361] ; [35.04098361 21.95901639],0
u2,1,0.47415,0.512289,[ 9 15] ; [11 12],[10.21276596 13.78723404] ; [ 9.78723404 13.21276596],0
p12,1,0.493073,0.469814,[ 1 64] ; [ 2 56],[ 1.58536585 63.41463415] ; [ 1.41463415 56.58536585],0
a5,1,0.545113,0.366145,[38 27] ; [37 21],[39.63414634 25.36585366] ; [35.36585366 22.63414634],0
a3,1,0.582839,0.301667,[40 23] ; [34 24],[38.52892562 24.47107438] ; [35.47107438 22.52892562],0
