Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,3e-06,21.959075,[331  65] ; [47 31],[315.79746835  80.20253165] ; [62.20253165 15.79746835],1
p6,1,0.033973,4.496037,[161 227] ; [22 55],[152.69677419 235.30322581] ; [30.30322581 46.69677419],0
a2,1,0.036873,4.356253,[111 285] ; [13 65],[103.59493671 292.40506329] ; [20.40506329 57.59493671],0
v4,1,0.050269,3.832474,[382  12] ; [72  6],[378.97457627  15.02542373] ; [75.02542373  2.97457627],0
a6,1,0.050815,3.814358,[285 110] ; [47 30],[277.83898305 117.16101695] ; [54.16101695 22.83898305],0
d5,1,0.067208,3.349928,[341  55] ; [60 17],[335.72093023  60.27906977] ; [65.27906977 11.72093023],0
b1,1,0.074941,3.171343,[131 265] ; [34 44],[137.84810127 258.15189873] ; [27.15189873 50.84810127],0
v3,1,0.075074,3.168445,[225 160] ; [36 40],[217.97180043 167.02819957] ; [43.02819957 32.97180043],0
a7,1,0.121894,2.392813,[305  89] ; [54 24],[299.67372881  94.32627119] ; [59.32627119 18.67372881],0
r1,1,0.125645,2.3455,[344  50] ; [63 15],[339.74152542  54.25847458] ; [67.25847458 10.74152542],0
p5,1,0.143495,2.140069,[ 48 348] ; [ 5 73],[ 44.27848101 351.72151899] ; [ 8.72151899 69.27848101],0
n2,1,0.153713,2.035007,[55 13] ; [16  8],[52.47826087 15.52173913] ; [18.52173913  5.47826087],0
d1,1,0.165545,1.922831,[261 135] ; [45 33],[255.64556962 140.35443038] ; [50.35443038 27.64556962],0
a1,1,0.171731,1.867766,[ 20 376] ; [ 7 71],[ 22.55696203 373.44303797] ; [ 4.44303797 73.55696203],0
s7,1,0.184774,1.758799,[208 170] ; [35 40],[202.76821192 175.23178808] ; [40.23178808 34.76821192],0
a5,1,0.203861,1.614494,[315  81] ; [57 21],[310.78481013  85.21518987] ; [61.21518987 16.78481013],0
u1,1,0.206848,1.593354,[ 86 310] ; [12 66],[ 81.87341772 314.12658228] ; [16.12658228 61.87341772],0
a8,1,0.209843,1.572507,[ 54 296] ; [ 7 65],[ 50.59241706 299.40758294] ; [10.40758294 61.59241706],0
d2,1,0.222738,1.486641,[209 185] ; [35 42],[204.1104034 189.8895966] ; [39.8895966 37.1104034],0
r3,1,0.247831,1.335489,[386   7] ; [75  3],[384.65605096   8.34394904] ; [76.34394904  1.65605096],0
p1,1,0.273416,1.199529,[ 35 360] ; [ 4 74],[ 32.56871036 362.43128964] ; [ 6.43128964 71.56871036],0
s8,1,0.305867,1.048438,[193 199] ; [33 44],[188.89552239 203.10447761] ; [37.10447761 39.89552239],0
b3,1,0.364223,0.82328,[ 98 145] ; [16 32],[ 95.19587629 147.80412371] ; [18.80412371 29.19587629],0
b2,1,0.364223,0.82328,[ 98 145] ; [16 32],[ 95.19587629 147.80412371] ; [18.80412371 29.19587629],0
p12,1,0.39403,0.72647,[ 34 360] ; [ 9 68],[ 35.97027601 358.02972399] ; [ 7.02972399 69.97027601],0
u4,1,0.418761,0.653789,[  9 387] ; [ 3 75],[ 10.02531646 385.97468354] ; [ 1.97468354 76.02531646],0
d4,1,0.459998,0.5459,[341  54] ; [64 13],[338.93008475  56.06991525] ; [66.06991525 10.93008475],0
a4,1,0.488723,0.479337,[184 211] ; [33 45],[181.21564482 213.78435518] ; [35.78435518 42.21564482],0
n1,1,0.501168,0.452462,[26 42] ; [ 7 16],[24.65934066 43.34065934] ; [ 8.34065934 14.65934066],0
b4,1,0.572297,0.318855,[242 154] ; [45 33],[239.7721519 156.2278481] ; [47.2278481 30.7721519],0
s3,1,0.596206,0.280757,[221 166] ; [42 36],[218.88387097 168.11612903] ; [44.11612903 33.88387097],0
s1,1,0.642055,0.216064,[  7 382] ; [ 2 75],[  7.51287554 381.48712446] ; [ 1.48712446 75.51287554],0
s2,1,0.853216,0.034231,[210 181] ; [41 37],[209.25586354 181.74413646] ; [41.74413646 36.25586354],0
s5,1,0.86497,0.028917,[140 238] ; [27 48],[139.35099338 238.64900662] ; [27.64900662 47.35099338],0
b5,1,0.885609,0.020696,[237 159] ; [46 32],[236.43037975 159.56962025] ; [46.56962025 31.43037975],0
u2,1,0.887215,0.020116,[47 41] ; [14 13],[46.67826087 41.32173913] ; [14.32173913 12.67826087],0
u3,1,0.928578,0.008034,[50 39] ; [16 12],[50.20512821 38.79487179] ; [15.79487179 12.20512821],0
s6,1,0.93988,0.005688,[264 122] ; [53 24],[264.28077754 121.71922246] ; [52.71922246 24.28077754],0
