Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,30.958716,[ 38 109] ; [123 100],[63.96486486 83.03513514] ; [ 97.03513514 125.96486486],1
n5,1,3e-06,21.522661,[99 49] ; [198  30],[116.90425532  31.09574468] ; [180.09574468  47.90425532],1
v2,1,5e-06,20.866102,[65 79] ; [156  70],[86.01081081 57.98918919] ; [134.98918919  91.01081081],1
b3,1,0.000346,12.805239,[18 69] ; [64 82],[30.61802575 56.38197425] ; [51.38197425 94.61802575],1
b2,1,0.000346,12.805239,[18 69] ; [64 82],[30.61802575 56.38197425] ; [51.38197425 94.61802575],1
p4,1,0.000392,12.569131,[97 51] ; [187  42],[111.49071618  36.50928382] ; [172.50928382  56.49071618],1
p6,1,0.000437,12.367523,[56 92] ; [127  98],[72.61126005 75.38873995] ; [110.38873995 114.61126005],1
p9,1,0.000479,12.194992,[121  27] ; [212  15],[131.424  16.576] ; [201.576  25.424],1
s5,1,0.001388,10.2218,[ 42 103] ; [100 119],[56.56593407 88.43406593] ; [ 85.43406593 133.56593407],0
n4,1,0.001843,9.699309,[109  40] ; [197  32],[120.61904762  28.38095238] ; [185.38095238  43.61904762],0
s8,1,0.004611,8.026128,[61 87] ; [127  99],[74.39572193 73.60427807] ; [113.60427807 112.39572193],0
p10,1,0.006098,7.521056,[119  28] ; [206  21],[127.74064171  19.25935829] ; [197.25935829  29.74064171],0
p12,1,0.006824,7.318645,[  6 142] ; [ 28 201],[ 13.34748011 134.65251989] ; [ 20.65251989 208.34748011],0
a5,1,0.010699,6.514642,[108  41] ; [191  38],[117.85978836  31.14021164] ; [181.14021164  47.85978836],0
n6,1,0.010847,6.490171,[121  27] ; [206  21],[129.056  18.944] ; [197.944  29.056],0
d4,1,0.016204,5.780578,[131  18] ; [217  12],[137.17460317  11.82539683] ; [210.82539683  18.17460317],0
n1,1,0.017429,5.652665,[ 9 24] ; [20 16],[13.86956522 19.13043478] ; [15.13043478 20.86956522],0
d1,1,0.022228,5.227838,[100  49] ; [178  51],[109.58201058  39.41798942] ; [168.41798942  60.58201058],0
p3,1,0.025059,5.019783,[84 64] ; [156  73],[94.21750663 53.78249337] ; [145.78249337  83.21750663],0
p2,1,0.027179,4.879417,[132  16] ; [218  11],[137.4005305  10.5994695] ; [212.5994695  16.4005305],0
a4,1,0.028959,4.770036,[60 89] ; [118 110],[70.35013263 78.64986737] ; [107.64986737 120.35013263],0
p5,1,0.035827,4.405304,[ 18 130] ; [ 47 182],[ 25.51724138 122.48275862] ; [ 39.48275862 189.51724138],0
a2,1,0.052674,3.754228,[ 28 121] ; [ 63 166],[ 35.87037037 113.12962963] ; [ 55.12962963 173.87037037],0
u1,1,0.059727,3.54495,[ 21 128] ; [ 50 179],[ 27.98677249 121.01322751] ; [ 43.01322751 185.98677249],0
a3,1,0.068437,3.320118,[103  46] ; [176  51],[110.56117021  38.43882979] ; [168.43882979  58.56117021],0
u4,1,0.078604,3.093526,[  1 148] ; [  8 221],[  3.54761905 145.45238095] ; [  5.45238095 223.54761905],0
b5,1,0.108242,2.579705,[74 75] ; [133  96],[81.5952381 67.4047619] ; [125.4047619 103.5952381],0
p11,1,0.112275,2.521906,[122  27] ; [201  28],[127.32010582  21.67989418] ; [195.67989418  33.32010582],0
n2,1,0.113667,2.502476,[24 10] ; [31  5],[26.71428571  7.28571429] ; [28.28571429  7.71428571],0
r4,1,0.118736,2.433921,[135  14] ; [217  12],[138.75132275  10.24867725] ; [213.24867725  15.75132275],0
s7,1,0.14251,2.150648,[66 74] ; [119  97],[72.75280899 67.24719101] ; [112.24719101 103.75280899],0
p7,1,0.152138,2.05068,[117  29] ; [193  32],[121.99460916  24.00539084] ; [188.00539084  36.99460916],0
r3,1,0.15844,1.98905,[139   8] ; [223   6],[141.52659574   5.47340426] ; [220.47340426   8.52659574],0
s6,1,0.161311,1.961891,[95 50] ; [160  61],[101.02459016  43.97540984] ; [153.97540984  67.02459016],0
v4,1,0.172051,1.864985,[141   6] ; [224   4],[143.08   3.92] ; [221.92   6.08],0
s1,1,0.175738,1.8333,[  6 142] ; [  4 224],[  3.93617021 144.06382979] ; [  6.06382979 221.93617021],0
b4,1,0.17717,1.821203,[78 71] ; [136  93],[84.35449735 64.64550265] ; [129.64550265  99.35449735],0
s2,1,0.237615,1.394691,[70 78] ; [121 105],[75.5828877 72.4171123] ; [115.4171123 110.5828877],0
r1,1,0.241078,1.374278,[122  27] ; [196  31],[126.01595745  22.98404255] ; [191.98404255  35.01595745],0
d2,1,0.349099,0.876729,[74 75] ; [125 104],[78.44179894 70.55820106] ; [120.55820106 108.44179894],0
r2,1,0.367907,0.810721,[138   8] ; [218   8],[139.72043011   6.27956989] ; [216.27956989   9.72043011],0
a8,1,0.388516,0.743583,[ 19 119] ; [ 35 168],[ 21.85337243 116.14662757] ; [ 32.14662757 170.85337243],0
u3,1,0.441998,0.59109,[24 20] ; [33 20],[25.8556701 18.1443299] ; [31.1443299 21.8556701],0
a7,1,0.455051,0.558039,[110  39] ; [176  52],[113.03448276  35.96551724] ; [172.96551724  55.03448276],0
s4,1,0.518023,0.417828,[ 28 119] ; [ 37 188],[ 25.68548387 121.31451613] ; [ 39.31451613 185.68548387],0
a1,1,0.557113,0.344728,[  7 142] ; [ 14 215],[  8.27777778 140.72222222] ; [ 12.72222222 216.27777778],0
a6,1,0.788437,0.072007,[98 51] ; [153  75],[99.20159151 49.79840849] ; [151.79840849  76.20159151],0
s3,1,0.84578,0.037833,[81 67] ; [126 100],[81.9144385 66.0855615] ; [125.0855615 100.9144385],0
d3,1,0.86269,0.029912,[116  33] ; [180  49],[116.67724868  32.32275132] ; [179.32275132  49.67724868],0
u2,1,0.879973,0.022802,[25 21] ; [28 25],[24.62626263 21.37373737] ; [28.37373737 24.62626263],0
n3,1,0.93435,0.006785,[23 11] ; [24 11],[23.15942029 10.84057971] ; [23.84057971 11.15942029],0
b1,1,0.967804,0.001629,[55 94] ; [ 85 144],[55.18518519 93.81481481] ; [ 84.81481481 144.18518519],0
p1,1,0.967922,0.001617,[ 14 133] ; [ 22 206],[ 14.112 132.888] ; [ 21.888 206.112],0
