Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,9.1e-05,15.319742,[91 31] ; [19 26],[80.35928144 41.64071856] ; [29.64071856 15.35928144],1
p11,1,0.000135,14.571442,[89 33] ; [19 27],[78.42857143 43.57142857] ; [29.57142857 16.42857143],1
p7,1,0.001049,10.738835,[68 52] ; [13 33],[58.55421687 61.44578313] ; [22.44578313 23.55421687],0
p10,1,0.001756,9.788692,[79 43] ; [17 28],[70.13173653 51.86826347] ; [25.86826347 19.13173653],0
v4,1,0.002319,9.278099,[114   7] ; [36 10],[108.68263473  12.31736527] ; [41.31736527  4.68263473],0
d3,1,0.004508,8.066998,[84 37] ; [21 25],[76.07784431 44.92215569] ; [28.92215569 17.07784431],0
a7,1,0.013366,6.120048,[92 29] ; [26 20],[85.49700599 35.50299401] ; [32.50299401 13.49700599],0
p3,1,0.014582,5.96632,[46 76] ; [ 8 37],[39.4491018 82.5508982] ; [14.5508982 30.4491018],0
n3,1,0.015348,5.876068,[32  8] ; [7 8],[28.36363636 11.63636364] ; [10.63636364  4.36363636],0
s1,1,0.022453,5.210335,[  3 119] ; [ 5 41],[  5.80952381 116.19047619] ; [ 2.19047619 43.80952381],0
n6,1,0.027568,4.854857,[81 41] ; [22 24],[74.79761905 47.20238095] ; [28.20238095 17.79761905],0
a6,1,0.031727,4.613198,[78 44] ; [21 25],[71.89285714 50.10714286] ; [27.10714286 18.89285714],0
s3,1,0.058474,3.580158,[48 71] ; [11 34],[42.81097561 76.18902439] ; [16.18902439 28.81097561],0
d1,1,0.077534,3.115841,[61 61] ; [16 30],[55.91666667 66.08333333] ; [21.08333333 24.91666667],0
r3,1,0.079215,3.080927,[114   8] ; [39  7],[111.10714286  10.89285714] ; [41.89285714  4.10714286],0
a5,1,0.080225,3.060338,[74 48] ; [21 25],[68.98809524 53.01190476] ; [26.01190476 19.98809524],0
r4,1,0.137053,2.210744,[98 24] ; [32 14],[94.4047619 27.5952381] ; [35.5952381 10.4047619],0
a3,1,0.157286,2.000128,[70 51] ; [21 25],[65.93413174 55.06586826] ; [25.06586826 20.93413174],0
s8,1,0.161195,1.962984,[25 97] ; [ 5 40],[ 21.91616766 100.08383234] ; [ 8.08383234 36.91616766],0
r2,1,0.172784,1.858621,[108  12] ; [37  8],[105.45454545  14.54545455] ; [39.54545455  5.45454545],0
s4,1,0.177533,1.818158,[ 12 110] ; [ 8 38],[ 14.52380952 107.47619048] ; [ 5.47619048 40.52380952],0
b4,1,0.178528,1.809836,[75 47] ; [23 23],[71.16666667 50.83333333] ; [26.83333333 19.16666667],0
a2,1,0.201066,1.634615,[ 13 109] ; [ 2 44],[ 10.89285714 111.10714286] ; [ 4.10714286 41.89285714],0
p6,1,0.219504,1.507614,[26 93] ; [ 6 39],[23.2195122 95.7804878] ; [ 8.7804878 36.2195122],0
s6,1,0.255989,1.290323,[56 65] ; [16 28],[52.8 68.2] ; [19.2 24.8],0
n2,1,0.273211,1.200555,[27 12] ; [8 7],[25.27777778 13.72222222] ; [9.72222222 5.27777778],0
a8,1,0.292936,1.10608,[  7 106] ; [ 1 45],[  5.68553459 107.31446541] ; [ 2.31446541 43.68553459],0
d2,1,0.29445,1.099162,[45 77] ; [13 33],[42.11904762 79.88095238] ; [15.88095238 30.11904762],0
p4,1,0.302192,1.064494,[50 71] ; [15 31],[47.09580838 73.90419162] ; [17.90419162 28.09580838],0
p8,1,0.302192,1.064494,[50 71] ; [15 31],[47.09580838 73.90419162] ; [17.90419162 28.09580838],0
r1,1,0.316705,1.002506,[86 35] ; [29 17],[83.32335329 37.67664671] ; [31.67664671 14.32335329],0
n4,1,0.340726,0.907699,[44 78] ; [13 33],[41.39285714 80.60714286] ; [15.60714286 30.39285714],0
b2,1,0.38998,0.739003,[15 48] ; [ 7 14],[16.5 46.5] ; [ 5.5 15.5],0
b3,1,0.38998,0.739003,[15 48] ; [ 7 14],[16.5 46.5] ; [ 5.5 15.5],0
a4,1,0.402238,0.701626,[40 82] ; [12 34],[37.76190476 84.23809524] ; [14.23809524 31.76190476],0
d5,1,0.462852,0.538989,[86 35] ; [30 16],[84.04790419 36.95209581] ; [31.95209581 14.04790419],0
b5,1,0.478589,0.502077,[75 47] ; [31 15],[76.97619048 45.02380952] ; [29.02380952 16.97619048],0
