Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,8.8e-05,15.377335,[60 13] ; [3 8],[54.75 18.25] ; [8.25 2.75],1
r3,1,0.000169,14.142964,[72  1] ; [8 3],[69.52380952  3.47619048] ; [10.47619048  0.52380952],1
r1,1,0.000348,12.790226,[54 20] ; [2 9],[48.75294118 25.24705882] ; [7.24705882 3.75294118],1
s6,1,0.004768,7.965249,[51 21] ; [3 8],[46.84337349 25.15662651] ; [7.15662651 3.84337349],0
n4,1,0.01079,6.499592,[55 19] ; [4 7],[51.36470588 22.63529412] ; [7.63529412 3.36470588],0
a3,1,0.018804,5.519644,[41 32] ; [2 9],[37.36904762 35.63095238] ; [5.63095238 5.36904762],0
b1,1,0.022681,5.192787,[27 47] ; [8 3],[30.47058824 43.52941176] ; [4.52941176 6.47058824],0
v4,1,0.023697,5.116708,[72  2] ; [9 2],[70.51764706  3.48235294] ; [10.48235294  0.51764706],0
r2,1,0.029681,4.727666,[69  5] ; [8 3],[67.03529412  6.96470588] ; [9.96470588 1.03529412],0
d4,1,0.037746,4.31642,[56 18] ; [5 6],[53.10588235 20.89411765] ; [7.89411765 3.10588235],0
p10,1,0.064583,3.415586,[54 20] ; [5 6],[51.36470588 22.63529412] ; [7.63529412 3.36470588],0
v3,1,0.067309,3.347447,[27 46] ; [ 1 10],[24.33333333 48.66666667] ; [3.66666667 7.33333333],0
d3,1,0.070043,3.282006,[44 29] ; [3 7],[41.3373494 31.6626506] ; [5.6626506 4.3373494],0
p9,1,0.087264,2.924144,[58 16] ; [6 5],[55.71764706 18.28235294] ; [8.28235294 2.71764706],0
v1,1,0.125305,2.349728,[38 35] ; [3 8],[35.63095238 37.36904762] ; [5.36904762 5.63095238],0
d1,1,0.130598,2.285386,[23 51] ; [ 1 10],[20.89411765 53.10588235] ; [3.10588235 7.89411765],0
s8,1,0.132182,2.266689,[31 43] ; [2 9],[28.72941176 45.27058824] ; [4.27058824 6.72941176],0
p3,1,0.13591,2.223669,[38 36] ; [3 8],[35.69411765 38.30588235] ; [5.30588235 5.69411765],0
s4,1,0.161108,1.963795,[13 59] ; [4 7],[14.74698795 57.25301205] ; [2.25301205 8.74698795],0
a7,1,0.172594,1.860263,[48 24] ; [5 6],[45.97590361 26.02409639] ; [7.02409639 3.97590361],0
u3,1,0.19678,1.666116,[19 14] ; [3 6],[17.28571429 15.71428571] ; [4.71428571 4.28571429],0
u2,1,0.268621,1.223776,[19 14] ; [7 2],[20.42857143 12.57142857] ; [5.57142857 3.42857143],0
n5,1,0.282155,1.156681,[58 16] ; [7 4],[56.58823529 17.41176471] ; [8.41176471 2.58823529],0
s1,1,0.28401,1.1478,[ 2 72] ; [ 1 10],[ 2.61176471 71.38823529] ; [ 0.38823529 10.61176471],0
n3,1,0.302191,1.0645,[14  4] ; [4 3],[12.96  5.04] ; [5.04 1.96],0
d5,1,0.31055,1.028337,[51 22] ; [6 5],[49.53571429 23.46428571] ; [7.46428571 3.53571429],0
p4,1,0.343954,0.89564,[51 23] ; [6 5],[49.62352941 24.37647059] ; [7.37647059 3.62352941],0
n1,1,0.40905,0.681561,[11  7] ; [3 4],[10.08  7.92] ; [3.92 3.08],0
v2,1,0.474571,0.511314,[38 35] ; [4 6],[36.93975904 36.06024096] ; [5.06024096 4.93975904],0
s5,1,0.476277,0.507376,[22 49] ; [2 8],[21.03703704 49.96296296] ; [2.96296296 7.03703704],0
p5,1,0.479431,0.500157,[13 61] ; [ 1 10],[12.18823529 61.81176471] ; [1.81176471 9.18823529],0
s3,1,0.536592,0.381893,[41 33] ; [5 6],[40.04705882 33.95294118] ; [5.95294118 5.04705882],0
b3,1,0.564618,0.331771,[19 29] ; [1 3],[18.46153846 29.53846154] ; [1.53846154 2.46153846],0
b2,1,0.564618,0.331771,[19 29] ; [1 3],[18.46153846 29.53846154] ; [1.53846154 2.46153846],0
b5,1,0.607813,0.263371,[48 26] ; [8 3],[48.75294118 25.24705882] ; [7.24705882 3.75294118],0
p7,1,0.60996,0.260232,[62 12] ; [9 1],[62.54761905 11.45238095] ; [8.45238095 1.54761905],0
d2,1,0.654066,0.200813,[18 56] ; [2 9],[17.41176471 56.58823529] ; [2.58823529 8.41176471],0
p11,1,0.674657,0.176203,[58 16] ; [8 3],[57.45882353 16.54117647] ; [8.54117647 2.45882353],0
n2,1,0.738568,0.11139,[14  4] ; [5 2],[13.68  4.32] ; [5.32 1.68],0
s7,1,0.753675,0.098469,[35 35] ; [4 5],[34.55696203 35.44303797] ; [4.44303797 4.55696203],0
p2,1,0.775504,0.081329,[63 11] ; [9 2],[62.68235294 11.31764706] ; [9.31764706 1.68235294],0
s2,1,0.778445,0.079155,[37 37] ; [5 6],[36.56470588 37.43529412] ; [5.43529412 5.56470588],0
a4,1,0.794444,0.067883,[16 58] ; [2 9],[15.67058824 58.32941176] ; [2.32941176 8.67058824],0
a6,1,0.843192,0.03913,[38 36] ; [6 5],[38.30588235 35.69411765] ; [5.69411765 5.30588235],0
p8,1,0.866274,0.028356,[49 25] ; [7 4],[48.75294118 25.24705882] ; [7.24705882 3.75294118],0
b4,1,0.975655,0.000931,[40 34] ; [6 5],[40.04705882 33.95294118] ; [5.95294118 5.04705882],0
