Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,7e-05,15.809729,[20 21] ; [ 9 57],[11.11214953 29.88785047] ; [17.88785047 48.11214953],1
p6,1,0.002496,9.143431,[19 22] ; [12 52],[12.1047619 28.8952381] ; [18.8952381 45.1047619],0
p8,1,0.003434,8.561087,[21 20] ; [15 49],[14.05714286 26.94285714] ; [21.94285714 42.05714286],0
p7,1,0.004568,8.042802,[27 14] ; [24 40],[19.91428571 21.08571429] ; [31.08571429 32.91428571],0
s8,1,0.008421,6.94168,[18 23] ; [13 52],[11.99056604 29.00943396] ; [19.00943396 45.99056604],0
d5,1,0.01004,6.627865,[34  7] ; [39 27],[27.97196262 13.02803738] ; [45.02803738 20.97196262],0
d3,1,0.01191,6.324187,[30 11] ; [32 34],[23.75700935 17.24299065] ; [38.24299065 27.75700935],0
s6,1,0.012275,6.270744,[26 15] ; [25 40],[19.72641509 21.27358491] ; [31.27358491 33.72641509],0
d1,1,0.053674,3.722808,[24 17] ; [26 40],[19.1588785 21.8411215] ; [30.8411215 35.1588785],0
s4,1,0.062959,3.457679,[ 8 32] ; [ 5 60],[ 4.95238095 35.04761905] ; [ 8.04761905 56.95238095],0
n1,1,0.074919,3.171812,[7 7] ; [ 5 18],[4.54054054 9.45945946] ; [ 7.45945946 15.54054054],0
n2,1,0.08266,3.011803,[12  1] ; [16  8],[9.83783784 3.16216216] ; [18.16216216  5.83783784],0
p2,1,0.089102,2.890526,[33  8] ; [43 23],[29.12149533 11.87850467] ; [46.87850467 19.12149533],0
v4,1,0.101574,2.680654,[39  2] ; [56 10],[36.40186916  4.59813084] ; [58.59813084  7.40186916],0
s3,1,0.117273,2.453365,[21 19] ; [24 41],[17.14285714 22.85714286] ; [27.85714286 37.14285714],0
s2,1,0.11803,2.443269,[17 23] ; [18 47],[13.33333333 26.66666667] ; [21.66666667 43.33333333],0
n5,1,0.131825,2.270882,[26 15] ; [32 34],[22.22429907 18.77570093] ; [35.77570093 30.22429907],0
s1,1,0.132893,2.258385,[ 3 38] ; [ 1 63],[ 1.56190476 39.43809524] ; [ 2.43809524 61.56190476],0
a7,1,0.14015,2.176312,[28 13] ; [35 30],[24.36792453 16.63207547] ; [38.63207547 26.36792453],0
s7,1,0.167678,1.903586,[16 24] ; [17 46],[12.81553398 27.18446602] ; [20.18446602 42.81553398],0
u3,1,0.188536,1.729019,[11  5] ; [13 14],[8.93023256 7.06976744] ; [15.06976744 11.93023256],0
u1,1,0.197034,1.664221,[ 8 33] ; [ 7 59],[ 5.74766355 35.25233645] ; [ 9.25233645 56.74766355],0
d4,1,0.263384,1.250885,[33  8] ; [46 19],[30.55660377 10.44339623] ; [48.44339623 16.55660377],0
b3,1,0.26454,1.244844,[11 18] ; [11 32],[ 8.86111111 20.13888889] ; [13.13888889 29.86111111],0
b2,1,0.26454,1.244844,[11 18] ; [11 32],[ 8.86111111 20.13888889] ; [13.13888889 29.86111111],0
v2,1,0.286808,1.134545,[21 18] ; [28 37],[18.375 20.625] ; [30.625 34.375],0
b1,1,0.306094,1.047454,[19 22] ; [24 42],[16.47663551 24.52336449] ; [26.52336449 39.47663551],0
n4,1,0.306785,1.044467,[30 11] ; [42 24],[27.58878505 13.41121495] ; [44.41121495 21.58878505],0
d2,1,0.318676,0.994371,[23 18] ; [30 35],[20.5 20.5] ; [32.5 32.5],0
s5,1,0.358065,0.844669,[11 28] ; [13 51],[ 9.08737864 29.91262136] ; [14.91262136 49.08737864],0
a4,1,0.387093,0.748055,[19 22] ; [25 41],[16.85981308 24.14018692] ; [27.14018692 38.85981308],0
a5,1,0.42077,0.648162,[25 16] ; [35 31],[22.99065421 18.00934579] ; [37.00934579 28.99065421],0
v1,1,0.513549,0.426829,[18 23] ; [24 40],[16.4 24.6] ; [25.6 38.4],0
b4,1,0.516644,0.420587,[28 13] ; [41 25],[26.43925234 14.56074766] ; [42.56074766 23.43925234],0
a2,1,0.528322,0.397617,[ 5 36] ; [11 55],[ 6.13084112 34.86915888] ; [ 9.86915888 56.13084112],0
v3,1,0.536472,0.382118,[13 28] ; [17 48],[11.60377358 29.39622642] ; [18.39622642 46.60377358],0
a6,1,0.549234,0.358692,[26 15] ; [38 28],[24.52336449 16.47663551] ; [39.47663551 26.52336449],0
b5,1,0.585449,0.297507,[27 14] ; [40 26],[25.6728972 15.3271028] ; [41.3271028 24.6728972],0
a8,1,0.590421,0.289687,[ 6 29] ; [ 8 53],[ 5.10416667 29.89583333] ; [ 8.89583333 52.10416667],0
n3,1,0.601297,0.273044,[11  3] ; [17  7],[10.31578947  3.68421053] ; [17.68421053  6.31578947],0
p5,1,0.624251,0.239938,[ 2 39] ; [ 2 64],[ 1.53271028 39.46728972] ; [ 2.46728972 63.53271028],0
r3,1,0.730662,0.118504,[38  3] ; [59  6],[37.51886792  3.48113208] ; [59.48113208  5.51886792],0
r1,1,0.741563,0.108758,[31 10] ; [48 18],[30.27102804 10.72897196] ; [48.72897196 17.27102804],0
r2,1,0.821474,0.050917,[36  5] ; [58  7],[36.35849057  4.64150943] ; [57.64150943  7.35849057],0
p9,1,0.834144,0.043844,[17 24] ; [27 35],[17.51456311 23.48543689] ; [26.48543689 35.51456311],0
a3,1,0.846709,0.037372,[25 16] ; [39 27],[24.52336449 16.47663551] ; [39.47663551 26.52336449],0
p12,1,0.847058,0.0372,[ 1 40] ; [ 2 63],[ 1.16037736 39.83962264] ; [ 1.83962264 63.16037736],0
r4,1,0.86374,0.029452,[33  8] ; [54 12],[33.3364486  7.6635514] ; [53.6635514 12.3364486],0
u2,1,0.926608,0.008485,[7 8] ; [13 14],[7.14285714 7.85714286] ; [12.85714286 14.14285714],0
a1,1,0.936836,0.00628,[ 2 39] ; [ 3 63],[ 1.91588785 39.08411215] ; [ 3.08411215 62.91588785],0
p1,1,0.964323,0.002001,[ 2 39] ; [ 3 61],[ 1.95238095 39.04761905] ; [ 3.04761905 60.95238095],0
n6,1,0.979702,0.000647,[29 11] ; [48 18],[29.05660377 10.94339623] ; [47.94339623 18.05660377],0
