Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.202721,[99 23] ; [ 6 19],[87.14285714 34.85714286] ; [17.85714286  7.14285714],1
v4,1,1e-06,24.360654,[109  13] ; [12 13],[100.42176871  21.57823129] ; [20.57823129  4.42176871],1
r1,1,2e-06,22.415646,[82 40] ; [ 4 21],[71.37414966 50.62585034] ; [14.62585034 10.37414966],1
d5,1,0.004106,8.236436,[77 45] ; [ 8 17],[70.54421769 51.45578231] ; [14.45578231 10.54421769],0
r3,1,0.00763,7.118285,[102  20] ; [15 10],[97.10204082 24.89795918] ; [19.89795918  5.10204082],0
u3,1,0.01792,5.603977,[25 33] ; [ 2 15],[20.88 37.12] ; [ 6.12 10.88],0
p5,1,0.019345,5.470055,[  7 113] ; [ 5 20],[  9.93103448 110.06896552] ; [ 2.06896552 22.93103448],0
a5,1,0.020547,5.364827,[70 52] ; [ 8 17],[64.73469388 57.26530612] ; [13.26530612 11.73469388],0
p6,1,0.026887,4.898075,[28 87] ; [ 1 23],[23.99280576 91.00719424] ; [ 5.00719424 18.99280576],0
d4,1,0.028284,4.810689,[82 40] ; [11 14],[77.18367347 44.81632653] ; [15.81632653  9.18367347],0
a3,1,0.057149,3.61824,[64 57] ; [ 8 17],[59.67123288 61.32876712] ; [12.32876712 12.67123288],0
b3,1,0.06652,3.366873,[26 42] ; [ 3 16],[22.66666667 45.33333333] ; [ 6.33333333 12.66666667],0
b2,1,0.06652,3.366873,[26 42] ; [ 3 16],[22.66666667 45.33333333] ; [ 6.33333333 12.66666667],0
b1,1,0.08114,3.041909,[50 72] ; [15 10],[53.94557823 68.05442177] ; [11.05442177 13.94557823],0
p11,1,0.110871,2.541763,[88 34] ; [14 11],[84.65306122 37.34693878] ; [17.34693878  7.65306122],0
a6,1,0.134568,2.238998,[59 63] ; [ 8 17],[55.60544218 66.39455782] ; [11.39455782 13.60544218],0
p10,1,0.136679,2.214954,[74 45] ; [11 13],[70.73426573 48.26573427] ; [14.26573427  9.73426573],0
p9,1,0.154729,2.025,[83 37] ; [13 11],[80. 40.] ; [16.  8.],0
s5,1,0.166864,1.91089,[34 81] ; [ 4 21],[31.21428571 83.78571429] ; [ 6.78571429 18.21428571],0
