Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.202721,[99 23] ; [ 6 19],[87.14285714 34.85714286] ; [17.85714286  7.14285714],1
v2,1,0.180345,1.794781,[51 65] ; [ 7 17],[48.05714286 67.94285714] ; [ 9.94285714 14.05714286],0
d1,1,0.217557,1.520412,[45 77] ; [ 6 19],[42.32653061 79.67346939] ; [ 8.67346939 16.32653061],0
v1,1,0.231995,1.428585,[54 66] ; [ 8 17],[51.31034483 68.68965517] ; [10.68965517 14.31034483],0
p1,1,0.257267,1.283405,[  7 115] ; [ 3 22],[  8.29931973 113.70068027] ; [ 1.70068027 23.29931973],0
s1,1,0.291371,1.113277,[  4 115] ; [ 2 23],[  4.95833333 114.04166667] ; [ 1.04166667 23.95833333],0
a8,1,0.318473,0.995208,[  8 108] ; [ 3 20],[  9.17985612 106.82014388] ; [ 1.82014388 21.17985612],0
s3,1,0.329951,0.949091,[42 77] ; [ 6 18],[39.94405594 79.05594406] ; [ 8.05594406 15.94405594],0
p2,1,0.338142,0.917463,[78 40] ; [14 11],[75.91608392 42.08391608] ; [16.08391608  8.91608392],0
s2,1,0.374773,0.787776,[24 96] ; [ 7 18],[25.65517241 94.34482759] ; [ 5.34482759 19.65517241],0
n6,1,0.380183,0.77011,[88 33] ; [16  9],[86.19178082 34.80821918] ; [17.80821918  7.19178082],0
n3,1,0.463925,0.536408,[26 12] ; [5 4],[25.06382979 12.93617021] ; [5.93617021 3.06382979],0
s8,1,0.510716,0.4326,[ 21 100] ; [ 3 22],[ 19.89041096 101.10958904] ; [ 4.10958904 20.89041096],0
p8,1,0.583653,0.300366,[45 74] ; [ 8 17],[43.79861111 75.20138889] ; [ 9.20138889 15.79861111],0
p3,1,0.586338,0.2961,[40 79] ; [ 7 18],[38.84027778 80.15972222] ; [ 8.15972222 16.84027778],0
v3,1,0.596052,0.280992,[29 87] ; [ 5 20],[27.97163121 88.02836879] ; [ 6.02836879 18.97163121],0
a4,1,0.604249,0.268635,[40 80] ; [ 7 18],[38.89655172 81.10344828] ; [ 8.10344828 16.89655172],0
n1,1,0.611108,0.258565,[12 27] ; [2 7],[11.375 27.625] ; [2.625 6.375],0
a1,1,0.627042,0.236094,[  8 114] ; [ 1 24],[  7.46938776 114.53061224] ; [ 1.53061224 23.46938776],0
n2,1,0.639723,0.219104,[29 10] ; [6 3],[28.4375 10.5625] ; [6.5625 2.4375],0
p7,1,0.737084,0.112706,[61 57] ; [12 13],[60.23776224 57.76223776] ; [12.76223776 12.23776224],0
n4,1,0.769373,0.085964,[77 45] ; [15 10],[76.3537415 45.6462585] ; [15.6462585  9.3537415],0
d2,1,0.769937,0.085531,[49 71] ; [11 14],[49.65517241 70.34482759] ; [10.34482759 14.65517241],0
b5,1,0.797272,0.065987,[60 62] ; [13 12],[60.58503401 61.41496599] ; [12.41496599 12.58503401],0
d3,1,0.817996,0.052957,[41 81] ; [ 9 16],[41.49659864 80.50340136] ; [ 8.50340136 16.49659864],0
s4,1,0.844136,0.038654,[ 13 109] ; [ 3 22],[ 13.27891156 108.72108844] ; [ 2.72108844 22.27891156],0
u2,1,0.848334,0.036574,[22 35] ; [ 7 10],[22.33783784 34.66216216] ; [ 6.66216216 10.33783784],0
p4,1,0.861819,0.030297,[45 73] ; [10 15],[45.38461538 72.61538462] ; [ 9.61538462 15.38461538],0
s6,1,0.862516,0.029989,[49 68] ; [10 15],[48.61267606 68.38732394] ; [10.38732394 14.61267606],0
p12,1,0.874014,0.025142,[  4 115] ; [ 1 24],[  4.13194444 114.86805556] ; [ 0.86805556 24.13194444],0
b4,1,0.890295,0.019025,[75 47] ; [15 10],[74.69387755 47.30612245] ; [15.30612245  9.69387755],0
n5,1,0.897455,0.016609,[80 40] ; [17  8],[80.27586207 39.72413793] ; [16.72413793  8.27586207],0
