Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.769732,[ 3 13] ; [75 17],[11.55555556  4.44444444] ; [66.44444444 25.55555556],1
v4,1,0.00012,14.799824,[8 8] ; [81 10],[13.30841121  2.69158879] ; [75.69158879 15.30841121],1
r3,1,0.000707,11.471879,[7 8] ; [78 14],[11.91588785  3.08411215] ; [73.08411215 18.91588785],1
u3,1,0.006702,7.351026,[ 1 10] ; [21 17],[4.93877551 6.06122449] ; [17.06122449 20.93877551],0
p10,1,0.008559,6.912559,[ 4 11] ; [56 33],[8.65384615 6.34615385] ; [51.34615385 37.65384615],0
a6,1,0.012602,6.224168,[ 4 12] ; [54 38],[8.59259259 7.40740741] ; [49.40740741 42.59259259],0
n3,1,0.016186,5.782557,[4 5] ; [26  5],[6.75 2.25] ; [23.25  7.75],0
r1,1,0.020911,5.334218,[ 5 11] ; [56 34],[9.20754717 6.79245283] ; [51.79245283 38.20754717],0
s6,1,0.027151,4.88119,[ 4 12] ; [50 41],[8.07476636 7.92523364] ; [45.92523364 45.07476636],0
s2,1,0.028761,4.781877,[ 2 14] ; [37 53],[ 5.88679245 10.11320755] ; [33.11320755 56.88679245],0
s7,1,0.028784,4.780515,[ 1 14] ; [30 56],[ 4.6039604 10.3960396] ; [26.3960396 59.6039604],0
s3,1,0.029968,4.711111,[ 4 12] ; [49 41],[8. 8.] ; [45. 45.],0
v1,1,0.041459,4.157153,[ 3 13] ; [41 48],[6.7047619 9.2952381] ; [37.2952381 51.7047619],0
a5,1,0.053712,3.721631,[ 4 12] ; [47 45],[7.55555556 8.44444444] ; [43.44444444 48.55555556],0
v3,1,0.055478,3.667649,[ 1 15] ; [26 64],[ 4.0754717 11.9245283] ; [22.9245283 67.0754717],0
p9,1,0.059167,3.560577,[6 9] ; [59 31],[9.28571429 5.71428571] ; [55.71428571 34.28571429],0
a3,1,0.067047,3.35388,[ 5 10] ; [54 38],[8.27102804 6.72897196] ; [50.72897196 41.27102804],0
d5,1,0.080321,3.058402,[ 5 11] ; [50 41],[8.22429907 7.77570093] ; [46.77570093 44.22429907],0
s8,1,0.08937,2.885692,[ 2 14] ; [31 61],[ 4.88888889 11.11111111] ; [28.11111111 63.88888889],0
a7,1,0.112725,2.515599,[ 5 11] ; [48 43],[7.92523364 8.07476636] ; [45.07476636 45.92523364],0
p11,1,0.145648,2.117244,[7 9] ; [58 34],[9.62962963 6.37037037] ; [55.37037037 36.62962963],0
a8,1,0.159864,1.975514,[ 4 12] ; [10 75],[ 2.21782178 13.78217822] ; [11.78217822 73.21782178],0
n2,1,0.159981,1.974407,[5 4] ; [26  7],[6.64285714 2.35714286] ; [24.35714286  8.64285714],0
p4,1,0.165019,1.927619,[ 4 12] ; [40 52],[6.51851852 9.48148148] ; [37.48148148 54.51851852],0
