Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.2e-05,19.241747,[29  5] ; [65 84],[17.46448087 16.53551913] ; [76.53551913 72.46448087],1
p8,1,0.000824,11.186257,[24 11] ; [57 95],[15.16042781 19.83957219] ; [65.83957219 86.16042781],1
p12,1,0.007612,7.122586,[ 4 31] ; [  3 150],[ 1.30319149 33.69680851] ; [  5.69680851 147.30319149],0
a1,1,0.007612,7.122586,[ 4 31] ; [  3 150],[ 1.30319149 33.69680851] ; [  5.69680851 147.30319149],0
a8,1,0.024217,5.079008,[ 5 29] ; [  6 135],[ 2.13714286 31.86285714] ; [  8.86285714 132.13714286],0
s2,1,0.026728,4.908271,[18 17] ; [ 48 104],[12.35294118 22.64705882] ; [53.64705882 98.35294118],0
p4,1,0.027141,4.881849,[21 14] ; [60 92],[15.16042781 19.83957219] ; [65.83957219 86.16042781],0
b5,1,0.042073,4.13225,[26  9] ; [85 68],[20.66489362 14.33510638] ; [90.33510638 62.66489362],0
b1,1,0.045147,4.013144,[19 16] ; [55 98],[13.77659574 21.22340426] ; [60.22340426 92.77659574],0
p3,1,0.052216,3.76885,[16 19] ; [ 44 109],[11.17021277 23.82978723] ; [ 48.82978723 104.17021277],0
b4,1,0.062647,3.465876,[15 20] ; [92 61],[19.92021277 15.07978723] ; [87.07978723 65.92021277],0
v3,1,0.123221,2.375894,[ 5 30] ; [ 38 104],[ 8.50282486 26.49717514] ; [ 34.49717514 107.50282486],0
p5,1,0.127703,2.320209,[ 4 31] ; [  7 143],[ 2.08108108 32.91891892] ; [  8.91891892 141.08108108],0
u2,1,0.157924,1.993996,[11  4] ; [33 29],[8.57142857 6.42857143] ; [35.42857143 26.57142857],0
n2,1,0.188507,1.729249,[12  3] ; [34 21],[9.85714286 5.14285714] ; [36.14285714 18.85714286],0
s6,1,0.217487,1.520878,[19 14] ; [70 83],[15.79032258 17.20967742] ; [73.20967742 79.79032258],0
p11,1,0.221828,1.492509,[26  9] ; [97 56],[22.89893617 12.10106383] ; [100.10106383  52.89893617],0
r3,1,0.221858,1.492313,[33  2] ; [133  20],[30.90425532  4.09574468] ; [135.09574468  17.90425532],0
b2,1,0.222591,1.487588,[ 8 12] ; [19 54],[ 5.80645161 14.19354839] ; [21.19354839 51.80645161],0
b3,1,0.222591,1.487588,[ 8 12] ; [19 54],[ 5.80645161 14.19354839] ; [21.19354839 51.80645161],0
v1,1,0.275555,1.188881,[17 18] ; [57 91],[14.15300546 20.84699454] ; [59.84699454 88.15300546],0
s8,1,0.281416,1.160241,[12 22] ; [ 40 113],[ 9.45454545 24.54545455] ; [ 42.54545455 110.45454545],0
a7,1,0.287034,1.133484,[27  8] ; [104  49],[24.38829787 10.61170213] ; [106.61170213  46.38829787],0
p10,1,0.366349,0.81601,[25 10] ; [95 55],[22.7027027 12.2972973] ; [97.2972973 52.7027027],0
a5,1,0.373426,0.792231,[17 18] ; [87 66],[19.36170213 15.63829787] ; [84.63829787 68.36170213],0
n6,1,0.415245,0.663735,[23 11] ; [92 61],[20.90909091 13.09090909] ; [94.09090909 58.90909091],0
p1,1,0.477791,0.503902,[ 2 32] ; [  5 146],[ 1.28648649 32.71351351] ; [  5.71351351 145.28648649],0
r4,1,0.495498,0.464565,[28  7] ; [114  39],[26.43617021  8.56382979] ; [115.56382979  37.43617021],0
p2,1,0.529459,0.395429,[26  9] ; [104  47],[24.46236559 10.53763441] ; [105.53763441  45.46236559],0
s7,1,0.540998,0.373694,[10 25] ; [ 34 110],[ 8.60335196 26.39664804] ; [ 35.39664804 108.60335196],0
n5,1,0.551968,0.353804,[13 21] ; [ 50 102],[11.51612903 22.48387097] ; [ 51.48387097 100.51612903],0
s3,1,0.570562,0.321744,[13 22] ; [64 87],[14.48924731 20.51075269] ; [62.51075269 88.48924731],0
n3,1,0.598886,0.27668,[9 6] ; [37 18],[9.85714286 5.14285714] ; [36.14285714 18.85714286],0
v2,1,0.599412,0.275883,[18 17] ; [66 76],[16.61016949 18.38983051] ; [67.38983051 74.61016949],0
a4,1,0.625787,0.237818,[12 23] ; [ 46 107],[10.79787234 24.20212766] ; [ 47.20212766 105.79787234],0
d1,1,0.632424,0.228788,[14 21] ; [68 85],[15.26595745 19.73404255] ; [66.73404255 86.26595745],0
s1,1,0.635491,0.224687,[ 2 33] ; [  6 147],[ 1.4893617 33.5106383] ; [  6.5106383 146.4893617],0
d4,1,0.662761,0.190187,[25 10] ; [114  38],[26.01604278  8.98395722] ; [112.98395722  39.01604278],0
d2,1,0.664455,0.188157,[11 24] ; [54 99],[12.10106383 22.89893617] ; [ 52.89893617 100.10106383],0
d3,1,0.670793,0.180676,[22 12] ; [93 60],[20.90909091 13.09090909] ; [94.09090909 58.90909091],0
d5,1,0.691125,0.15787,[25 10] ; [104  49],[24.01595745 10.98404255] ; [104.98404255  48.01595745],0
r1,1,0.699365,0.149133,[23 12] ; [105  47],[23.95721925 11.04278075] ; [104.04278075  47.95721925],0
v4,1,0.713113,0.135187,[32  3] ; [134  16],[31.40540541  3.59459459] ; [134.59459459  15.40540541],0
p9,1,0.785246,0.074251,[26  9] ; [108  42],[25.35135135  9.64864865] ; [108.64864865  41.35135135],0
n1,1,0.808311,0.058857,[ 4 11] ; [13 42],[ 3.64285714 11.35714286] ; [13.35714286 41.64285714],0
r2,1,0.824642,0.049097,[30  5] ; [128  24],[29.57219251  5.42780749] ; [128.42780749  23.57219251],0
u3,1,0.827245,0.047627,[8 7] ; [35 27],[8.37662338 6.62337662] ; [34.62337662 27.37662338],0
s5,1,0.846575,0.037438,[ 8 26] ; [ 33 117],[ 7.57608696 26.42391304] ; [ 33.42391304 116.57608696],0
a3,1,0.878794,0.023256,[20 15] ; [89 63],[20.40106952 14.59893048] ; [88.59893048 63.40106952],0
a6,1,0.932828,0.007104,[22 13] ; [95 58],[21.78191489 13.21808511] ; [95.21808511 57.78191489],0
u1,1,0.988601,0.000204,[ 3 32] ; [ 13 140],[ 2.9787234 32.0212766] ; [ 13.0212766 139.9787234],0
a2,1,0.988663,0.000202,[ 5 30] ; [ 22 131],[ 5.02659574 29.97340426] ; [ 21.97340426 131.02659574],0
