Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,29.736924,[37 50] ; [250  91],[58.33878505 28.66121495] ; [228.66121495 112.33878505],1
n4,1,1.3e-05,19.018358,[46 43] ; [257  84],[62.71395349 26.28604651] ; [240.28604651 100.71395349],1
p10,1,5.6e-05,16.239289,[48 40] ; [257  80],[63.15294118 24.84705882] ; [241.84705882  95.15294118],1
r4,1,0.000584,11.826649,[68 21] ; [308  34],[77.64269142 11.35730858] ; [298.35730858  43.64269142],1
s6,1,0.002773,8.951317,[43 45] ; [225 115],[55.10280374 32.89719626] ; [212.89719626 127.10280374],0
p11,1,0.00296,8.831927,[50 39] ; [248  94],[61.53596288 27.46403712] ; [236.46403712 105.53596288],0
r3,1,0.005017,7.873416,[78 11] ; [326  15],[83.61860465  5.38139535] ; [320.38139535  20.61860465],0
u2,1,0.005694,7.644706,[23  5] ; [52 46],[16.66666667 11.33333333] ; [58.33333333 39.66666667],0
p9,1,0.011467,6.391461,[59 29] ; [268  68],[67.86792453 20.13207547] ; [259.13207547  76.86792453],0
b1,1,0.011896,6.326285,[45 44] ; [123 219],[34.69141531 54.30858469] ; [133.30858469 208.69141531],0
v3,1,0.022498,5.206876,[19 62] ; [121 207],[27.72616137 53.27383863] ; [112.27383863 215.72616137],0
p4,1,0.024029,5.092539,[29 59] ; [158 183],[38.35897436 49.64102564] ; [148.64102564 192.35897436],0
u1,1,0.028052,4.824873,[ 9 80] ; [ 69 273],[16.10672854 72.89327146] ; [ 61.89327146 280.10672854],0
d1,1,0.030396,4.686751,[38 51] ; [190 152],[47.0812065 41.9187935] ; [180.9187935 161.0812065],0
d5,1,0.031968,4.60023,[62 26] ; [276  65],[69.33333333 18.66666667] ; [268.66666667  72.33333333],0
s5,1,0.032583,4.567556,[15 66] ; [101 231],[22.75060533 58.24939467] ; [ 93.24939467 238.75060533],0
s7,1,0.035747,4.40915,[27 56] ; [149 180],[35.45631068 47.54368932] ; [140.54368932 188.45631068],0
a2,1,0.037612,4.322462,[14 75] ; [ 90 252],[21.47563805 67.52436195] ; [ 82.52436195 259.47563805],0
b2,1,0.047796,3.917129,[12 35] ; [ 87 125],[17.96525097 29.03474903] ; [ 81.03474903 130.96525097],0
b3,1,0.047796,3.917129,[12 35] ; [ 87 125],[17.96525097 29.03474903] ; [ 81.03474903 130.96525097],0
r1,1,0.048504,3.892423,[60 28] ; [266  74],[67.02803738 20.97196262] ; [258.97196262  81.02803738],0
u3,1,0.080994,3.044845,[22  7] ; [58 42],[17.98449612 11.01550388] ; [62.01550388 37.98449612],0
d2,1,0.082613,3.012728,[35 53] ; [170 169],[42.24824356 45.75175644] ; [162.75175644 176.24824356],0
v2,1,0.084857,2.969329,[35 48] ; [172 154],[42.00733496 40.99266504] ; [164.99266504 161.00733496],0
s8,1,0.09834,2.732261,[27 62] ; [136 205],[33.7372093 55.2627907] ; [129.2627907 211.7372093],0
p6,1,0.0984,2.731287,[14 73] ; [ 83 257],[19.76346604 67.23653396] ; [ 77.23653396 262.76346604],0
a4,1,0.128314,2.31279,[34 55] ; [161 180],[40.36046512 48.63953488] ; [154.63953488 186.36046512],0
r2,1,0.142716,2.148425,[80  8] ; [324  17],[82.87179487  5.12820513] ; [321.12820513  19.87179487],0
a5,1,0.15061,2.06606,[54 35] ; [235 107],[59.6774942 29.3225058] ; [229.3225058 112.6774942],0
p3,1,0.162323,1.952454,[25 63] ; [124 217],[30.56410256 57.43589744] ; [118.43589744 222.56410256],0
p12,1,0.180239,1.795654,[ 2 85] ; [ 20 322],[ 4.46153846 82.53846154] ; [ 17.53846154 324.46153846],0
p2,1,0.189582,1.720866,[59 30] ; [250  91],[63.95581395 25.04418605] ; [245.04418605  95.95581395],0
b5,1,0.196656,1.667034,[52 37] ; [225 117],[57.19953596 31.80046404] ; [219.80046404 122.19953596],0
s1,1,0.224323,1.4765,[ 6 81] ; [ 13 323],[ 3.90780142 83.09219858] ; [ 15.09219858 320.90780142],0
a7,1,0.271178,1.21078,[58 31] ; [242  98],[62.23776224 26.76223776] ; [237.76223776 102.23776224],0
d3,1,0.297459,1.085553,[53 34] ; [228 113],[57.11915888 29.88084112] ; [223.88084112 117.11915888],0
a6,1,0.415549,0.662869,[57 31] ; [237 105],[60.16744186 27.83255814] ; [233.83255814 108.16744186],0
s3,1,0.430524,0.62141,[51 37] ; [180 158],[47.71830986 40.28169014] ; [183.28169014 154.71830986],0
p7,1,0.451994,0.565647,[33 53] ; [144 192],[36.07109005 49.92890995] ; [140.92890995 195.07109005],0
n1,1,0.477187,0.505285,[11 27] ; [35 64],[12.75912409 25.24087591] ; [33.24087591 65.75912409],0
p5,1,0.518852,0.416174,[ 3 85] ; [ 17 320],[ 4.14117647 83.85882353] ; [ 15.85882353 321.14117647],0
a3,1,0.550227,0.356911,[60 29] ; [241 100],[62.3 26.7] ; [238.7 102.3],0
v1,1,0.602463,0.271297,[38 49] ; [154 175],[40.15384615 46.84615385] ; [151.84615385 177.15384615],0
n2,1,0.621592,0.243637,[27 13] ; [71 28],[28.20143885 11.79856115] ; [69.79856115 29.20143885],0
s4,1,0.654017,0.200873,[14 75] ; [ 60 278],[15.42388759 73.57611241] ; [ 58.57611241 279.42388759],0
s2,1,0.655207,0.199399,[42 47] ; [168 169],[43.87323944 45.12676056] ; [166.12676056 170.87323944],0
p1,1,0.787166,0.072896,[ 5 83] ; [ 17 325],[ 4.50232558 83.49767442] ; [ 17.49767442 324.50232558],0
a8,1,0.808892,0.058494,[10 74] ; [ 34 276],[ 9.38071066 74.61928934] ; [ 34.61928934 275.38071066],0
