Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,34.619449,[190  72] ; [79 98],[160.54214123 101.45785877] ; [108.45785877  68.54214123],1
a8,1,0.396594,0.718629,[ 47 188] ; [ 28 140],[ 43.73449132 191.26550868] ; [ 31.26550868 136.73449132],0
s7,1,0.430708,0.620913,[150 105] ; [94 77],[146.05633803 108.94366197] ; [97.94366197 73.05633803],0
b4,1,0.453159,0.562738,[152 115] ; [96 84],[148.13422819 118.86577181] ; [99.86577181 80.13422819],0
b1,1,0.466287,0.530761,[105 162] ; [ 77 103],[108.7114094 158.2885906] ; [ 73.2885906 106.7114094],0
u2,1,0.475719,0.508662,[29 30] ; [28 22],[30.85321101 28.14678899] ; [26.14678899 23.85321101],0
s3,1,0.525491,0.403104,[154 109] ; [109  68],[157.20227273 105.79772727] ; [105.79772727  71.20227273],0
a7,1,0.557261,0.344468,[193  73] ; [126  54],[190.25560538  75.74439462] ; [128.74439462  51.25560538],0
u3,1,0.597112,0.279373,[33 27] ; [26 26],[31.60714286 28.39285714] ; [27.39285714 24.60714286],0
s1,1,0.607382,0.264004,[  8 256] ; [  7 171],[  8.95927602 255.04072398] ; [  6.04072398 171.95927602],0
a2,1,0.67534,0.175419,[ 73 194] ; [ 46 134],[ 71.08053691 195.91946309] ; [ 47.91946309 132.08053691],0
s4,1,0.726889,0.121987,[ 40 224] ; [ 29 148],[ 41.30612245 222.69387755] ; [ 27.69387755 149.30612245],0
