Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.003076,8.761927,[ 6 41] ; [5 4],[ 9.23214286 37.76785714] ; [1.76785714 7.23214286],0
u3,1,0.008859,6.85112,[ 2 21] ; [2 1],[ 3.53846154 19.46153846] ; [0.46153846 2.53846154],0
s6,1,0.059848,3.541586,[12 37] ; [5 4],[14.36206897 34.63793103] ; [2.63793103 6.36206897],0
v1,1,0.121417,2.398946,[10 39] ; [4 5],[11.82758621 37.17241379] ; [2.17241379 6.82758621],0
d4,1,0.135968,2.223006,[35 15] ; [4 5],[33.05084746 16.94915254] ; [5.94915254 3.05084746],0
n4,1,0.135968,2.223006,[35 15] ; [4 5],[33.05084746 16.94915254] ; [5.94915254 3.05084746],0
a6,1,0.151586,2.056213,[24 26] ; [2 7],[22.03389831 27.96610169] ; [3.96610169 5.03389831],0
p3,1,0.15458,2.026461,[11 39] ; [4 5],[12.71186441 37.28813559] ; [2.28813559 6.71186441],0
s1,1,0.193762,1.688777,[ 4 46] ; [2 7],[ 5.08474576 44.91525424] ; [0.91525424 8.08474576],0
p8,1,0.218428,1.514668,[ 9 40] ; [3 5],[10.31578947 38.68421053] ; [1.68421053 6.31578947],0
n2,1,0.222994,1.485,[11 11] ; [1 4],[ 9.77777778 12.22222222] ; [2.22222222 2.77777778],0
s2,1,0.292784,1.106773,[ 9 41] ; [3 6],[10.16949153 39.83050847] ; [1.83050847 7.16949153],0
n1,1,0.295722,1.093388,[10 12] ; [1 4],[ 8.96296296 13.03703704] ; [2.03703704 2.96296296],0
n6,1,0.301824,1.066118,[23 25] ; [6 3],[24.42105263 23.57894737] ; [4.57894737 4.42105263],0
b4,1,0.323654,0.974124,[31 19] ; [4 5],[29.66101695 20.33898305] ; [5.33898305 3.66101695],0
d5,1,0.323654,0.974124,[31 19] ; [4 5],[29.66101695 20.33898305] ; [5.33898305 3.66101695],0
p4,1,0.32397,0.972852,[14 36] ; [4 5],[15.25423729 34.74576271] ; [2.74576271 6.25423729],0
b1,1,0.35665,0.849654,[25 25] ; [6 3],[26.27118644 23.72881356] ; [4.72881356 4.27118644],0
a7,1,0.35665,0.849654,[25 25] ; [3 6],[23.72881356 26.27118644] ; [4.27118644 4.72881356],0
a5,1,0.450813,0.568607,[29 21] ; [4 5],[27.96610169 22.03389831] ; [5.03389831 3.96610169],0
a4,1,0.463719,0.536904,[17 32] ; [2 7],[16.05172414 32.94827586] ; [2.94827586 6.05172414],0
p7,1,0.467814,0.527134,[16 34] ; [4 5],[16.94915254 33.05084746] ; [3.05084746 5.94915254],0
r1,1,0.481051,0.49648,[23 27] ; [3 6],[22.03389831 27.96610169] ; [3.96610169 5.03389831],0
p10,1,0.481384,0.495726,[21 28] ; [5 4],[21.96551724 27.03448276] ; [4.03448276 4.96551724],0
a3,1,0.519622,0.414644,[27 22] ; [6 3],[27.87931034 21.12068966] ; [5.12068966 3.87931034],0
d3,1,0.521802,0.410329,[22 28] ; [5 4],[22.88135593 27.11864407] ; [4.11864407 4.88135593],0
p2,1,0.555757,0.347104,[22 27] ; [5 4],[22.81034483 26.18965517] ; [4.18965517 4.81034483],0
r2,1,0.584419,0.299145,[25 23] ; [5 3],[25.71428571 22.28571429] ; [4.28571429 3.71428571],0
b2,1,0.665706,0.186667,[13 22] ; [2 5],[12.5 22.5] ; [2.5 4.5],0
b3,1,0.665706,0.186667,[13 22] ; [2 5],[12.5 22.5] ; [2.5 4.5],0
p9,1,0.674003,0.176955,[23 25] ; [5 4],[23.57894737 24.42105263] ; [4.42105263 4.57894737],0
p6,1,0.674898,0.175926,[ 8 40] ; [1 8],[ 7.57894737 40.42105263] ; [1.42105263 7.57894737],0
b5,1,0.676395,0.174212,[24 26] ; [5 4],[24.57627119 25.42372881] ; [4.42372881 4.57627119],0
p11,1,0.676395,0.174212,[24 26] ; [5 4],[24.57627119 25.42372881] ; [4.42372881 4.57627119],0
d1,1,0.705796,0.142512,[20 30] ; [3 6],[19.49152542 30.50847458] ; [3.50847458 5.49152542],0
r3,1,0.749311,0.102111,[30 19] ; [5 4],[29.56896552 19.43103448] ; [5.43103448 3.56896552],0
p1,1,0.757696,0.095177,[ 4 46] ; [1 8],[ 4.23728814 45.76271186] ; [0.76271186 8.23728814],0
n3,1,0.758742,0.094331,[10 11] ; [2 3],[ 9.69230769 11.30769231] ; [2.30769231 2.69230769],0
s5,1,0.786281,0.073519,[ 9 40] ; [2 7],[ 9.29310345 39.70689655] ; [1.70689655 7.29310345],0
n5,1,0.78984,0.071032,[31 19] ; [6 3],[31.3559322 18.6440678] ; [5.6440678 3.3559322],0
d2,1,0.802389,0.062628,[24 25] ; [4 5],[23.65517241 25.34482759] ; [4.34482759 4.65517241],0
r4,1,0.810636,0.057411,[13 37] ; [2 7],[12.71186441 37.28813559] ; [2.28813559 6.71186441],0
s3,1,0.845273,0.038085,[18 31] ; [3 6],[17.74137931 31.25862069] ; [3.25862069 5.74137931],0
v2,1,0.87116,0.026304,[15 34] ; [3 6],[15.20689655 33.79310345] ; [2.79310345 6.20689655],0
s8,1,0.919133,0.010307,[ 5 45] ; [1 8],[ 5.08474576 44.91525424] ; [0.91525424 8.08474576],0
