Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,45.068178,[126  23] ; [213 187],[92.00546448 56.99453552] ; [246.99453552 153.00546448],1
s2,1,0.0,37.355666,[99 50] ; [149 251],[67.30783242 81.69216758] ; [180.69216758 219.30783242],1
p5,1,3e-06,21.652542,[ 21 129] ; [ 13 386],[  9.28961749 140.71038251] ; [ 24.71038251 374.28961749],1
s7,1,3e-06,21.632064,[83 61] ; [135 248],[59.56736243 84.43263757] ; [158.43263757 224.56736243],1
s3,1,6e-06,20.421231,[101  45] ; [189 210],[77.68807339 68.31192661] ; [212.31192661 186.68807339],1
s8,1,1.6e-05,18.575062,[76 74] ; [124 278],[54.34782609 95.65217391] ; [145.65217391 256.34782609],1
s4,1,0.003669,8.440625,[ 33 116] ; [ 49 352],[ 22.21454545 126.78545455] ; [ 59.78545455 341.21454545],0
p12,1,0.004774,7.962982,[ 13 138] ; [ 12 388],[  6.85117967 144.14882033] ; [ 18.14882033 381.85117967],0
d2,1,0.005559,7.687839,[83 68] ; [168 234],[68.53707052 82.46292948] ; [182.46292948 219.53707052],0
d4,1,0.008028,7.027316,[132  19] ; [310  91],[120.90942029  30.09057971] ; [321.09057971  79.90942029],0
a3,1,0.010345,6.574572,[115  35] ; [263 140],[102.53164557  47.46835443] ; [275.46835443 127.53164557],0
n6,1,0.011141,6.442723,[131  18] ; [315  87],[120.6061706  28.3938294] ; [325.3938294  76.6061706],0
r2,1,0.01366,6.081576,[145   4] ; [364  35],[138.3959854  10.6040146] ; [370.6040146  28.3959854],0
d1,1,0.019174,5.485543,[94 57] ; [206 197],[81.76895307 69.23104693] ; [218.23104693 184.76895307],0
r1,1,0.021018,5.325281,[127  21] ; [308  93],[117.26775956  30.73224044] ; [317.73224044  83.26775956],0
p9,1,0.021384,5.295237,[127  21] ; [305  92],[117.31376147  30.68623853] ; [314.68623853  82.31376147],0
p7,1,0.02647,4.925071,[87 58] ; [196 202],[75.57090239 69.42909761] ; [207.42909761 190.57090239],0
p3,1,0.027026,4.889133,[70 81] ; [145 257],[58.70705244 92.29294756] ; [156.29294756 245.70705244],0
b2,1,0.027078,4.885824,[37 53] ; [ 66 167],[28.6996904 61.3003096] ; [ 74.3003096 158.6996904],0
b3,1,0.027078,4.885824,[37 53] ; [ 66 167],[28.6996904 61.3003096] ; [ 74.3003096 158.6996904],0
b5,1,0.027318,4.870584,[80 71] ; [255 148],[91.30866426 59.69133574] ; [243.69133574 159.30866426],0
v2,1,0.032787,4.556874,[91 56] ; [196 184],[80.05502846 66.94497154] ; [206.94497154 173.05502846],0
a5,1,0.033158,4.537599,[117  34] ; [275 128],[106.84476534  44.15523466] ; [285.15523466 117.84476534],0
v1,1,0.048641,3.887711,[79 68] ; [172 217],[68.83768657 78.16231343] ; [182.16231343 206.83768657],0
v3,1,0.049451,3.859972,[65 82] ; [134 249],[55.19433962 91.80566038] ; [143.80566038 239.19433962],0
u1,1,0.070486,3.271657,[ 30 121] ; [ 55 348],[ 23.16787004 127.83212996] ; [ 61.83212996 341.16787004],0
a2,1,0.07882,3.089064,[ 40 111] ; [ 79 324],[ 32.43501805 118.56498195] ; [ 86.56498195 316.43501805],0
d5,1,0.081741,3.029937,[127  24] ; [311  91],[119.59855335  31.40144665] ; [318.40144665  83.59855335],0
p4,1,0.089486,2.883587,[79 70] ; [180 221],[70.16545455 78.83454545] ; [188.83454545 212.16545455],0
u2,1,0.119244,2.427228,[14 21] ; [75 62],[18.11046512 16.88953488] ; [70.88953488 66.11046512],0
p10,1,0.131616,2.273334,[120  28] ; [299 100],[113.36745887  34.63254113] ; [305.63254113  93.36745887],0
a4,1,0.141746,2.158906,[69 82] ; [156 246],[61.43761302 89.56238698] ; [163.56238698 238.43761302],0
r4,1,0.154275,2.029465,[140  11] ; [357  46],[135.46389892  15.53610108] ; [361.53610108  41.46389892],0
n3,1,0.186406,1.745799,[29  6] ; [73 29],[26.05839416  8.94160584] ; [75.94160584 26.05839416],0
v4,1,0.189501,1.721495,[143   5] ; [375  25],[139.89781022   8.10218978] ; [378.10218978  21.89781022],0
a6,1,0.223379,1.482529,[97 54] ; [280 122],[102.94213382  48.05786618] ; [274.05786618 127.94213382],0
p8,1,0.243798,1.358497,[67 81] ; [159 241],[61.03649635 86.96350365] ; [164.96350365 235.03649635],0
p2,1,0.261785,1.259292,[123  27] ; [312  90],[118.20652174  31.79347826] ; [316.79347826  85.20652174],0
n2,1,0.277088,1.181316,[29  6] ; [76 27],[26.63043478  8.36956522] ; [78.36956522 24.63043478],0
a7,1,0.284498,1.145475,[104  47] ; [296 107],[109.02527076  41.97472924] ; [290.97472924 112.02527076],0
n1,1,0.295364,1.095008,[14 20] ; [32 70],[11.5 22.5] ; [34.5 67.5],0
n5,1,0.33851,0.916065,[108  41] ; [273 127],[103.40437158  45.59562842] ; [277.59562842 122.40437158],0
s1,1,0.418183,0.655415,[  6 140] ; [ 11 389],[  4.54578755 141.45421245] ; [ 12.45421245 387.54578755],0
p1,1,0.454189,0.560178,[  9 140] ; [ 18 383],[  7.31454545 141.68545455] ; [ 19.68545455 381.31454545],0
p11,1,0.545309,0.365788,[114  37] ; [314  89],[116.65703971  34.34296029] ; [311.34296029  91.65703971],0
b4,1,0.704171,0.144169,[90 61] ; [233 170],[88.03790614 62.96209386] ; [234.96209386 168.03790614],0
d3,1,0.746313,0.104656,[101  50] ; [263 139],[99.39240506 51.60759494] ; [264.60759494 137.39240506],0
a8,1,0.80873,0.058595,[ 19 116] ; [ 49 321],[ 18.17821782 116.82178218] ; [ 49.82178218 320.17821782],0
a1,1,0.837041,0.042304,[  4 147] ; [ 12 391],[  4.36101083 146.63898917] ; [ 11.63898917 391.36101083],0
u4,1,0.844114,0.038665,[  3 148] ; [  7 396],[  2.72563177 148.27436823] ; [  7.27436823 395.72563177],0
n4,1,0.846378,0.037536,[104  45] ; [284 118],[104.92196007  44.07803993] ; [283.07803993 118.92196007],0
u3,1,0.92784,0.008202,[19 17] ; [74 64],[19.24137931 16.75862069] ; [73.75862069 64.24137931],0
b1,1,0.951515,0.003697,[54 97] ; [143 260],[53.69494585 97.30505415] ; [143.30505415 259.69494585],0
