Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,153.913835,[  9 101] ; [370 145],[66.704 43.296] ; [312.296 202.704],1
d4,1,0.0,90.855548,[54 54] ; [457  58],[88.58426966 19.41573034] ; [422.41573034  92.58426966],1
d3,1,0.0,34.245776,[49 60] ; [379 136],[74.76282051 34.23717949] ; [353.23717949 161.76282051],1
a3,1,0.0,29.140637,[57 51] ; [400 113],[79.47826087 28.52173913] ; [377.52173913 135.47826087],1
a4,1,0.0,25.710536,[27 80] ; [268 246],[50.82930757 56.17069243] ; [244.17069243 269.82930757],1
a5,1,1e-06,24.395862,[63 46] ; [412 103],[82.97275641 26.02724359] ; [392.02724359 122.97275641],1
d2,1,1e-06,23.672373,[33 77] ; [285 228],[56.14767255 53.85232745] ; [261.85232745 251.14767255],1
p2,1,1.5e-05,18.703566,[78 30] ; [454  60],[92.37299035 15.62700965] ; [439.62700965  74.37299035],1
a2,1,4.9e-05,16.486845,[12 98] ; [153 362],[29.04 80.96] ; [135.96 379.04],1
u1,1,8.2e-05,15.514673,[  7 103] ; [118 397],[22. 88.] ; [103. 412.],1
p4,1,0.000973,10.877305,[55 52] ; [350 164],[69.7826087 37.2173913] ; [335.2173913 178.7826087],1
r3,1,0.001327,10.304783,[103   7] ; [506   7],[107.52808989   2.47191011] ; [501.47191011  11.52808989],0
p1,1,0.003023,8.79326,[18 90] ; [ 39 474],[ 9.91304348 98.08695652] ; [ 47.08695652 465.91304348],0
s8,1,0.004966,7.891697,[39 69] ; [261 251],[52.25806452 55.74193548] ; [247.74193548 264.25806452],0
n4,1,0.005455,7.722192,[90 20] ; [467  47],[98.18910256 11.81089744] ; [458.81089744  55.18910256],0
p3,1,0.009778,6.674812,[46 62] ; [289 225],[58.16720257 49.83279743] ; [276.83279743 237.16720257],0
p7,1,0.018109,5.585567,[61 45] ; [347 153],[71.36633663 34.63366337] ; [336.63366337 163.36633663],0
r1,1,0.038682,4.274766,[88 22] ; [448  64],[94.79099678 15.20900322] ; [441.20900322  70.79099678],0
a7,1,0.057719,3.601737,[72 37] ; [385 129],[79.95666132 29.04333868] ; [377.04333868 136.95666132],0
s1,1,0.069075,3.304871,[  6 100] ; [ 12 493],[  3.12274959 102.87725041] ; [ 14.87725041 490.12274959],0
s6,1,0.088203,2.906864,[70 37] ; [370 133],[77.18032787 29.81967213] ; [362.81967213 140.18032787],0
v1,1,0.125285,2.34997,[58 51] ; [307 195],[65.11456628 43.88543372] ; [299.88543372 202.11456628],0
v2,1,0.153721,2.034936,[54 50] ; [294 200],[60.52173913 43.47826087] ; [287.47826087 206.52173913],0
a1,1,0.155087,2.021492,[  2 108] ; [ 25 490],[  4.752 105.248] ; [ 22.248 492.752],0
p5,1,0.186126,1.748017,[19 88] ; [ 66 445],[14.71682848 92.28317152] ; [ 70.28317152 440.71682848],0
n6,1,0.217653,1.519776,[98 12] ; [476  38],[101.18589744   8.81410256] ; [472.81410256  41.18589744],0
b4,1,0.230629,1.436978,[69 41] ; [291 224],[63.36 46.64] ; [296.64 218.36],0
b1,1,0.259601,1.270884,[48 62] ; [195 320],[42.768 67.232] ; [200.232 314.768],0
p9,1,0.277916,1.177252,[91 16] ; [451  57],[94.29918699 12.70081301] ; [447.70081301  60.29918699],0
s2,1,0.293546,1.103285,[53 54] ; [281 229],[57.92220421 49.07779579] ; [276.07779579 233.92220421],0
p10,1,0.320279,0.987806,[88 18] ; [443  68],[91.22528363 14.77471637] ; [439.77471637  71.22528363],0
a6,1,0.345365,0.890414,[72 37] ; [363 151],[76.10754414 32.89245586] ; [358.89245586 155.10754414],0
s5,1,0.369563,0.805135,[35 71] ; [186 308],[39.04333333 66.95666667] ; [181.95666667 312.04333333],0
u4,1,0.410932,0.676102,[  2 108] ; [ 17 498],[  3.344 106.656] ; [ 15.656 499.344],0
a8,1,0.425316,0.63558,[14 86] ; [ 80 383],[16.69626998 83.30373002] ; [ 77.30373002 385.69626998],0
