Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,136.437045,[ 55 235] ; [178  83],[122.63157895 167.36842105] ; [110.36842105 150.63157895],1
s2,1,0.0,87.138046,[ 96 191] ; [192  70],[150.55737705 136.44262295] ; [137.44262295 124.55737705],1
s3,1,0.0,67.97458,[113 171] ; [194  65],[160.56721915 123.43278085] ; [146.43278085 112.56721915],1
s6,1,0.0,63.088823,[150 134] ; [220  40],[193.16176471  90.83823529] ; [176.83823529  83.16176471],1
s5,1,0.0,34.992849,[ 60 220] ; [114 136],[ 91.9245283 188.0754717] ; [ 82.0754717 167.9245283],1
u1,1,3e-06,21.879179,[ 50 240] ; [ 91 172],[ 73.94213382 216.05786618] ; [ 67.05786618 195.94213382],1
a3,1,5e-06,20.782753,[189 101] ; [215  46],[212.63157895  77.36842105] ; [191.36842105  69.63157895],1
p6,1,1.3e-05,18.989262,[ 80 208] ; [118 140],[104.43956044 183.56043956] ; [ 93.56043956 164.43956044],1
p4,1,5e-05,16.429955,[149 139] ; [180  82],[172.27636364 115.72363636] ; [156.72363636 105.27636364],1
p3,1,5.4e-05,16.291935,[113 176] ; [148 115],[136.64673913 152.35326087] ; [124.35326087 138.64673913],1
n4,1,6.3e-05,15.997592,[197  92] ; [218  45],[217.27355072  71.72644928] ; [197.72644928  65.27355072],1
a2,1,9.6e-05,15.205317,[ 69 221] ; [103 160],[ 90.19891501 199.80108499] ; [ 81.80108499 181.19891501],1
p5,1,0.000117,14.839783,[ 18 272] ; [ 43 217],[ 32.16363636 257.83636364] ; [ 28.83636364 231.16363636],1
v3,1,0.000339,12.841613,[ 87 190] ; [117 134],[107.02272727 169.97727273] ; [ 96.97727273 154.02272727],1
n5,1,0.000382,12.616186,[186 101] ; [205  56],[204.77554745  82.22445255] ; [186.22445255  74.77554745],1
d2,1,0.000495,12.135901,[133 156] ; [160 103],[153.40036232 135.59963768] ; [139.59963768 123.40036232],1
p7,1,0.000715,11.450273,[157 128] ; [174  77],[175.99813433 109.00186567] ; [155.00186567  95.99813433],1
