Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,70.455682,[207 181] ; [217  37],[256.24922118 131.75077882] ; [167.75077882  86.24922118],1
p4,1,0.0,61.945148,[204 191] ; [210  46],[251.19815668 143.80184332] ; [162.80184332  93.19815668],1
p8,1,0.0,53.954822,[174 218] ; [188  67],[219.32612056 172.67387944] ; [142.67387944 112.32612056],1
p3,1,0.0,28.263276,[174 222] ; [167  89],[207.11042945 188.88957055] ; [133.88957055 122.11042945],1
p5,1,0.0,25.906187,[ 32 361] ; [ 57 200],[ 53.81076923 339.18923077] ; [ 35.18923077 221.81076923],1
s8,1,2e-06,23.060688,[157 238] ; [151 105],[186.88172043 208.11827957] ; [121.11827957 134.88172043],1
s7,1,2e-06,22.504131,[174 205] ; [160  85],[202.86217949 176.13782051] ; [131.13782051 113.86217949],1
s5,1,7e-05,15.813158,[114 274] ; [110 135],[137.30173776 250.69826224] ; [ 86.69826224 158.30173776],1
s2,1,9.2e-05,15.301982,[184 209] ; [160  96],[208.30816641 184.69183359] ; [135.69183359 120.30816641],1
p2,1,0.000513,12.069393,[318  79] ; [232  25],[333.86850153  63.13149847] ; [216.13149847  40.86850153],1
p1,1,0.000961,10.90202,[ 24 373] ; [ 35 222],[ 35.81498471 361.18501529] ; [ 23.18501529 233.81498471],1
v1,1,0.000998,10.830616,[202 182] ; [167  87],[222.09404389 161.90595611] ; [146.90595611 107.09404389],1
p9,1,0.001205,10.482338,[329  63] ; [237  19],[342.39506173  49.60493827] ; [223.60493827  32.39506173],0
b2,1,0.002357,9.248286,[ 83 159] ; [81 83],[ 97.75369458 144.24630542] ; [66.24630542 97.75369458],0
b3,1,0.002357,9.248286,[ 83 159] ; [81 83],[ 97.75369458 144.24630542] ; [66.24630542 97.75369458],0
p12,1,0.002372,9.236687,[ 25 372] ; [ 34 222],[ 35.86983155 361.13016845] ; [ 23.13016845 232.86983155],0
s6,1,0.006226,7.483726,[259 133] ; [192  60],[274.52173913 117.47826087] ; [176.47826087  75.52173913],0
d1,1,0.013137,6.150589,[223 175] ; [169  88],[238.19236641 159.80763359] ; [153.80763359 103.19236641],0
a1,1,0.016745,5.722921,[ 13 385] ; [ 19 238],[ 19.44427481 378.55572519] ; [ 12.55572519 244.44427481],0
n4,1,0.017118,5.684222,[340  57] ; [236  21],[349.65137615  47.34862385] ; [226.34862385  30.65137615],0
u1,1,0.036654,4.366394,[ 68 330] ; [ 61 196],[ 78.38473282 319.61526718] ; [ 50.61526718 206.38473282],0
d3,1,0.037197,4.341385,[257 140] ; [185  70],[269.13190184 127.86809816] ; [172.86809816  82.13190184],0
s3,1,0.040169,4.210746,[214 178] ; [160  95],[226.59659969 165.40340031] ; [147.40340031 107.59659969],0
d4,1,0.059722,3.545094,[312  84] ; [216  39],[321.1797235  74.8202765] ; [206.8202765  48.1797235],0
p10,1,0.110329,2.549504,[328  68] ; [223  32],[335.17050691  60.82949309] ; [215.82949309  39.17050691],0
v2,1,0.130647,2.284796,[204 175] ; [151 101],[213.22503962 165.77496038] ; [141.77496038 110.22503962],0
n6,1,0.131573,2.273848,[356  42] ; [237  18],[361.43032159  36.56967841] ; [231.56967841  23.43032159],0
r2,1,0.148102,2.091693,[375  20] ; [248   7],[378.59230769  16.40769231] ; [244.40769231  10.59230769],0
a6,1,0.155078,2.021575,[281 116] ; [167  88],[272.78527607 124.21472393] ; [175.21472393  79.78527607],0
a4,1,0.183514,1.768936,[180 216] ; [130 126],[188.28220859 207.71779141] ; [121.71779141 134.28220859],0
s4,1,0.205072,1.605881,[ 59 336] ; [ 47 204],[ 64.81424149 330.18575851] ; [ 41.18575851 209.81424149],0
u4,1,0.224935,1.472603,[  9 389] ; [ 10 247],[ 11.54503817 386.45496183] ; [  7.45496183 249.54503817],0
r4,1,0.231011,1.434624,[363  35] ; [241  16],[367.01068702  30.98931298] ; [236.98931298  20.01068702],0
a3,1,0.243252,1.361651,[284 113] ; [193  62],[290.44325153 106.55674847] ; [186.55674847  68.44325153],0
v3,1,0.280172,1.166254,[158 225] ; [114 136],[164.57503949 218.42496051] ; [107.42496051 142.57503949],0
n2,1,0.318841,0.993694,[80 18] ; [35 12],[77.72413793 20.27586207] ; [37.27586207  9.72413793],0
r1,1,0.347593,0.882225,[319  76] ; [215  42],[323.51226994  71.48773006] ; [210.48773006  46.51226994],0
p11,1,0.355994,0.851974,[320  78] ; [214  43],[324.47633588  73.52366412] ; [209.52366412  47.47633588],0
b5,1,0.395661,0.721474,[244 154] ; [149 108],[238.8 159.2] ; [154.2 102.8],0
d5,1,0.415424,0.663224,[320  77] ; [212  43],[323.93251534  73.06748466] ; [208.06748466  46.93251534],0
n1,1,0.446588,0.579297,[39 56] ; [22 24],[41.09929078 53.90070922] ; [19.90070922 26.09929078],0
d2,1,0.537993,0.379272,[197 198] ; [134 122],[200.83717358 194.16282642] ; [130.16282642 125.83717358],0
a7,1,0.557163,0.344641,[280 117] ; [186  70],[283.31087289 113.68912711] ; [182.68912711  73.31087289],0
b4,1,0.598699,0.276963,[224 174] ; [150 107],[227.25496183 170.74503817] ; [146.74503817 110.25496183],0
r3,1,0.601726,0.2724,[373  24] ; [243  13],[374.50535988  22.49464012] ; [241.49464012  14.50535988],0
b1,1,0.604329,0.268515,[153 245] ; [104 153],[156.16183206 241.83816794] ; [100.83816794 156.16183206],0
s1,1,0.605315,0.267054,[ 11 379] ; [  9 245],[ 12.11180124 377.88819876] ; [  7.88819876 246.11180124],0
n3,1,0.748118,0.103119,[70 27] ; [32 14],[69.18881119 27.81118881] ; [32.81118881 13.18881119],0
a8,1,0.808172,0.058944,[ 54 308] ; [ 36 194],[ 55.03378378 306.96621622] ; [ 34.96621622 195.03378378],0
u2,1,0.818774,0.052497,[61 51] ; [36 28],[61.72727273 50.27272727] ; [35.27272727 28.72727273],0
a2,1,0.897994,0.016434,[104 294] ; [ 66 191],[103.29770992 294.70229008] ; [ 66.70229008 190.29770992],0
u3,1,0.898809,0.016171,[63 51] ; [36 28],[63.40449438 50.59550562] ; [35.59550562 28.40449438],0
a5,1,0.916784,0.010917,[299  99] ; [194  63],[299.56335878  98.43664122] ; [193.43664122  63.56335878],0
