Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.054319,3.702857,[4 6] ; [11  3],[6.25 3.75] ; [8.75 5.25],0
r2,1,0.095581,2.777778,[4 6] ; [11  4],[6. 4.] ; [9. 6.],0
n5,1,0.115184,2.481618,[5 5] ; [12  3],[6.8 3.2] ; [10.2  4.8],0
v4,1,0.115184,2.481618,[5 5] ; [12  3],[6.8 3.2] ; [10.2  4.8],0
p4,1,0.115184,2.481618,[5 5] ; [12  3],[6.8 3.2] ; [10.2  4.8],0
p9,1,0.123639,2.370612,[4 6] ; [10  4],[5.83333333 4.16666667] ; [8.16666667 5.83333333],0
p2,1,0.126156,2.339181,[6 4] ; [13  2],[7.6 2.4] ; [11.4  3.6],0
n4,1,0.188206,1.731602,[4 6] ; [10  5],[5.6 4.4] ; [8.4 6.6],0
p10,1,0.188206,1.731602,[4 6] ; [10  5],[5.6 4.4] ; [8.4 6.6],0
p8,1,0.195626,1.674729,[4 5] ; [10  4],[5.47826087 3.52173913] ; [8.52173913 5.47826087],0
s7,1,0.200933,1.635577,[1 7] ; [5 8],[2.28571429 5.71428571] ; [3.71428571 9.28571429],0
a5,1,0.233762,1.417824,[5 5] ; [11  4],[6.4 3.6] ; [9.6 5.4],0
d2,1,0.293622,1.102941,[2 8] ; [6 9],[3.2 6.8] ; [ 4.8 10.2],0
s2,1,0.293622,1.102941,[2 8] ; [6 9],[3.2 6.8] ; [ 4.8 10.2],0
v2,1,0.293622,1.102941,[2 8] ; [6 9],[3.2 6.8] ; [ 4.8 10.2],0
a3,1,0.293622,1.102941,[8 2] ; [9 6],[6.8 3.2] ; [10.2  4.8],0
s5,1,0.307434,1.041667,[1 9] ; [ 4 11],[2. 8.] ; [ 3. 12.],0
d5,1,0.3268,0.961538,[4 6] ; [9 6],[5.2 4.8] ; [7.8 7.2],0
v1,1,0.404657,0.694444,[3 7] ; [7 8],[4. 6.] ; [6. 9.],0
b5,1,0.404657,0.694444,[5 5] ; [10  5],[6. 4.] ; [9. 6.],0
r4,1,0.466985,0.529101,[2 8] ; [ 5 10],[2.8 7.2] ; [ 4.2 10.8],0
d1,1,0.466985,0.529101,[2 8] ; [ 5 10],[2.8 7.2] ; [ 4.2 10.8],0
b1,1,0.609834,0.260417,[7 3] ; [9 6],[6.4 3.6] ; [9.6 5.4],0
p6,1,0.609834,0.260417,[3 7] ; [6 9],[3.6 6.4] ; [5.4 9.6],0
b4,1,0.621685,0.243506,[5 5] ; [9 6],[5.6 4.4] ; [8.4 6.6],0
u2,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
n2,1,0.678845,0.171429,[2 2] ; [5 3],[2.33333333 1.66666667] ; [4.66666667 3.33333333],0
r1,1,0.733701,0.115741,[4 6] ; [ 5 10],[3.6 6.4] ; [5.4 9.6],0
a6,1,0.742174,0.108225,[4 6] ; [7 8],[4.4 5.6] ; [6.6 8.4],0
p3,1,0.742174,0.108225,[6 4] ; [8 7],[5.6 4.4] ; [8.4 6.6],0
d4,1,0.742174,0.108225,[6 4] ; [8 7],[5.6 4.4] ; [8.4 6.6],0
s1,1,0.763441,0.09058,[1 9] ; [ 1 14],[0.8 9.2] ; [ 1.2 13.8],0
s6,1,0.769698,0.085714,[3 7] ; [5 9],[3.33333333 6.66666667] ; [4.66666667 9.33333333],0
s3,1,0.769698,0.085714,[3 7] ; [5 9],[3.33333333 6.66666667] ; [4.66666667 9.33333333],0
a4,1,0.861052,0.030637,[3 7] ; [ 5 10],[3.2 6.8] ; [ 4.8 10.2],0
d3,1,0.87018,0.026709,[5 5] ; [8 7],[5.2 4.8] ; [7.8 7.2],0
a7,1,0.87018,0.026709,[5 5] ; [7 8],[4.8 5.2] ; [7.2 7.8],0
s4,1,1.0,0.0,[2 8] ; [ 3 12],[2. 8.] ; [ 3. 12.],0
v3,1,1.0,0.0,[2 8] ; [ 3 12],[2. 8.] ; [ 3. 12.],0
n1,1,1.0,0.0,[2 2] ; [4 4],[2. 2.] ; [4. 4.],0
