Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,112.722678,[34 70] ; [241  35],[75.26315789 28.73684211] ; [199.73684211  76.26315789],1
p4,1,1.4e-05,18.86029,[33 71] ; [156 119],[51.86279683 52.13720317] ; [137.13720317 137.86279683],1
a4,1,0.000291,13.130114,[25 79] ; [122 153],[40.33773087 63.66226913] ; [106.66226913 168.33773087],1
d2,1,0.001341,10.285015,[30 74] ; [129 145],[43.74603175 60.25396825] ; [115.25396825 158.74603175],0
p3,1,0.00225,9.333695,[29 75] ; [125 152],[42.03674541 61.96325459] ; [111.96325459 165.03674541],0
p10,1,0.00227,9.317174,[68 34] ; [224  51],[79.00265252 22.99734748] ; [212.99734748  62.00265252],0
a2,1,0.002438,9.186458,[ 8 96] ; [ 58 220],[17.96858639 86.03141361] ; [ 48.03141361 229.96858639],0
v1,1,0.003679,8.435635,[37 65] ; [144 127],[49.49597855 52.50402145] ; [131.50402145 139.49597855],0
a8,1,0.003956,8.303773,[ 3 94] ; [ 35 219],[10.5014245 86.4985755] ; [ 27.4985755 226.5014245],0
a5,1,0.004864,7.929261,[57 47] ; [195  83],[68.60732984 35.39267016] ; [183.39267016  94.60732984],0
r4,1,0.011814,6.338568,[83 21] ; [249  29],[90.38743455 13.61256545] ; [241.61256545  36.38743455],0
p1,1,0.014244,6.007656,[  2 100] ; [ 26 251],[ 7.53562005 94.46437995] ; [ 20.46437995 256.53562005],0
b1,1,0.016308,5.769308,[26 78] ; [106 172],[35.93717277 68.06282723] ; [ 96.06282723 181.93717277],0
n1,1,0.017305,5.665143,[ 7 33] ; [20 29],[12.13483146 27.86516854] ; [14.86516854 34.13483146],0
d1,1,0.018032,5.593084,[45 59] ; [158 120],[55.26701571 48.73298429] ; [147.73298429 130.26701571],0
p6,1,0.018687,5.530614,[19 85] ; [ 83 191],[28.06349206 75.93650794] ; [ 73.93650794 200.06349206],0
r1,1,0.019347,5.46984,[67 37] ; [210  65],[76.01055409 27.98944591] ; [200.98944591  74.01055409],0
n3,1,0.020143,5.399416,[25 15] ; [42  8],[29.77777778 10.22222222] ; [37.22222222 12.77777778],0
p8,1,0.030438,4.684375,[40 64] ; [139 134],[49.37931034 54.62068966] ; [129.62068966 143.37931034],0
d5,1,0.03247,4.573507,[72 31] ; [223  55],[79.75065617 23.24934383] ; [215.24934383  62.75065617],0
v3,1,0.032605,4.566381,[23 78] ; [ 92 176],[31.47696477 69.52303523] ; [ 83.52303523 184.47696477],0
s8,1,0.033074,4.541936,[12 91] ; [ 59 219],[19.19422572 83.80577428] ; [ 51.80577428 226.19422572],0
p11,1,0.035338,4.428749,[76 28] ; [230  48],[83.30890052 20.69109948] ; [222.69109948  55.30890052],0
a6,1,0.043068,4.092732,[62 42] ; [196  82],[70.2408377 33.7591623] ; [187.7591623  90.2408377],0
b2,1,0.045635,3.995031,[ 8 32] ; [ 59 102],[13.33333333 26.66666667] ; [ 53.66666667 107.33333333],0
b3,1,0.045635,3.995031,[ 8 32] ; [ 59 102],[13.33333333 26.66666667] ; [ 53.66666667 107.33333333],0
s4,1,0.049434,3.860565,[21 83] ; [ 33 237],[15.01604278 88.98395722] ; [ 38.98395722 231.01604278],0
u1,1,0.061149,3.505942,[ 7 97] ; [ 38 240],[12.2513089 91.7486911] ; [ 32.7486911 245.2513089],0
p7,1,0.068544,3.317558,[50 52] ; [163 111],[57.78191489 44.21808511] ; [155.21808511 118.78191489],0
a3,1,0.130917,2.281601,[54 49] ; [169 108],[60.44473684 42.55526316] ; [162.55526316 114.44473684],0
r2,1,0.143114,2.144155,[91 12] ; [253  19],[94.48533333  8.51466667] ; [249.51466667  22.48533333],0
v2,1,0.206104,1.598582,[47 55] ; [139 121],[52.40883978 49.59116022] ; [133.59116022 126.40883978],0
p5,1,0.297665,1.084626,[ 5 98] ; [ 22 255],[ 7.31842105 95.68157895] ; [ 19.68157895 257.31842105],0
u2,1,0.300202,1.073297,[19 30] ; [51 56],[21.98717949 27.01282051] ; [48.01282051 58.98717949],0
u3,1,0.306464,1.045854,[27 22] ; [50 58],[24.03184713 24.96815287] ; [52.96815287 55.03184713],0
p9,1,0.30962,1.032298,[79 24] ; [223  51],[82.50928382 20.49071618] ; [219.49071618  54.50928382],0
p12,1,0.322836,0.977421,[  4 100] ; [ 18 259],[ 6.00524934 97.99475066] ; [ 15.99475066 261.00524934],0
p2,1,0.345525,0.889825,[78 24] ; [224  53],[81.27704485 20.72295515] ; [220.72295515  56.27704485],0
s5,1,0.364883,0.821018,[28 74] ; [ 61 205],[24.66847826 77.33152174] ; [ 64.33152174 201.66847826],0
s2,1,0.38281,0.761657,[33 70] ; [ 75 198],[29.58510638 73.41489362] ; [ 78.41489362 194.58510638],0
a7,1,0.41148,0.67452,[71 32] ; [202  74],[74.19261214 28.80738786] ; [198.80738786  77.19261214],0
b4,1,0.43257,0.615914,[59 45] ; [170 108],[62.34554974 41.65445026] ; [166.65445026 111.34554974],0
s3,1,0.480756,0.497149,[34 68] ; [101 170],[36.91689008 65.08310992] ; [ 98.08310992 172.91689008],0
s1,1,0.531827,0.390899,[  2 102] ; [  3 270],[  1.37931034 102.62068966] ; [  3.62068966 269.37931034],0
v4,1,0.563768,0.333223,[97  5] ; [259  18],[95.81002639  6.18997361] ; [260.18997361  16.81002639],0
s6,1,0.625906,0.237653,[50 52] ; [140 130],[52.09677419 49.90322581] ; [137.90322581 132.09677419],0
r3,1,0.689954,0.159135,[98  6] ; [256  19],[97.13984169  6.86015831] ; [256.86015831  18.13984169],0
a1,1,0.73244,0.116883,[  3 101] ; [ 10 268],[  3.53926702 100.46073298] ; [  9.46073298 268.53926702],0
b5,1,0.809406,0.058174,[65 39] ; [170 108],[63.97905759 40.02094241] ; [171.02094241 106.97905759],0
d3,1,0.817166,0.053449,[68 35] ; [180  98],[67.04461942 35.95538058] ; [180.95538058  97.04461942],0
d4,1,0.862969,0.029789,[81 23] ; [218  59],[81.6167979 22.3832021] ; [217.3832021  59.6167979],0
n2,1,0.936911,0.006265,[28 11] ; [37 14],[28.16666667 10.83333333] ; [36.83333333 14.16666667],0
