Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,7.9e-05,15.580268,[64 94] ; [32 11],[75.46268657 82.53731343] ; [20.53731343 22.46268657],1
n6,1,9e-05,15.328414,[155   9] ; [37 12],[147.83098592  16.16901408] ; [44.16901408  4.83098592],1
s6,1,0.00238,9.230722,[116  44] ; [44  3],[123.67149758  36.32850242] ; [36.32850242 10.67149758],0
n4,1,0.002503,9.138613,[149  16] ; [36 13],[142.64018692  22.35981308] ; [42.35981308  6.64018692],0
n5,1,0.016561,5.742267,[138  25] ; [34 15],[132.24528302  30.75471698] ; [39.75471698  9.24528302],0
s3,1,0.017873,5.608506,[93 71] ; [37 12],[100.09389671  63.90610329] ; [29.90610329 19.09389671],0
a7,1,0.018215,5.575365,[128  36] ; [30 19],[121.65258216  42.34741784] ; [36.34741784 12.65258216],0
a8,1,0.019644,5.443238,[ 26 120] ; [ 2 46],[ 21.07216495 124.92783505] ; [ 6.92783505 41.07216495],0
s2,1,0.026098,4.949542,[95 69] ; [37 12],[101.63380282  62.36619718] ; [30.36619718 18.63380282],0
d1,1,0.036583,4.36971,[105  60] ; [39 10],[111.02803738  53.97196262] ; [32.97196262 16.02803738],0
v2,1,0.037999,4.305088,[109  55] ; [24 24],[102.88679245  61.11320755] ; [30.11320755 17.88679245],0
n3,1,0.075927,3.15,[20  5] ; [5 5],[17.85714286  7.14285714] ; [7.14285714 2.85714286],0
v3,1,0.10298,2.658775,[79 83] ; [17 31],[74.05714286 87.94285714] ; [21.94285714 26.05714286],0
r2,1,0.123324,2.374584,[157   5] ; [45  4],[155.09004739   6.90995261] ; [46.90995261  2.09004739],0
d4,1,0.125601,2.346049,[136  28] ; [45  4],[139.36150235  24.63849765] ; [41.63849765  7.36150235],0
v1,1,0.129605,2.297228,[106  57] ; [26 23],[101.49056604  61.50943396] ; [30.50943396 18.49056604],0
a3,1,0.151585,2.056233,[132  31] ; [35 14],[128.4009434  34.5990566] ; [38.5990566 10.4009434],0
d3,1,0.152785,2.044221,[114  51] ; [39 10],[117.96728972  47.03271028] ; [35.03271028 13.96728972],0
u2,1,0.187619,1.736219,[21 12] ; [6 8],[18.95744681 14.04255319] ; [8.04255319 5.95744681],0
a1,1,0.21367,1.546382,[ 16 149] ; [ 2 47],[ 13.87850467 151.12149533] ; [ 4.12149533 44.87850467],0
s7,1,0.233398,1.420033,[101  54] ; [35 12],[104.35643564  50.64356436] ; [31.64356436 15.35643564],0
p11,1,0.23575,1.405826,[137  28] ; [37 12],[134.1588785  30.8411215] ; [39.8411215  9.1588785],0
b2,1,0.239559,1.383186,[58 59] ; [10 17],[55.25 61.75] ; [12.75 14.25],0
b3,1,0.239559,1.383186,[58 59] ; [10 17],[55.25 61.75] ; [12.75 14.25],0
